N	3gram	Voloshinov	Myslijsy
1	в том что	2	47
2	по отношению к	3	26
3	не может быть	4	19
4	тем не менее	1	18
5	само по себе	1	14
6	то же время	1	13
7	в то же	1	13
8	более или менее	1	12
9	с другой стороны	2	12
10	для того чтобы	1	11
11	подобно тому как	1	11
12	но тем не	1	10
13	с одной стороны	2	10
14	на то что	1	9
15	до тех пор	4	9
16	мы не можем	1	9
17	до такой степени	1	8
18	на самом деле	1	8
19	только потому что	1	8
20	и то же	2	7
21	с точки зрения	5	7
22	как и в	1	7
23	одно и то	3	7
24	и как бы	1	6
25	может быть не	1	6
26	то же самое	1	6
27	с самого начала	2	6
28	не было бы	1	6
29	по себе а	1	5
30	между тем как	1	5
31	к тому что	1	5
32	то что в	1	5
33	и тот же	1	4
34	все то что	1	4
35	в собственном смысле	1	4
36	с этой точки	1	4
37	в данном случае	2	4
38	один и тот	1	4
39	не что иное	2	4
40	что иное как	2	4
41	в этом отношении	1	4
42	тех пор пока	3	3
43	язык во всем	1	3
44	возможно только в	1	3
45	ничего общего с	2	3
46	если бы мы	1	3
47	в связи с	1	3
48	но так как	2	3
49	таким образом мы	1	3
50	между собою и	1	3
51	равно как и	1	3
52	представим себе что	2	3
53	в сознании и	1	3
54	можно было бы	1	3
55	этой точки зрения	1	3
56	нам кажется что	1	3
57	что в ней	1	2
58	есть прежде всего	3	2
59	не совсем верно	1	2
60	в каждом отдельном	1	2
61	там где нет	1	2
62	и в каждой	1	2
63	состоит в том	1	2
64	только то что	1	2
65	и не может	1	2
66	то же слово	2	2
67	а не как	1	2
68	во всем своем	1	2
69	но столь же	1	2
70	при этом следует	1	2
71	может быть объяснено	1	2
72	заключена только в	1	2
73	так же как	1	2
74	быть сведены к	1	1
75	в самом деле	2	1
76	одно другим но	1	1
77	явления природы и	1	1
78	дойти до того	1	1
79	на две группы	1	1
80	на том основании	1	1
81	в которую не	1	1
82	из нее как	1	1
83	поэтического произведения есть	1	1
84	говорить и о	1	1
85	отношению к другим	1	1
86	далеко не всегда	1	1
87	примыкает к тому	1	1
88	собственно говоря и	1	1
89	том что язык	1	1
90	не в ее	1	1
91	связаны между собою	1	1
92	иметь в виду	1	1
93	которая связана с	1	1
94	быть может в	1	1
95	с этим словом	1	1
96	но мы должны	1	1
97	в отличие от	1	1
98	можно говорить о	1	1
99	est in intellectu	1	1
100	мы видим у	1	1
101	не только на	1	1
102	есть не что	2	1
103	то мы получим	1	1
104	выйти за пределы	1	1
105	так как все	1	1
106	в одном случае	1	1
107	все это заставляет	1	1
108	не мог бы	1	1
109	никоим образом не	1	1
110	все же есть	1	1
111	том основании что	1	1
112	сводятся к следующему	1	1
113	распадаются на две	1	1
114	она ни была	1	1
115	in intellectu quod	1	1
116	в чем же	1	1
117	там где она	1	1
118	и вместе с	1	1
119	с одним из	1	1
120	ко всем тайнам	1	1
121	несмотря на все	1	1
122	и эта особенность	1	1
123	сюда относятся все	1	1
124	и к тому	1	1
125	же самое слово	1	1
126	те же самые	1	1
127	ключ ко всем	1	1
128	но что же	1	1
129	и тем что	1	1
130	когда мы чувствуем	1	1
131	образом мы можем	1	1
132	очевидного положения что	1	1
133	в его понимании	1	1
134	художественного произведения и	1	1
135	больше и лучше	1	1
136	nihil est in	2	1
137	для него прежде	1	1
138	не может в	1	1
139	в сознании не	1	1
140	это и не	1	1
141	то не только	1	1
142	но в действительности	1	1
143	две группы во-первых	1	1
144	никто не думает	1	1
145	в разных местах	1	1
146	intellectu quod non	1	1
147	мы чувствуем что	1	1
148	точки зрения и	1	1
149	в природе не	1	1
150	потому что они	1	1
151	понимания явлений и	1	1
152	в виду что	1	1
153	нет и не	1	1
154	следует иметь в	1	1
155	равно и в	1	1
156	уже из того	1	1
157	может быть и	1	1
