N	2gram	Bakhtin_Fr	KulturaY
1	и в	67	84
2	в том	16	74
3	потому что	8	68
4	не только	23	60
5	точки зрения	7	59
6	в этом	27	57
7	было бы	5	53
8	и не	23	52
9	может быть	4	47
10	что в	14	44
11	том что	13	44
12	того чтобы	9	44
13	в самом	7	41
14	для того	8	41
15	у нас	3	38
16	хотя бы	2	37
17	самом деле	6	37
18	так как	16	36
19	с точки	5	36
20	в области	2	34
21	таким образом	20	33
22	а не	6	33
23	если бы	2	32
24	можно было	5	32
25	не в	8	30
26	и пр	1	30
27	в его	17	30
28	прежде всего	19	30
29	все же	7	29
30	не менее	4	28
31	того что	4	28
32	все эти	12	28
33	уже не	1	26
34	в языке	1	26
35	в силу	1	26
36	то что	9	25
37	вовсе не	19	25
38	не может	9	25
39	с другой	3	24
40	еще не	5	24
41	то же	18	23
42	с помощью	6	23
43	только в	6	23
44	так и	14	23
45	тем не	1	21
46	во всяком	1	20
47	и что	3	20
48	но и	23	20
49	тем что	3	19
50	о том	8	19
51	что он	7	19
52	зависимости от	1	19
53	но в	20	19
54	и с	18	18
55	с тем	3	18
56	к тому	4	18
57	в сущности	13	18
58	в качестве	5	18
59	связи с	7	18
60	между тем	3	18
61	вместе с	5	18
62	как бы	18	18
63	все это	15	18
64	в той	2	17
65	можно говорить	2	17
66	другой стороны	2	17
67	как это	5	17
68	что это	4	17
69	слова и	2	17
70	как раз	5	17
71	это не	5	17
72	в виду	2	16
73	в зависимости	1	16
74	что и	8	16
75	что не	4	16
76	тот же	4	16
77	ничего не	5	16
78	но не	6	16
79	при этом	5	15
80	именно в	5	15
81	в данном	4	15
82	как на	6	15
83	в нашем	3	15
84	не было	3	15
85	один из	6	15
86	по отношению	1	15
87	целый ряд	2	15
88	того как	1	15
89	а в	4	15
90	лишь в	3	15
91	в них	12	14
92	и на	12	14
93	сказать что	12	14
94	хотя и	6	14
95	в связи	5	14
96	сих пор	3	14
97	в ней	10	14
98	до сих	3	14
99	если мы	3	14
100	как мы	16	14
101	также и	11	14
102	отношению к	1	14
103	что она	4	13
104	между прочим	1	13
105	в этой	13	13
106	там где	10	13
107	не случайно	3	13
108	не могут	3	13
109	в которых	3	13
110	той же	6	13
111	это и	10	13
112	по существу	4	13
113	в пределах	2	13
114	и его	19	13
115	с этой	1	12
116	говорить о	5	12
117	в результате	5	12
118	того же	6	12
119	ясно что	1	12
120	этот вопрос	1	12
121	могут быть	1	12
122	тогда когда	3	12
123	как в	4	12
124	этого слова	1	12
125	в рамках	1	12
126	для этого	2	12
127	те же	1	11
128	должен быть	2	11
129	в своем	13	11
130	речи и	1	11
131	он не	9	11
132	в нем	20	11
133	и здесь	6	11
134	должна быть	1	11
135	и то	2	11
136	еще и	6	11
137	из этих	4	11
138	и если	3	11
139	этом отношении	7	11
140	уже в	1	11
141	в их	4	11
142	или иной	1	11
143	в особенности	7	10
144	в первом	3	10
145	как и	19	10
146	так же	13	10
147	конечно не	5	10
148	к этому	4	10
149	несмотря на	3	10
150	бы в	5	10
151	ту же	3	10
152	не просто	1	10
153	в общем	5	10
154	в то	17	10
155	вряд ли	1	10
156	после того	1	10
157	с этим	6	10
158	они не	5	10
159	бы и	2	10
160	на фоне	4	10
161	тем более	3	10
162	тех же	1	10
163	от того	3	10
164	что слово	1	9
165	в своей	6	9
166	можно сказать	4	9
167	что все	4	9
168	xix века	1	9
169	в которой	1	9
170	рядом с	6	9
171	здесь не	7	9
172	мы говорим	1	9
173	и есть	5	9
174	ни в	5	9
175	не имеет	4	9
176	подобного рода	2	9
177	но это	10	9
178	и для	4	9
179	дает нам	2	9
180	и вот	4	9
181	то мы	1	9
182	этого рода	3	9
183	а также	4	9
184	но уже	1	9
185	на то	2	9
186	в целом	2	9
187	своего рода	7	8
188	но все	2	8
189	что они	3	8
190	по преимуществу	2	8
191	с одной	2	8
192	это слово	1	8
193	тому же	5	8
194	в таком	2	8
195	тому что	1	8
196	в чем	6	8
197	смысл и	1	8
198	в своих	1	8
199	в тех	1	8
200	мы видели	11	8
201	а потому	2	8
202	был бы	1	8
203	заключается в	1	8
204	да и	2	8
205	только тогда	1	8
206	слов и	1	8
207	что я	1	8
208	с его	11	8
209	независимо от	3	8
210	на самом	8	8
211	и как	7	8
212	об этом	5	8
213	в частности	4	8
214	далеко не	6	8
215	и о	8	8
216	что на	3	8
217	же и	2	7
218	например в	6	7
219	а именно	2	7
220	казалось бы	2	7
221	всякого рода	3	7
222	в котором	3	7
223	в одном	7	7
224	свою очередь	1	7
225	на том	2	7
226	так сказать	2	7
227	а с	1	7
228	столь же	1	7
229	одной стороны	2	7
230	в процессе	1	7
231	с ним	6	7
232	никак не	3	7
233	но вот	1	7
234	с ними	1	7
235	и более	1	7
236	в свою	1	7
237	в истории	2	7
238	до конца	2	7
239	на этот	4	7
240	языка но	2	7
241	в самой	8	7
242	в поэзии	3	7
243	в г	2	7
244	и вовсе	3	7
245	есть в	5	7
246	нисколько не	4	7
247	не все	2	7
248	и потому	1	7
249	не знает	1	7
250	когда он	2	7
251	как он	3	7
252	даже в	5	6
253	в числе	1	6
254	в корне	2	6
255	в соответствии	1	6
256	только для	4	6
257	на этой	3	6
258	можно ли	1	6
259	вообще и	1	6
260	что именно	1	6
261	именно с	1	6
262	по поводу	5	6
263	на язык	1	6
264	мы знаем	1	6
265	в ее	2	6
266	не столько	5	6
267	и именно	1	6
268	от этого	2	6
269	той или	1	6
270	на этом	7	6
271	за пределы	4	6
272	его к	1	6
273	романа в	2	6
274	не на	1	6
275	если не	1	6
276	но только	1	6
277	перед нами	6	6
278	роль в	5	6
279	когда в	2	6
280	же время	14	6
281	в отличие	3	6
282	соответствии с	2	6
283	тем же	1	6
284	в свое	1	6
285	в себе	3	6
286	данном случае	4	6
287	мы не	6	6
288	что с	1	6
289	или в	3	6
290	то это	1	6
291	как будто	2	6
