N	2gram	Vygotskiy_	Myslijsy
1	потому что	40	182
2	и в	33	121
3	может быть	15	107
4	в том	44	103
5	то что	48	83
6	в слове	1	78
7	для нас	1	75
8	что в	33	73
9	и не	18	73
10	только в	21	72
11	не только	28	67
12	а не	14	67
13	таким образом	30	64
14	в этом	43	59
15	но и	14	59
16	том что	41	59
17	так как	20	59
18	то же	12	56
19	не в	10	54
20	если бы	13	53
21	в себе	4	53
22	по себе	8	52
23	не может	31	52
24	того что	34	47
25	в сознании	5	46
26	было бы	18	45
27	в нем	10	45
28	не есть	4	42
29	как и	13	42
30	так что	8	39
31	вместе с	9	39
32	что и	11	38
33	мы не	6	38
34	при этом	9	37
35	как в	7	37
36	так и	8	37
37	тогда когда	10	36
38	что мы	11	36
39	тем что	12	33
40	и что	18	32
41	по отношению	19	30
42	а в	5	30
43	что не	2	29
44	между тем	5	29
45	но не	13	29
46	вовсе не	2	28
47	мы можем	15	28
48	для него	9	28
49	есть только	1	28
50	с этим	9	27
51	что язык	1	27
52	могут быть	7	27
53	не было	1	26
54	независимо от	3	26
55	то и	2	26
56	отношению к	19	26
57	языка и	6	25
58	этого слова	3	25
59	в то	5	24
60	с тем	9	23
61	как бы	11	23
62	того как	6	23
63	от того	8	23
64	а потому	3	22
65	по мере	6	22
66	то это	2	22
67	с другой	11	22
68	не имеет	7	22
69	только тогда	5	22
70	но в	9	22
71	и потому	3	21
72	не менее	4	21
73	мысль о	1	20
74	в одном	3	20
75	это не	8	20
76	в ней	2	20
77	мысли и	7	19
78	и как	7	19
79	но это	4	19
80	в сознание	1	19
81	сказать что	18	19
82	с ним	6	19
83	того же	13	19
84	тем не	1	19
85	что это	1	19
86	и то	9	19
87	из этих	2	19
88	о том	13	19
89	тем самым	13	19
90	должно быть	10	19
91	есть не	3	19
92	в самом	10	18
93	для того	20	18
94	по поводу	3	18
95	в мысли	8	18
96	не могут	7	18
97	очевидно что	2	18
98	бы не	1	18
99	в каком	2	18
100	тогда как	3	18
101	что я	4	18
102	еще не	11	18
103	точки зрения	27	17
104	со стороны	3	17
105	слова и	3	17
106	что оно	9	17
107	уже в	4	17
108	в его	15	17
109	во всяком	4	17
110	слова в	3	17
111	не можем	2	17
112	только что	6	16
113	и на	11	16
114	к тому	14	16
115	так же	22	16
116	в своем	11	16
117	в которой	8	16
118	а только	8	16
119	в них	3	16
120	есть нечто	1	16
121	что если	6	16
122	на то	6	16
123	в этих	7	15
124	с одной	10	15
125	и тем	5	15
126	и по	5	15
127	что он	40	15
128	в свою	5	15
129	прежде всего	5	15
130	думать что	1	15
131	тому как	6	15
132	на деле	1	14
133	все же	5	14
134	в природе	1	14
135	в котором	2	14
136	в действительности	6	14
137	свою очередь	4	14
138	то в	7	14
139	связи с	9	14
140	так сказать	1	14
141	во всех	3	14
142	когда мы	4	14
143	столь же	5	14
144	там где	2	14
145	должны быть	2	14
146	сам по	1	14
147	в истории	3	14
148	мысли в	5	14
149	мы должны	13	14
150	само по	2	14
151	те же	6	13
152	например в	1	13
153	языка в	1	13
154	а между	1	13
155	как на	4	13
156	из них	6	13
157	что все	9	13
158	в смысле	3	13
159	и все	2	13
160	том смысле	1	13
161	зависит от	4	13
162	смысле этого	2	13
163	образом в	2	13
164	и может	4	13
165	значение слова	4	13
166	и его	6	13
167	от него	3	12
168	другой стороны	9	12
169	до сих	3	12
170	более или	1	12
171	это последнее	1	12
172	не то	5	12
173	никогда не	10	12
174	и при	4	12
175	хотя и	1	12
176	и вместе	1	12
177	в чем	10	12
178	под влиянием	4	12
179	сих пор	3	12
180	в каждом	1	12
181	оно не	2	12
182	все остальные	1	12
183	всяком случае	2	12
184	что же	2	12
185	относится к	3	12
186	друг друга	1	12
187	только потому	1	12
188	что такое	6	12
189	все это	2	12
190	возможно только	2	12
191	есть в	2	12
192	или менее	1	12
193	тем более	5	12
194	как мы	20	12
195	что на	2	12
196	все что	2	11
197	в первом	4	11
198	только для	2	11
199	которые мы	2	11
200	из себя	1	11
201	только на	3	11
202	и это	3	11
203	к нему	4	11
204	в состоянии	6	11
205	его в	6	11
206	и притом	2	11
207	подобно тому	6	11
208	для человека	1	11
209	в силу	14	11
210	речи и	8	11
211	мы видели	10	11
212	сами по	1	11
213	того чтобы	26	11
214	к ней	1	11
215	той же	7	11
216	со словом	1	11
217	что для	2	11
218	если не	3	11
219	к одному	4	11
220	и только	4	11
221	и их	4	11
222	же что	1	11
223	указывает на	3	11
224	же в	2	11
225	но тем	1	10
226	и с	7	10
227	хотя бы	5	10
228	одной стороны	10	10
229	одной и	3	10
230	что мысль	3	10
231	находится в	2	10
232	представить себе	2	10
233	мы видим	6	10
234	что при	4	10
235	это слово	3	10
236	и следовательно	7	10
237	в других	2	10
238	бы в	6	10
