N	2gram	Losev_Prob	Otkroven
1	у него	13	22
2	человеческой природы	1	20
3	у достоевского	4	19
4	и в	48	19
5	и не	29	13
6	но и	21	13
7	в этом	31	12
8	человека в	3	11
9	а не	7	11
10	не только	28	11
11	не в	16	11
12	может быть	11	11
13	вопрос о	2	10
14	человека и	4	10
15	и все	12	10
16	в нем	8	10
17	потому что	21	9
18	в человеке	1	9
19	прежде всего	15	9
20	не было	4	9
21	в самой	5	9
22	никогда не	7	9
23	и он	5	8
24	он был	5	8
25	нет ничего	3	7
26	от него	1	7
27	ни с	4	7
28	в его	19	7
29	ивана карамазова	1	7
30	он не	4	7
31	но он	5	7
32	до конца	4	7
33	человеческой личности	1	6
34	человеческой души	1	6
35	все это	8	6
36	великом инквизиторе	1	6
37	как и	10	6
38	о великом	2	6
39	в самом	7	5
40	достоевского и	1	5
41	в том	25	5
42	для него	2	5
43	в этой	14	5
44	а в	8	5
45	до самого	1	5
46	отношение к	3	5
47	в россии	2	5
48	то что	26	5
49	все в	3	4
50	что в	12	4
51	в преступлении	1	4
52	достоевского все	2	4
53	достоевского не	1	4
54	только и	9	4
55	того чтобы	3	4
56	не может	6	4
57	в идиоте	2	4
58	него и	2	4
59	что не	3	4
60	человек и	2	4
61	все эти	12	4
62	на земле	11	4
63	в легенде	1	4
64	и его	11	4
65	он сам	3	4
66	в романах	2	4
67	с его	3	4
68	достоевского есть	1	4
69	только одно	1	3
70	в русской	4	3
71	и от	7	3
72	все что	2	3
73	что человек	1	3
74	и вот	1	3
75	хотя бы	11	3
76	это не	8	3
77	для того	4	3
78	более всего	2	3
79	с ним	4	3
80	когда он	3	3
81	преступлении и	1	3
82	легенде о	1	3
83	в бесах	1	3
84	романах достоевского	1	3
85	и наказании	1	3
86	в этих	3	3
87	не могут	3	3
88	в своих	3	3
89	как бы	10	3
90	было бы	12	3
91	сердце в	1	3
92	могут быть	2	3
93	в себе	7	3
94	человек был	1	3
95	достоевского в	1	3
96	и есть	4	3
97	что он	12	3
98	никто не	1	3
99	человеческого духа	4	3
100	это было	2	3
101	и ее	2	3
102	о том	17	3
103	того что	8	3
104	к нему	3	3
105	еще не	4	3
106	свобода и	1	2
107	умирает в	1	2
108	всего в	1	2
109	человека к	1	2
110	и к	9	2
111	и потому	4	2
112	так и	15	2
113	что они	4	2
114	и то	6	2
115	заложенных в	1	2
116	но никогда	1	2
117	и против	1	2
118	в душе	1	2
119	все же	12	2
120	что у	6	2
121	никогда и	1	2
122	не могли	2	2
123	так как	10	2
124	и очень	3	2
125	за все	3	2
126	должно быть	1	2
127	даже и	11	2
128	погружается в	1	2
129	к ней	2	2
130	добром и	1	2
131	его не	3	2
132	для всякого	1	2
133	и ни	4	2
134	уже в	4	2
135	ничто не	1	2
136	любовь к	1	2
137	в другом	6	2
138	совсем не	4	2
139	личности и	1	2
140	и любовь	2	2
141	ничего кроме	1	2
142	так что	18	2
143	в своем	16	2
144	в этот	4	2
145	выше всего	1	2
146	с тем	7	2
147	и из	1	2
148	с которой	1	2
149	в которой	7	2
150	ее в	2	2
151	не все	3	2
152	и этим	1	2
153	одно из	2	2
154	что и	8	2
155	для человека	2	2
156	с богом	1	2
157	он вечно	1	2
158	россии в	2	2
159	у кого	2	2
160	в уста	1	2
161	можно ли	2	2
162	в истории	1	2
163	в единстве	1	2
164	ума и	1	2
165	рационализма и	3	2
166	его в	9	2
167	свободы и	4	2
168	должен был	2	2
169	чем в	1	2
170	ведь это	1	2
171	и с	10	2
172	он в	5	2
173	и о	9	2
174	природы и	2	2
175	сказать что	13	2
176	что для	2	2
177	тем что	2	2
178	него не	2	2
179	романов достоевского	1	2
180	легенда о	1	2
181	и на	9	2
182	в других	5	2
183	учение о	4	2
184	же можно	1	2
185	что все	1	2
186	ничего не	3	2
187	хотя и	10	2
188	не есть	3	2
189	в своей	29	2
190	момент в	1	2
191	все еще	4	2
192	жизни в	7	2
193	по себе	5	2
194	достоевского но	1	2
195	не имеет	3	2
196	о любви	1	2
197	к этому	2	2
198	ни у	1	2
199	и никогда	3	2
200	же это	1	2
201	том что	29	2
202	от человека	1	2
203	и душа	1	2
204	в глубину	1	2
205	и для	11	2
206	достоевского нет	1	2
207	в ее	6	2
208	своей жизни	1	2
209	но в	17	2
210	человека а	2	2
211	достоевский прежде	1	2
212	и нет	4	2
213	уже с	1	1
214	что было	1	1
215	науки о	1	1
216	во всем	5	1
217	братьях карамазовых	1	1
218	в каждом	2	1
219	и бессмертие	1	1
220	человеческом языке	1	1
221	братьев карамазовых	1	1
222	и весь	2	1
223	готов был	1	1
224	во всяком	7	1
225	кто хочет	1	1
226	не так	4	1
227	бросается в	3	1
228	ни к	2	1
229	видели в	1	1
230	все ли	1	1
231	и мрак	1	1
232	и интеллектуализма	1	1
233	совершенно не	1	1
234	то он	2	1
235	и оскорбленные	1	1
236	что делается	1	1
237	своем я	1	1
238	но оно	1	1
239	которой все	1	1
240	для его	1	1
241	а с	4	1
242	и самое	2	1
243	это конечно	2	1
244	все его	1	1
245	самой жизни	1	1
246	и человека	3	1
247	и других	1	1
248	и всякий	2	1
249	стремиться к	1	1
250	к другу	1	1
251	один из	2	1
252	как глубоко	1	1
253	в котором	5	1
254	и здесь	1	1
255	даже когда	1	1
256	по природе	1	1
257	виду не	1	1
258	этому но	1	1
259	а вовсе	1	1
260	разрушения и	1	1
261	после этого	1	1
262	после которого	1	1
263	с душой	1	1
264	и состоит	1	1
265	друг к	1	1
266	сам человек	2	1
267	он ни	1	1
268	тому кто	1	1
269	они и	2	1
270	же и	2	1
271	ней не	1	1
272	после того	3	1
273	каждом из	2	1
274	одним человеком	1	1
275	человека не	1	1
276	можно и	1	1
277	но о	2	1
278	того как	5	1
279	жизни а	1	1
280	раскольникова и	1	1
281	который всегда	1	1
282	свои фантастические	1	1
283	одно но	1	1
284	в братьях	1	1
285	его с	2	1
286	она не	1	1
