N	3gram	Trubetskoy	KulturaY
1	для того чтобы	7	38
2	с точки зрения	8	36
3	в том что	16	33
4	в самом деле	5	29
5	можно было бы	1	25
6	тем не менее	4	19
7	во всяком случае	2	19
8	то обстоятельство что	1	19
9	с другой стороны	4	17
10	в зависимости от	1	16
11	до сих пор	15	14
12	по отношению к	11	13
13	по крайней мере	1	13
14	в связи с	3	12
15	не может быть	4	11
16	о том что	4	10
17	вместе с тем	3	9
18	не в том	1	8
19	на самом деле	7	8
20	в этом случае	4	8
21	в том случае	4	7
22	до тех пор	1	7
23	а с другой	2	7
24	в свою очередь	2	7
25	только в том	1	7
26	с одной стороны	2	7
27	к тому же	5	6
28	то же время	2	6
29	только тогда когда	1	6
30	этой точки зрения	1	6
31	в то же	2	6
32	не говоря уже	1	6
33	говоря уже о	1	5
34	с этой точки	1	5
35	более или менее	8	5
36	в данном случае	3	5
37	но все же	2	5
38	что же касается	2	5
39	тем более что	1	5
40	как мы видели	1	5
41	хотя бы в	1	5
42	лишь в том	5	4
43	потому что как	1	4
44	что все эти	1	4
45	так или иначе	5	4
46	том что он	2	4
47	смысле этого слова	1	4
48	и того же	3	4
49	а в том	1	4
50	к тому что	1	4
51	состоит в том	1	4
52	одного и того	3	4
53	сих пор еще	1	4
54	в том и	2	4
55	на то что	7	4
56	заключается в том	3	4
57	только то что	2	4
58	точно так же	1	4
59	так же как	3	4
60	именно в том	1	4
61	в этой области	4	4
62	тот или иной	1	4
63	но для того	1	3
64	естественно поэтому что	3	3
65	совершенно ясно что	1	3
66	в конце концов	4	3
67	не трудно видеть	1	3
68	вместо того чтобы	1	3
69	о котором идет	5	3
70	тех случаях когда	1	3
71	того что в	1	3
72	точки зрения на	1	3
73	уже о том	1	3
74	в тех случаях	1	3
75	на точку зрения	1	3
76	в настоящее время	3	3
77	в то время	2	3
78	в лучшем случае	1	3
79	при этом что	2	3
80	принять во внимание	2	3
81	тем что она	1	3
82	том случае если	4	3
83	но с другой	1	3
84	в вопросе о	2	2
85	а может быть	1	2
86	рано или поздно	2	2
87	есть ничто иное	1	2
88	а следовательно и	2	2
89	котором идет речь	5	2
90	несмотря на то	2	2
91	и в другом	1	2
92	не забудем что	1	2
93	в том числе	1	2
94	друг от друга	6	2
95	в европе и	1	2
96	и то же	1	2
97	и если бы	1	2
98	мы знаем что	7	2
99	ничего общего с	2	2
100	иметь в виду	1	2
101	между тем как	1	2
102	но для этого	1	2
103	в научной литературе	1	2
104	каждый данный момент	3	2
105	хотя и не	1	2
106	на наших глазах	1	2
107	том что оно	1	2
108	бы то ни	3	2
109	из того что	1	2
110	не потому чтобы	1	2
111	для этой цели	1	2
112	и в том	2	2
113	ответить на вопрос	2	2
114	лишь тогда когда	2	2
115	а так как	1	2
116	в каждый данный	4	2
117	как мы знаем	1	2
118	в данный момент	1	2
119	что именно этот	1	2
120	с течением времени	4	2
121	том или ином	1	2
122	тем меньше чем	1	2
123	то что мы	1	2
124	и той же	1	2
125	по сравнению с	5	2
126	это действительно так	1	2
127	бы может быть	1	2
128	таким образом в	3	2
129	того чтобы быть	2	2
130	до некоторой степени	1	2
131	мы видели выше	1	2
132	в большей степени	1	2
133	может быть не	1	2
134	одной и той	1	2
135	мы не знаем	1	2
136	самом широком смысле	1	2
137	на то обстоятельство	1	2
138	в широком смысле	1	2
139	все же остается	1	2
140	и с этой	1	2
141	за последнее время	1	2
142	это потому что	1	2
143	в самом широком	1	2
144	идет речь в	1	2
145	может быть и	4	2
146	это имеет место	1	1
147	образом и на	1	1
148	представить себе как	1	1
149	потому что за	1	1
150	все то что	1	1
151	лет тому назад	1	1
152	о которой мы	2	1
153	говорить что в	1	1
154	ясно должно быть	1	1
155	то ни другое	1	1
156	ни то ни	1	1
157	для борьбы с	1	1
158	для этого необходимо	1	1
159	никак не может	1	1
160	почему вопрос о	1	1
161	от себя все	1	1
162	отношению к таким	1	1
163	случае если бы	2	1
164	может рассматриваться как	1	1
165	одна от другой	1	1
166	на том же	1	1
167	не в пользу	1	1
168	и в нашем	1	1
169	что это действительно	1	1
170	меньше чем в	1	1
171	которых идет речь	3	1
172	таким же образом	2	1
173	что в данном	1	1
174	они не могут	1	1
175	и все это	1	1
176	свидетельствует о том	1	1
177	из которых они	1	1
178	но и с	1	1
179	в сущности говорит	1	1
180	которые несмотря на	1	1
181	каждый раз когда	1	1
182	трудно видеть что	1	1
183	зависимости от них	1	1
184	и некоторые другие	1	1
185	именно в этой	1	1
186	широком смысле слова	1	1
187	именно потому что	2	1
188	того же явления	1	1
189	сообразно с этим	2	1
190	о которых идет	3	1
191	с ним все	1	1
192	то в результате	1	1
193	должны быть поставлены	1	1
194	в приложении к	1	1
195	что стоит на	1	1
196	на пути к	1	1
197	целом ряде случаев	1	1
198	в том или	1	1
199	в голову не	1	1
200	дать картину всей	1	1
201	вопрос этот требует	1	1
202	бы нам удалось	1	1
203	то ясно что	4	1
204	самом деле ведь	1	1
205	не только не	1	1
206	этот вопрос в	1	1
207	то ни было	3	1
208	также и то	1	1
209	которое на самом	1	1
210	несмотря на все	1	1
211	исходит из того	1	1
212	сомневаться не приходится	1	1
213	том что так	1	1
214	то же самое	1	1
215	мы говорили выше	6	1
216	по этому поводу	1	1
217	с тех пор	1	1
218	с тем как	1	1
219	в этом я	1	1
220	все эти понятия	1	1
221	все это конечно	1	1
222	в равной мере	1	1
223	и в голову	1	1
224	о том чтобы	2	1
225	же самое что	1	1
226	можно рассматривать как	1	1
227	и не может	1	1
228	в этом последнем	1	1
229	если бы нам	1	1
230	между собою в	1	1
231	тем вопрос о	1	1
232	и на тех	1	1
233	сводится к двум	1	1
234	говорить о них	1	1
235	есть не более	1	1
236	которой мы говорили	2	1
237	что это есть	1	1
238	производства таким образом	1	1
239	так и у	1	1
240	по происхождению и	1	1
241	мы находим в	1	1
242	том и в	1	1
243	который как мы	1	1
244	одним из самых	1	1
245	к тому времени	1	1
246	каждый из этих	2	1
247	не есть нечто	1	1
248	этом последнем случае	1	1
249	у нас с	1	1
250	в себе и	1	1
251	могут рассматриваться как	1	1
252	как и в	2	1
253	в целом ряде	3	1
254	к одному из	1	1
255	от друга в	1	1
256	естественно имеет место	1	1
257	может служить орудием	1	1
258	одна на другую	1	1
259	в целом есть	1	1
260	чтобы ответить на	1	1
261	в этих областях	2	1
262	и может быть	2	1
263	то время как	1	1
264	не будет уже	1	1
265	даже в области	1	1
266	указание на то	1	1
267	указаний на то	1	1
268	и с точки	1	1
269	дело в том	1	1
270	есть в этом	1	1
271	если же теперь	1	1
272	одно и то	1	1
273	и при том	1	1
274	последнее время я	1	1
275	приводит к тому	1	1
276	но все они	1	1
277	ничто иное как	1	1
278	если бы все	1	1
279	во всех этих	2	1
280	но в этой	1	1
281	которые могут быть	1	1
282	та или иная	1	1
283	так что в	1	1
284	между тем вопрос	1	1
285	с самого начала	1	1
286	при таких условиях	2	1
287	и то что	3	1
288	стоит в связи	1	1
289	так в самом	1	1
290	только в степени	3	1
291	на русском языке	1	1
292	не более как	2	1
293	что касается до	6	1
294	же касается до	2	1
295	таким образом хотя	1	1
296	ясно что и	1	1
297	дело идет об	1	1
298	и все же	1	1
299	как мы сказали	1	1
300	по его мнению	1	1
301	самом деле есть	1	1
302	можно встретить и	1	1
303	никто и не	1	1
304	что тот или	1	1
305	в том виде	2	1
306	то увидим что	1	1
307	то это потому	1	1
308	если мы будем	1	1
309	из которых каждый	1	1
310	между прочим в	1	1
311	зависимости от среды	1	1
312	если мы возьмем	1	1
313	и так как	1	1
314	что несмотря на	2	1
315	в другом случае	1	1
316	случаев в которых	1	1
317	это было бы	1	1
