N	3gram	Medvedev_V	DiskursI
1	в том что	5	28
2	по отношению к	7	17
3	с одной стороны	2	14
4	не может быть	8	12
5	в данном случае	1	12
6	то же время	5	10
7	той или иной	1	10
8	о том что	3	9
9	в то же	5	8
10	в этом отношении	14	8
11	в конечном счете	5	6
12	в соответствии с	1	6
13	к тому же	1	6
14	по крайней мере	2	6
15	быть определена как	1	6
16	может быть определена	1	6
17	одной стороны и	2	5
18	то же самое	1	5
19	с другой стороны	8	5
20	в свою очередь	1	5
21	и может быть	1	5
22	не только в	2	5
23	подобно тому как	3	5
24	не было в	2	4
25	можно сказать что	4	4
26	не в том	2	4
27	в частности в	2	4
28	и не может	2	4
29	в этом случае	1	4
30	тот или иной	1	4
31	как будто бы	1	3
32	говоря уже о	1	3
33	в том числе	2	3
34	более или менее	6	3
35	и то же	1	3
36	того или иного	1	3
37	в том случае	1	3
38	по аналогии с	1	3
39	том числе и	2	3
40	мы имеем дело	1	3
41	не говоря уже	1	3
42	одно и то	1	3
43	во всяком случае	2	3
44	также и в	2	3
45	следует понимать как	2	2
46	все то что	1	2
47	заключает в себе	1	2
48	сами по себе	1	2
49	далеко не всегда	1	2
50	большей или меньшей	3	2
51	если можно так	1	2
52	и в то	3	2
53	что в них	1	2
54	а в том	1	2
55	в целом и	1	2
56	лицом к лицу	1	2
57	точки зрения на	1	2
58	в новое время	1	2
59	а не только	1	2
60	можно так выразиться	1	2
61	в одном из	4	2
62	не удивительно что	3	2
63	но и в	1	2
64	в том чтобы	2	2
65	только то что	2	2
66	можно определить как	2	2
67	все же не	1	2
68	только в том	2	2
69	каждый из них	1	2
70	ни одна из	1	2
71	как и все	1	2
72	может быть признана	1	2
73	том случае если	1	2
74	человека в футляре	1	1
75	что он не	1	1
76	никак не могут	1	1
77	в той или	1	1
78	в области художественного	1	1
79	с которого начинается	1	1
80	о том как	3	1
81	в применении к	1	1
82	произведения как целого	3	1
83	в этом смысле	1	1
84	по сравнению с	1	1
85	которых можно было	1	1
86	и в другом	2	1
87	с большей или	1	1
88	во всех его	2	1
89	то или иное	1	1
90	в более поздних	1	1
91	или иной мере	1	1
92	хотя бы и	5	1
93	дело не в	1	1
94	следует иметь в	2	1
95	с реальной действительностью	1	1
96	в которых она	1	1
97	так и от	2	1
98	в самом деле	1	1
99	для того чтобы	3	1
100	не имеющих нужды	1	1
101	у него в	1	1
102	некоторые из них	1	1
103	человека а не	1	1
104	единственно верное решение	1	1
105	говорит о том	1	1
106	в таком случае	1	1
107	так или иначе	1	1
108	а порой и	1	1
109	до сих пор	2	1
110	словесного выражения все	1	1
111	иметь в виду	2	1
112	для правильного понимания	1	1
113	выражения все это	1	1
114	может быть сведена	1	1
115	тех или иных	1	1
116	а потому и	1	1
117	примером может служить	1	1
118	в том или	1	1
119	даже и в	1	1
120	что они не	1	1
121	в частности из	1	1
122	в основном по	1	1
123	многих из них	1	1
124	одним из наиболее	1	1
125	не может не	2	1
126	и в прозе	1	1
127	в связи с	4	1
128	тому что автор	1	1
129	но все же	1	1
130	не случайно и	1	1
131	в другом месте	2	1
132	и в качестве	1	1
133	одном и том	2	1
134	говорит об этом	1	1
135	проявляется не только	1	1
136	идей и образов	2	1
137	с работой над	2	1
138	в силу его	1	1
139	это то что	1	1
140	и не быть	1	1
141	или меньшей степени	2	1
142	можно утверждать что	4	1
143	здесь можно говорить	1	1
144	лирических стихотворений и	1	1
145	вместе с тем	4	1
146	и том же	2	1
147	равно как и	4	1
148	при всем своем	1	1
149	о льве толстом	1	1
150	в этом заключается	1	1
151	на то что	1	1
152	в творческой практике	3	1
153	к работе над	2	1
154	в этом же	1	1
155	его таким образом	1	1
156	но она не	1	1
157	не заметить что	1	1
158	в которой он	1	1
159	том или ином	1	1
160	об одном и	1	1
161	ту или иную	1	1
162	то что в	1	1
163	может быть в	1	1
164	быть сведена к	1	1
165	в результате этого	1	1
166	и тем более	1	1
167	в стихах и	1	1
168	в большей или	2	1
169	хотя и не	1	1
170	он говорит и	1	1
171	в противном случае	2	1
172	прежде всего следует	1	1
173	что ни один	1	1
174	другой стороны в	1	1
175	именно в этом	1	1
176	роль в этом	1	1
177	то все же	1	1
178	что во всех	1	1
179	том что и	1	1
180	можно было бы	2	1
181	не подлежит сомнению	1	1
182	творчества между тем	1	1
183	есть то что	1	1
184	во всех этих	2	1
185	именно в том	1	1
186	а не по	1	1
187	своего развития в	1	1
188	наиболее существенные моменты	1	1
189	не могут быть	4	1
190	с другой в	1	1
191	та или иная	3	1
192	как рассказ о	1	1
193	одна из них	1	1
194	это и есть	3	1
195	оно может быть	1	1
196	в виду что	1	1
197	нет и не	1	1
198	к этому же	1	1
199	в своем творчестве	3	1
200	имеем дело с	1	1
201	после того как	2	1
