N	3gram	Propp_Isto	Mirosoze
1	не может быть	6	28
2	в том что	4	9
3	а не в	1	9
4	это и есть	1	9
5	для того чтобы	3	7
6	в этом он	1	6
7	вместе с тем	7	6
8	о том что	5	6
9	до сих пор	7	5
10	и вместе с	3	5
11	что и в	3	5
12	но и в	2	5
13	мы увидим что	1	5
14	после того как	4	5
15	может быть и	1	5
16	что он не	1	4
17	по отношению к	2	4
18	потому что в	1	4
19	не мог бы	1	4
20	знаете ли вы	1	4
21	в свою противоположность	2	4
22	от того что	1	4
23	на то что	3	4
24	в то время	3	4
25	не что иное	1	4
26	потому что он	5	4
27	то время как	3	4
28	у него нет	1	4
29	что иное как	1	4
30	как будто бы	1	3
31	и он же	1	3
32	он живет в	2	3
33	есть не что	1	3
34	а не только	1	3
35	но это не	2	3
36	и потому не	1	3
37	так как он	2	3
38	по сравнению с	1	3
39	это значит что	2	3
40	как и все	1	3
41	так же как	10	3
42	в нем самом	1	3
43	же как и	4	3
44	с тем что	1	3
45	во всяком случае	1	3
46	как и в	4	3
47	у него есть	1	2
48	в ином мире	2	2
49	смысле этого слова	1	2
50	не только в	2	2
51	и на этом	1	2
52	он не может	2	2
53	смысле в каком	1	2
54	она связана с	1	2
55	и во всем	1	2
56	это означает что	1	2
57	и те же	1	2
58	он не только	1	2
59	в том смысле	2	2
60	в себе и	1	2
61	тем что он	3	2
62	что в нем	1	2
63	подобно тому как	2	2
64	не могут быть	1	2
65	т е в	6	2
66	она не имеет	1	2
67	в иной мир	11	2
68	в тот момент	1	1
69	он думает что	1	1
70	не потому ли	2	1
71	том смысле что	1	1
72	он живет на	1	1
73	на том что	3	1
74	он доходит до	1	1
75	что есть на	1	1
76	одни и те	1	1
77	то что образ	1	1
78	и по своим	1	1
79	в самом деле	1	1
80	указывает на то	1	1
81	что все это	1	1
82	все еще не	1	1
83	который может быть	1	1
84	иной мир но	1	1
85	но и он	1	1
86	друг на друга	1	1
87	каждый раз когда	1	1
88	что у него	2	1
89	во многих отношениях	1	1
90	сам по себе	1	1
91	не в том	2	1
92	друг с другом	2	1
93	в других местах	2	1
94	не потому что	2	1
95	на свою родину	1	1
96	то же что	1	1
97	интересно что в	3	1
98	у него было	1	1
99	речь идет о	1	1
100	в зависимости от	1	1
101	должны быть признаны	1	1
102	в землю и	1	1
103	связывает его с	1	1
104	и тем самым	2	1
105	все же и	1	1
106	в отличие от	1	1
107	мира и не	1	1
108	тех случаях когда	1	1
109	и в других	1	1
110	мы видим уже	1	1
111	может быть названа	1	1
112	был ввергнут в	1	1
113	на наших глазах	1	1
114	несмотря на все	1	1
115	они были не	1	1
116	должен быть признан	1	1
117	доступ к этим	1	1
118	с другой стороны	10	1
119	только тогда когда	2	1
120	с этим связана	1	1
121	не всегда был	1	1
122	но не было	1	1
123	но так как	3	1
124	и в том	1	1
125	его в своем	1	1
126	в тех случаях	1	1
127	в чистом виде	1	1
128	народов всего мира	1	1
129	сих пор не	1	1
130	и не могу	1	1
131	они идут на	1	1
132	которые не могут	1	1
133	не только для	1	1
134	мы видим в	2	1
135	очень интересно что	1	1
136	что случилось с	1	1
137	с точки зрения	1	1
138	и с изображением	1	1
139	а иногда и	2	1
140	в ту же	1	1
141	как он в	1	1
142	в иных случаях	1	1
143	потому что мы	1	1
144	приводит нас к	5	1
145	и на ней	1	1
146	в то же	1	1
147	говорит о нем	1	1
148	мы не знали	1	1
149	в них не	1	1
150	на все запросы	1	1
151	что и у	1	1
152	то же время	1	1
153	между двумя мирами	7	1
154	на самом деле	1	1
155	отражается и в	1	1
156	не означает что	1	1
157	для него человек	1	1
158	и не хотел	1	1
159	они не имеют	1	1
160	в нем было	1	1
161	она все же	1	1
162	так как они	1	1
163	том смысле в	1	1
164	только потому что	1	1
165	мы имеем в	2	1
166	во всех этих	2	1
167	для него с	1	1
168	не сам по	1	1
169	всего мира и	1	1
170	то мы имеем	1	1
171	указывают на то	1	1
172	он не мог	1	1
173	хотя бы в	1	1
174	все что есть	1	1
175	но это уже	1	1
176	это приводит нас	3	1
177	другого человека убивает	1	1
178	момент когда он	1	1
179	того как человек	1	1
180	в нем и	3	1
181	с одной стороны	7	1
182	служить не только	1	1
183	более чем в	1	1
184	это было бы	1	1
185	что он один	1	1
