N	2gram	Bakhtin_Pr	Komedia
1	и в	59	77
2	и не	66	47
3	в том	17	44
4	том что	15	42
5	о том	5	33
6	едва ли	1	32
7	но и	22	32
8	может быть	38	30
9	из них	8	29
10	таким образом	22	29
11	в то	15	28
12	и его	21	28
13	в этом	40	27
14	потому что	20	27
15	что он	16	26
16	к тому	1	26
17	не только	26	25
18	вместе с	2	25
19	так как	11	24
20	как и	21	23
21	ни в	5	23
22	что в	14	23
23	в самом	19	22
24	что и	10	22
25	если бы	12	22
26	то же	15	21
27	ясно что	1	21
28	в конце	9	21
29	так и	13	21
30	а в	9	21
31	в его	44	20
32	к этому	6	19
33	со стороны	6	19
34	в этой	5	18
35	тем что	5	17
36	же время	10	17
37	в нем	38	17
38	и здесь	5	17
39	еще не	11	17
40	при этом	5	16
41	все же	9	16
42	не менее	3	16
43	у него	9	16
44	сих пор	3	16
45	он не	11	16
46	и сам	5	16
47	до сих	3	16
48	тот же	4	16
49	не в	10	15
50	в своем	12	15
51	точки зрения	36	15
52	его в	6	15
53	в которой	6	15
54	на себя	3	15
55	между тем	5	15
56	один из	4	15
57	и на	15	15
58	было бы	10	15
59	прежде всего	17	15
60	и с	10	14
61	на протяжении	3	14
62	к нему	13	14
63	iii в	1	14
64	в свою	1	14
65	все это	12	14
66	об этом	4	14
67	только что	3	13
68	самом деле	9	13
69	в них	5	13
70	в одном	14	13
71	что она	6	13
72	того же	1	13
73	как раз	9	13
74	мы можем	3	13
75	так что	3	13
76	то что	21	13
77	того чтобы	5	13
78	но в	7	13
79	в котором	6	12
80	для того	3	12
81	так же	10	12
82	с другой	3	12
83	несмотря на	7	12
84	хотя и	1	12
85	в качестве	1	12
86	как это	2	12
87	из которых	3	12
88	как в	10	12
89	уже в	9	12
90	в истории	3	12
91	не по	3	12
92	нового времени	4	12
93	в начале	3	12
94	не может	31	12
95	но не	13	12
96	и даже	4	11
97	по отношению	17	11
98	наряду с	1	11
99	с ним	13	11
100	то время	3	11
101	как мы	10	11
102	на этот	2	11
103	и для	5	11
104	в их	5	11
105	в частности	2	11
106	к ней	1	11
107	с этим	2	10
108	на него	4	10
109	с одной	1	10
110	к себе	2	10
111	в чем	2	10
112	как бы	40	10
113	и что	2	10
114	в отношении	3	10
115	и все	4	10
116	одной из	1	10
117	с его	14	10
118	ничего не	8	10
119	хоть и	3	10
120	мы не	3	10
121	на его	7	10
122	тем более	2	10
123	что касается	1	10
124	еще в	1	10
125	отношение к	4	10
126	же в	3	10
127	в целом	8	10
128	все что	6	9
129	но все	8	9
130	в своей	17	9
131	говорить о	3	9
132	и еще	2	9
133	тому что	3	9
134	время как	2	9
135	только в	15	9
136	друг друга	10	9
137	в тех	1	9
138	даже не	1	9
139	и по	4	9
140	независимо от	1	9
141	из его	4	9
142	в образе	4	9
143	однако в	2	9
144	ответ на	2	9
145	того как	1	9
146	вовсе не	13	9
147	отличие от	3	9
148	в ней	8	9
149	и особенно	2	9
150	отношению к	17	9
151	с этой	1	8
152	другой стороны	3	8
153	что ни	1	8
154	то это	1	8
155	по поводу	2	8
156	что у	5	8
157	такого рода	1	8
158	не было	5	8
