N	3gram	Bakhtin_Fr	Stilisti
1	в то же	14	9
2	для того чтобы	8	7
3	в зависимости от	1	7
4	то же время	14	7
5	с точки зрения	5	5
6	одно и то	1	5
7	и то же	1	5
8	в свою очередь	1	4
9	той или иной	1	4
10	и той же	1	4
11	одной и той	1	4
12	с самого начала	3	4
13	то же самое	3	4
14	но и в	3	3
15	как мы уже	6	3
16	на самом деле	4	3
17	в конце концов	1	3
18	как мы видели	4	3
19	не только в	1	3
20	и т.п и	1	3
21	как бы в	2	3
22	мы видели что	2	2
23	в самом деле	2	2
24	есть не что	1	2
25	все то что	5	2
26	в так называемой	1	2
27	вместе с тем	2	2
28	и том же	1	2
29	мы видим что	2	2
30	не может быть	4	2
31	по отношению к	1	2
32	о том что	5	2
33	происходит как бы	2	2
34	можно сказать что	4	2
35	и как бы	2	2
36	связи с этим	3	2
37	то же слово	1	2
38	одном и том	1	2
39	не что иное	1	2
40	но в то	6	2
41	с тем и	1	2
42	и в то	3	2
43	как мы увидим	1	2
44	и в основе	1	2
45	на первый взгляд	1	2
46	в связи с	5	2
47	что иное как	1	2
48	и т.п но	1	2
49	в разных местах	2	2
50	в этом отношении	7	2
51	в значительной степени	1	2
52	на лице и	1	1
53	роль и в	2	1
54	так и от	1	1
55	в том что	8	1
56	только благодаря этому	1	1
57	так и всего	1	1
58	это как бы	1	1
59	были связаны с	1	1
60	мы уже знаем	1	1
61	но вместе с	1	1
62	и в наши	1	1
63	хлеб и вино	3	1
64	в конечном счете	1	1
65	все связанное с	1	1
66	в беседе с	1	1
67	не мог он	2	1
68	какую громадную роль	1	1
69	и никак не	1	1
70	в большинстве случаев	5	1
71	того чтобы не	1	1
72	точку зрения на	3	1
73	и в особенности	1	1
74	наконец и это	1	1
75	из них были	1	1
76	в другом месте	3	1
77	до наших дней	1	1
78	это связано с	1	1
79	как и в	1	1
80	теперь мы можем	1	1
81	во время своего	1	1
82	и во всех	3	1
83	тем не менее	1	1
84	еще говорить в	1	1
85	в одном и	1	1
86	борьбы человека с	1	1
87	то мы сразу	1	1
88	по ту сторону	1	1
89	мы не поймем	1	1
90	об этом мы	1	1
91	более или менее	2	1
92	независимо от того	1	1
93	таким образом в	3	1
94	на этот вопрос	1	1
95	и та же	1	1
96	одного и того	1	1
97	и к тому	1	1
98	из многочисленных форм	1	1
99	не будет уже	1	1
100	как это ни	1	1
101	всего сказанного нами	2	1
102	эту тему в	1	1
103	до сих пор	3	1
104	именно потому что	1	1
105	в разговоре с	1	1
106	у нас есть	1	1
107	но и вообще	1	1
108	же время и	1	1
109	своей жизни и	1	1
110	прежде всего мы	1	1
111	о чем он	1	1
112	для него почти	1	1
113	здесь нет и	1	1
114	все сказанное нами	1	1
115	к одной и	1	1
116	выражений заимствованных из	1	1
117	вполне понятно что	1	1
118	у нас на	1	1
119	не только о	1	1
120	хотя бы в	2	1
121	и того же	1	1
122	и не могут	2	1
123	влияние и на	1	1
124	в своей жизни	1	1
125	если не будем	1	1
126	одна и та	1	1
127	как раз и	1	1
128	в скрытой форме	1	1
129	от страха и	2	1
130	он должен будет	1	1
131	не нуждается в	2	1
132	в нашем смысле	1	1
133	с другой стороны	2	1
134	сказать что вся	1	1
135	и т.п как	1	1
136	только тогда когда	1	1
137	это прежде всего	1	1
138	в виду что	1	1
139	нет и не	1	1
140	т.п то есть	1	1
141	нужно отметить что	3	1
142	можно было бы	2	1
143	и т.п то	1	1
144	мы не можем	1	1
145	теми или иными	1	1
146	и не может	1	1
147	если мы будем	1	1
