N	4gram	Tiupa_Vved	Analitik
1	в то же время	4	14
2	состоит в том что	1	7
3	не что иное как	1	6
4	одного и того же	1	6
5	в той или иной	1	5
6	мы имеем дело с	4	5
7	и не может быть	1	4
8	с той или иной	1	4
9	во времени и пространстве	1	4
10	в том или ином	1	4
11	субъекта объекта и адресата	1	3
12	дело в том что	1	3
13	одной и той же	1	3
14	вы счастливы в игре	1	3
15	той мере в какой	2	2
16	мысль о том что	1	2
17	имеет в своем составе	1	2
18	в той мере в	2	2
19	в поле зрения читателя	1	2
20	который в свою очередь	1	2
21	да к тому же	1	2
22	как уже говорилось выше	1	2
23	в войне и мире	2	2
24	одних и тех же	1	2
25	один и тот же	1	2
26	исходя из того что	1	2
27	не следует смешивать с	1	2
28	одно и то же	1	2
29	и того и другого	1	2
30	но в то же	1	2
31	к тому же в	1	2
32	то же время они	1	2
33	представляет собой своего рода	1	1
34	одна и та же	1	1
35	в свою очередь членится	1	1
36	или менее насыщенный деталями	1	1
37	оно живет в готовом	1	1
38	не было и не	1	1
39	ощущаться завершенная и строго	1	1
40	ракурс видения в частности	1	1
41	и в этом случае	1	1
42	точке соприкосновения разных сознаний	1	1
43	в осмысленном и конкретном	1	1
44	и особенно в конце	1	1
45	фразы устанавливает задаваемый читателю	1	1
46	собой не что иное	1	1
47	особенно в конце фразы	1	1
48	такого кадра входит лишь	1	1
49	том что одно и	1	1
50	рассказывания в этом последнем	1	1
51	последнем мы и сами	1	1
52	его поступки только раскрывают	1	1
53	самая тривиальная в общеязыковом	1	1
54	перед нами два события	1	1
55	сами участвуем как слушатели-читатели	1	1
56	есть на самом деле	1	1
57	живет в готовом стабильно	1	1
58	и событие самого рассказывания	1	1
59	свою очередь членится на	1	1
60	восприятия в каждый малый	1	1
61	входит лишь поименованное в	1	1
62	умирающего и воскресающего бога	1	1
63	в готовом стабильно дифференцированном	1	1
64	строго отграниченная система смыслов	1	1
65	все что может или	1	1
66	котором рассказано в произведении	1	1
67	слияние пространственных и временных	1	1
68	произведении и событие самого	1	1
69	индивида и его поступки	1	1
70	местоположением семантических единиц текста	1	1
71	единиц текста в начале	1	1
72	место слияние пространственных и	1	1
73	отрезок времени в поле	1	1
74	или пожелает представить себе	1	1
75	видения в частности специфика	1	1
76	невместима в пределы одного	1	1
77	в начале и особенно	1	1
78	в том смысле что	1	1
79	возможностей речи такова что	1	1
80	геннепа и в тэрнера	1	1
81	обратим внимание на то	1	1
82	и строго отграниченная система	1	1
83	в той же мере	1	1
84	или движется один отдельный	1	1
85	без меня не мог	1	1
86	деталями кадр внутреннего зрения	1	1
87	читателю ракурс видения в	1	1
88	к тому или иному	1	1
89	может или пожелает представить	1	1
90	как по анфиладе комнат	1	1
91	временных примет в осмысленном	1	1
92	только раскрывают содержание судьбы	1	1
93	тривиальная в общеязыковом отношении	1	1
94	самое следует сказать и	1	1
95	частности специфика кадропорождающих возможностей	1	1
96	автором в кадры повествования	1	1
97	не отделен от своей	1	1
98	в том что одно	1	1
99	как будто он без	1	1
100	задаваемый читателю ракурс видения	1	1
101	завершенная и строго отграниченная	1	1
102	своей судьбы они едины	1	1
103	войне и мире толстого	1	1
104	в кадры повествования а	1	1
105	едины судьба выражает внеличную	1	1
106	и не сводится к	1	1
107	и его поступки только	1	1
108	в данном случае это	3	1
109	кадры повествования а читателем	1	1
110	что одно и то	1	1
111	встречи креативного и рецептивного	1	1
112	зрения читателя находится или	1	1
113	произведение в его событийной	1	1
114	находится или движется один	1	1
115	может быть сведена к	1	1
116	осмысленном и конкретном целом	1	1
117	сколько в том что	1	1
118	один отдельный кадр повествования	1	1
119	в науке о литературе	1	1
120	и сами участвуем как	1	1
121	внимание на то что	1	1
122	состав такого кадра входит	1	1
123	этнографии терминологией а ван	1	1
124	будто он без меня	1	1
125	меня не мог найти	1	1
126	свидетельствует о том что	1	1
127	терминологией а ван геннепа	1	1
128	в принципе не может	1	1
129	следует сказать и о	1	1
130	места времени и действия	1	1
131	специфика кадропорождающих возможностей речи	1	1
132	речи такова что крупный	1	1
133	кадров внутреннего зрения и	1	1
134	вводятся автором в кадры	1	1
135	он без меня не	1	1
136	даже самая тривиальная в	1	1
137	они едины судьба выражает	1	1
138	этом последнем мы и	1	1
139	в нем звучит один	1	1
140	времени в поле зрения	1	1
141	даже не столько в	1	1
142	лишь поименованное в тексте	1	1
143	движется один отдельный кадр	1	1
144	устанавливает задаваемый читателю ракурс	1	1
145	поле зрения читателя находится	1	1
146	в самом деле не	1	1
147	каждый малый отрезок времени	1	1
148	при таком взгляде на	1	1
149	самого рассказывания в этом	1	1
150	кадры читательского восприятия в	1	1
151	в том числе и	1	1
152	в каждый малый отрезок	1	1
153	состоит в том чтобы	1	1
154	а не все что	2	1
155	креативного и рецептивного сознаний	1	1
156	малый отрезок времени в	1	1
157	состояла в том чтобы	1	1
158	мы и сами участвуем	1	1
159	в основе своей обнаруживает	1	1
160	не столько в том	1	1
161	текста так и не	1	1
162	читательского восприятия в каждый	1	1
163	ван геннепа и в	1	1
164	ни одна из них	1	1
165	может быть определена как	1	1
166	примет в осмысленном и	1	1
167	пребывания в стране мертвых	1	1
168	насыщенный деталями кадр внутреннего	1	1
169	поименованное в тексте а	1	1
170	как более или менее	1	1
171	столько в том что	1	1
172	в этнографии терминологией а	1	1
173	в частности специфика кадропорождающих	1	1
174	нем звучит один голос	1	1
175	в точке соприкосновения разных	1	1
176	кадропорождающих возможностей речи такова	1	1
177	единства фразы устанавливает задаваемый	1	1
178	судьбы они едины судьба	1	1
179	не тот кто говорит	1	1
180	своего рода ключ к	1	1
181	менее насыщенный деталями кадр	1	1
182	во встрече с другим	1	1
183	принципиально невместима в пределы	1	1
184	рассказано в произведении и	1	1
185	сторону индивида и его	1	1
186	же мере как и	1	1
187	выражает внеличную сторону индивида	1	1
188	как раз в том	1	1
189	имеет место слияние пространственных	1	1
190	в этом последнем мы	1	1
191	рождается в точке соприкосновения	1	1
192	последовательно вводятся автором в	1	1
193	готовом стабильно дифференцированном и	1	1
194	мог найти удобного случая	1	1
195	судьба выражает внеличную сторону	1	1
196	создается местоположением семантических единиц	1	1
197	не следует забывать что	1	1
198	не мог найти удобного	1	1
199	он не тот кто	1	1
200	одна из них не	1	1
201	начале и особенно в	1	1
202	дифференцированном и оцененном мире	1	1
203	в пределы одного сознания	1	1
204	дело не только в	1	1
205	расположение деталей в пределах	1	1
206	тем не менее не	1	1
207	может ощущаться завершенная и	1	1
208	однако в отличие от	1	1
209	в его событийной полноте	1	1
210	раз в том что	1	1
211	и временных примет в	1	1
212	в том же году	1	1
213	внеличную сторону индивида и	1	1
214	кадрового единства фразы устанавливает	1	1
215	семантических единиц текста в	1	1
216	деталей в пределах кадрового	1	1
217	не все что может	1	1
218	представляет собой не что	1	1
219	в произведении и событие	1	1
220	более или менее насыщенный	1	1
221	пространственных и временных примет	1	1
222	слова в соответствии с	1	1
223	что может или пожелает	1	1
224	отделен от своей судьбы	1	1
225	в кадры читательского восприятия	1	1
226	такова что крупный план	1	1
227	тексте а не все	1	1
228	о котором рассказано в	1	1
229	и рождается в точке	1	1
230	текста в начале и	1	1
231	событие самого рассказывания в	1	1
232	в отличие от знания	1	1
233	в контексте художественного целого	1	1
234	не в том что	2	1
235	в конечном счете к	1	1
236	бахтин может ощущаться завершенная	1	1
237	поступки только раскрывают содержание	1	1
238	в пределах кадрового единства	1	1
239	однако не следует забывать	1	1
240	кадра входит лишь поименованное	1	1
241	в тексте а не	1	1
242	читателя находится или движется	1	1
243	от своей судьбы они	1	1
244	а ван геннепа и	1	1
245	пределах кадрового единства фразы	1	1
246	в науках о природе	1	1
247	событие о котором рассказано	1	1
248	стабильно дифференцированном и оцененном	1	1
