N	2gram	Bakhtin_Fr	KulturaY
1	и т	1	143
2	и в	68	84
3	в том	12	74
4	потому что	3	68
5	не только	21	60
6	точки зрения	8	59
7	в этом	28	57
8	было бы	4	53
9	и не	25	52
10	может быть	10	47
11	что в	14	44
12	том что	6	44
13	того чтобы	6	44
14	в самом	6	41
15	для того	5	41
16	у нас	4	38
17	хотя бы	2	37
18	самом деле	5	37
19	так как	7	36
20	с точки	4	36
21	в области	5	34
22	таким образом	22	33
23	а не	6	33
24	если бы	3	32
25	можно было	3	32
26	не в	2	30
27	в его	21	30
28	прежде всего	23	30
29	все же	6	29
30	не менее	2	28
31	того что	3	28
32	все эти	16	28
33	уже не	2	26
34	в языке	2	26
35	то что	11	25
36	вовсе не	18	25
37	не может	5	25
38	с другой	8	24
39	еще не	3	24
40	то же	14	23
41	с помощью	5	23
42	только в	9	23
43	так и	8	23
44	по себе	1	20
45	во всяком	2	20
46	и что	2	20
47	но и	17	20
48	тем что	6	19
49	о том	5	19
50	речи в	1	19
51	что он	7	19
52	языка и	1	19
53	всяком случае	2	19
54	но в	20	19
55	и с	15	18
56	с тем	1	18
57	в сущности	15	18
58	в качестве	2	18
59	связи с	8	18
60	между тем	3	18
61	вместе с	4	18
62	как бы	7	18
63	все это	6	18
64	в той	7	17
65	другой стороны	5	17
66	как это	1	17
67	что это	4	17
68	слова и	3	17
69	о языке	1	17
70	как раз	8	17
71	это не	5	17
72	в виду	8	16
73	что и	3	16
74	что не	1	16
75	тот же	4	16
76	ничего не	4	16
77	но не	4	16
78	при этом	5	15
79	именно в	5	15
80	в данном	5	15
81	как на	3	15
82	в нашем	5	15
83	том чтобы	1	15
84	не было	7	15
85	и тем	1	15
86	один из	9	15
87	по отношению	3	15
88	ни к	1	15
89	того как	1	15
90	а в	3	15
91	лишь в	3	15
92	должно быть	1	15
93	в них	19	14
94	и на	16	14
95	сказать что	3	14
96	хотя и	2	14
97	что такое	1	14
98	в связи	7	14
99	сих пор	6	14
100	в ней	6	14
101	до сих	6	14
102	как мы	18	14
103	мы имеем	2	14
104	также и	6	14
105	отношению к	2	14
106	между прочим	1	13
107	в этой	15	13
108	там где	6	13
109	не случайно	1	13
110	не могут	1	13
111	той же	9	13
112	для нас	1	13
113	это и	4	13
114	слово это	1	13
115	в пределах	1	13
116	и его	26	13
117	в результате	1	12
118	но также	1	12
119	того же	4	12
120	тогда когда	1	12
121	как в	4	12
122	этого слова	3	12
123	для этого	3	12
124	те же	6	11
125	в своем	11	11
126	на себе	1	11
127	речи и	2	11
128	он не	11	11
129	в нем	12	11
130	и здесь	5	11
131	и то	2	11
132	еще и	6	11
133	совершенно не	1	11
134	из этих	2	11
135	и если	2	11
136	этом отношении	4	11
137	уже в	4	11
138	слова в	3	11
139	в их	6	11
140	в таких	3	11
141	или иной	2	11
142	в особенности	6	10
143	в первом	1	10
144	как и	17	10
145	так же	3	10
146	конечно не	4	10
147	к этому	6	10
148	несмотря на	1	10
149	в общем	2	10
150	в то	14	10
151	вряд ли	3	10
152	после того	1	10
153	со стороны	2	10
154	с этим	2	10
155	они не	4	10
156	бы и	1	10
157	на фоне	1	10
158	в нашей	2	10
159	тем самым	1	10
160	от того	1	10
161	в своей	11	9
162	можно сказать	2	9
163	что все	2	9
164	xix века	5	9
165	в которой	6	9
166	но для	1	9
167	рядом с	5	9
168	здесь не	5	9
