N	3gram	Vygotskiy_	Dialekti
1	и т д	6	75
2	это значит что	2	47
3	с точки зрения	11	46
4	в том что	20	25
5	ни в каком	2	18
6	не может быть	3	18
7	не что иное	1	18
8	что иное как	1	18
9	сам по себе	2	16
10	в таком случае	1	14
11	и то же	3	12
12	с другой стороны	5	12
13	о том что	8	12
14	одно и то	3	12
15	на то что	16	11
16	в самом деле	29	10
17	и в этом	6	9
18	подобно тому как	1	9
19	то или иное	1	9
20	это и есть	2	9
21	не только не	3	8
22	только то что	3	8
23	в то время	4	8
24	и та же	3	8
25	то время как	3	8
26	одна и та	2	8
27	можно сказать что	1	7
28	вовсе не в	2	7
29	не в том	2	7
30	так или иначе	1	7
31	сами по себе	3	7
32	в каком случае	1	7
33	точно так же	3	7
34	то это значит	1	7
35	не потому что	1	7
36	и в частности	1	7
37	для того чтобы	17	6
38	более или менее	1	6
39	в зависимости от	1	6
40	что это есть	2	6
41	не имеет никакого	3	6
42	то что мы	3	6
43	как и все	1	6
44	в нем есть	1	6
45	во всяком случае	6	6
46	с одной стороны	6	6
47	может быть и	1	6
48	на самом деле	3	5
49	по сравнению с	1	5
50	это не есть	1	5
51	потому что она	1	5
52	ничего общего с	2	5
53	потому что он	3	5
54	не имеет ничего	1	5
55	по себе и	1	5
56	к тому что	5	5
57	то и другое	3	5
58	от того что	1	5
59	в том смысле	2	5
60	до сих пор	6	5
61	одной и той	3	5
62	и можно сказать	1	5
63	что в нем	3	5
64	и той же	3	5
65	это было бы	2	5
66	мы уже знаем	2	4
67	том смысле что	1	4
68	и т п	7	4
69	с этой точки	2	4
70	так же как	2	4
71	этой точки зрения	2	4
72	так как она	1	4
73	и то и	3	4
74	т д все	1	4
75	в данном случае	5	4
76	к тому же	2	4
77	что это не	1	4
78	то же самое	12	4
79	я не могу	3	4
80	из того что	1	4
81	а не только	1	4
82	может и не	1	4
83	но это значит	1	4
84	и может быть	3	4
85	есть в сущности	1	4
86	ясно что это	1	4
87	мы можем сказать	1	4
88	можно было бы	6	4
89	никакого отношения к	1	4
90	в этом отношении	1	4
91	и как бы	2	3
92	как будто бы	1	3
93	каком случае не	1	3
94	он не может	1	3
95	и что она	2	3
96	если бы мы	1	3
97	это и значит	1	3
98	это вовсе не	1	3
99	но все же	1	3
100	потому что здесь	1	3
101	мы находим в	1	3
102	есть не просто	1	3
103	так как все	1	3
104	д все это	1	3
105	и не может	1	3
106	того или иного	2	3
107	если так то	1	3
108	ни в какой	2	3
109	как и в	1	3
110	о том как	3	3
111	не было бы	2	3
112	с этой стороны	1	3
113	мы отнюдь не	1	3
114	речь идет о	5	3
115	с самого начала	10	3
116	же как и	1	3
117	так что в	1	3
118	лежит в основе	1	3
119	что он не	4	2
120	что она не	1	2
121	том что в	1	2
122	дело не в	1	2
123	в жизни и	2	2
124	я говорю о	1	2
125	дело вовсе не	1	2
126	представить себе что	1	2
127	как это мы	1	2
128	друг с другом	2	2
129	так же нелепо	1	2
130	она не может	2	2
131	мы никогда не	1	2
132	легко заметить что	1	2
133	это не просто	3	2
134	и вместе с	3	2
135	но они не	1	2
136	та же самая	3	2
137	смысл и свое	1	2
138	уже знаем что	1	2
139	по себе так	1	2
140	имеет место в	2	2
141	они тоже суть	1	2
142	заключается не в	2	2
143	так как он	1	2
144	мы будем говорить	1	2
145	но так как	1	2
146	или хотя бы	1	2
147	мы видим что	7	2
148	на этом примере	2	2
149	в свою очередь	3	2
150	мы не имеем	1	2
151	заключается вовсе не	1	2
152	эти два плана	2	2
153	в ее основе	3	2
154	в сущности это	1	2
155	что мы воспринимаем	1	2
156	так как мы	2	2
157	в истории мы	1	2
158	в это время	1	2
159	не более как	1	2
160	как один из	1	2
161	к выводу что	1	2
162	потому что его	1	2
163	мы не можем	2	2
164	свой смысл и	1	2
165	несмотря на свою	2	2
166	ли это что	1	2
167	что если бы	1	2
168	в лучшем случае	2	2
169	и то что	3	2
170	не зависит от	1	2
171	и при этом	1	2
172	хотя бы в	1	2
173	и в том	1	2
174	мы только что	1	2
175	в таком виде	2	2
176	на первый взгляд	1	2
177	что оно не	1	2
178	никогда не может	2	2
179	не то же	1	2
180	то что с	2	2
181	во всем этом	1	2
182	жизни и в	1	2
183	и не надо	1	2
184	и так как	1	2
185	потому что они	2	2
186	если мы будем	2	2
187	она отличается от	1	1
188	никак не могут	1	1
189	то что так	1	1
190	все больше и	2	1
191	тех пор пока	2	1
192	она никогда не	1	1
193	что они тоже	1	1
194	только что в	1	1
195	одного из них	2	1
196	и что эти	1	1
197	все это мы	1	1
198	имеет в виду	1	1
199	то что под	1	1
200	видим что именно	1	1
201	что это вовсе	1	1
202	все может быть	1	1
203	а никак не	1	1
204	он никак не	1	1
205	относится не к	1	1
206	он как бы	1	1
207	в применении к	1	1
208	такой же мере	1	1
209	и независимо от	1	1
210	между тем и	1	1
211	что в ней	3	1
212	то что он	3	1
213	больше и больше	2	1
214	на тему о	1	1
215	и во всех	2	1
216	в том как	2	1
217	что она всегда	1	1
218	из чего он	1	1
219	или в другой	1	1
220	и мы сейчас	1	1
221	ошибемся если скажем	1	1
222	была бы совершенно	2	1
223	не в этом	1	1
224	и в другом	2	1
225	все той же	1	1
226	то что является	1	1
227	не в силу	1	1
228	она должна быть	3	1
229	поэтому все эти	1	1
230	и на этом	1	1
231	как равно и	1	1
232	но если вы	1	1
233	никакого научного значения	1	1
234	и что в	2	1
235	себе так как	1	1
236	в совершенно одинаковой	1	1
237	с ним в	2	1
238	бы не было	1	1
239	тем и другим	1	1
240	в ней как	1	1
241	потому что в	2	1
242	указывает только на	1	1
243	тот же самый	1	1
244	говорить о том	3	1
245	самом деле если	2	1
246	время как бы	2	1
247	если мы хотим	1	1
248	отношения к ним	1	1
249	до некоторой степени	1	1
250	том что она	3	1
251	идет о вещах	1	1
252	но это только	1	1
253	что не только	1	1
254	если бы я	1	1
255	не ошибемся если	1	1
256	совершенно ясно что	10	1
257	совершенно очевидно что	3	1
258	что у него	2	1
259	смысл и назначение	1	1
260	случае не может	1	1
261	то что она	3	1
262	мы воспринимаем не	1	1
263	почти исключительно в	1	1
264	то как мы	1	1
265	все время перед	1	1
266	но при этом	1	1
267	в том случае	4	1
268	нет ни одной	1	1
269	как только вы	1	1
270	то что можно	1	1
271	в глубине души	1	1
272	и может существовать	1	1
273	если бы это	1	1
274	в первом случае	1	1
275	в такой же	1	1
276	из которых один	1	1
277	ни при чем	1	1
278	самой своей природе	1	1
279	таким образом что	2	1
280	было так то	1	1
281	если скажем что	1	1
282	бросается в глаза	2	1
283	не только то	1	1
284	было бы показать	1	1
285	не в самом	1	1
286	мы находимся в	1	1
287	не даны в	1	1
288	мы переходим к	1	1
289	но только в	1	1
290	об этом нам	1	1
291	ни на одну	1	1
292	оно превращается в	1	1
293	и таким образом	1	1
294	мы все время	3	1
295	надо сказать что	4	1
296	они указывали на	1	1
297	то одним то	1	1
298	это или не	1	1
299	а ведь оно	1	1
300	но если бы	2	1
301	в отличие от	1	1
302	и никогда не	2	1
303	иное как сама	1	1
304	себе ни малейшего	1	1
305	а в том	1	1
306	каждой из них	1	1
307	то что тут	1	1
308	лежащий в основе	1	1
309	и как только	1	1
310	и тем больше	1	1
311	не знаем как	1	1
312	как мы уже	1	1
313	что мы получаем	1	1
314	того что в	1	1
315	в этом совершенно	1	1
316	ли он в	1	1
317	что и все	1	1
318	знаем что она	1	1
319	уже из одного	1	1
320	на наших глазах	2	1
321	и мы не	1	1
322	и все прочие	2	1
323	и всякий другой	1	1
324	в конечном счете	1	1
325	если бы для	1	1
326	имел в виду	1	1
327	можно найти много	1	1
328	а с другой	1	1
329	несмотря на все	1	1
330	ясно что смысл	1	1
331	после этого в	1	1
