N	2gram	Vygotskiy_	formyVre
1	и в	55	148
2	в этом	21	73
3	то есть	44	70
4	в романе	1	58
5	в нем	5	51
6	прежде всего	5	46
7	и т	36	40
8	и не	24	37
9	в его	8	36
10	и его	14	36
11	вовсе не	7	35
12	но и	12	33
13	то же	17	32
14	т п	24	32
15	не только	25	32
16	в литературе	1	32
17	но в	5	31
18	жизни и	5	31
19	так и	6	29
20	может быть	35	27
21	не в	19	26
22	как мы	2	26
23	как и	25	25
24	как бы	11	25
25	человеческой жизни	1	24
26	точки зрения	32	24
27	только в	18	23
28	в то	8	23
29	времени и	2	23
30	человека в	1	23
31	в том	55	22
32	то что	47	22
33	связи с	2	21
34	во всех	4	21
35	жизни в	1	21
36	же время	2	21
37	все эти	7	21
38	в своем	3	19
39	и др	1	19
40	и на	6	19
41	и для	9	19
42	таким образом	38	18
43	у него	4	18
44	и все	8	18
45	еще не	2	18
46	по существу	6	18
47	при этом	28	17
48	те же	9	17
49	с этим	7	17
50	в особенности	3	17
51	так как	28	17
52	в пределах	1	17
53	человека и	3	17
54	все же	9	16
55	в условиях	1	16
56	в связи	3	16
57	того же	3	16
58	в основе	13	16
59	и во	3	16
60	и их	4	16
61	не может	30	16
62	в разных	1	15
63	в одном	4	15
64	в них	4	15
65	никогда не	13	15
66	с точки	12	15
67	с его	3	15
68	вместе с	10	15
69	и как	9	14
70	и с	5	14
71	так же	29	14
72	в конце	6	14
73	его жизни	3	14
74	а не	18	14
75	как раз	4	14
76	все это	11	14
77	в самом	18	13
78	в котором	5	13
79	для того	12	13
80	человеческого тела	2	13
81	с ним	2	13
82	как в	17	13
83	роль в	4	13
84	здесь в	1	13
85	в их	4	13
86	в частности	6	13
87	того чтобы	13	13
88	а в	10	13
89	же в	1	13
90	и до	2	12
91	конечно не	2	12
92	время в	2	12
93	не было	5	12
94	он не	8	12
95	значение и	3	12
96	отнюдь не	11	12
97	что в	39	12
98	это время	1	12
99	потому что	27	12
100	ничего не	4	12
101	но не	5	12
102	и наконец	2	12
103	из них	4	11
104	хотя и	3	11
105	его в	3	11
106	между ними	2	11
107	романе в	1	11
108	и у	6	11
109	ни в	9	11
110	уже в	3	11
111	мира и	1	11
112	в ней	3	11
113	и другие	5	10
114	уже не	3	10
115	и того	1	10
116	в ее	7	10
117	вещей и	2	10
118	сих пор	8	10
119	также и	2	10
120	до сих	8	10
121	на основе	2	10
122	в ряд	1	10
123	и проч	1	10
124	тот же	8	10
125	в большинстве	1	10
126	и даже	11	9
127	но все	1	9
128	их в	4	9
129	с другой	7	9
130	наряду с	3	9
131	здесь нет	1	9
132	должно быть	2	9
133	и следовательно	4	9
134	и это	6	9
135	в других	3	9
136	могут быть	15	9
137	та же	4	9
138	оно не	2	9
139	том что	30	9
140	и явлений	1	9
141	в самой	2	9
142	для него	1	9
143	есть в	7	9
144	жизнь и	3	9
145	и других	4	9
146	одного и	2	9
147	и к	5	8
148	в результате	4	8
149	в виду	6	8
150	в этих	6	8
151	время как	6	8
152	к тому	8	8
153	но эти	1	8
154	все его	1	8
155	с одной	6	8
156	в произведении	7	8
157	что и	27	8
158	романе и	1	8
159	характер и	1	8
160	в мире	1	8
161	здесь мы	1	8
162	здесь на	1	8
163	и по	7	8
164	один из	6	8
165	в жизни	5	8
166	для себя	2	8
167	со всеми	5	8
168	если бы	10	8
169	до конца	9	8
170	мы еще	1	8
171	жизни но	1	8
172	и то	4	8
173	значение в	2	8
174	том числе	1	8
175	во всяком	9	8
176	это не	1	8
177	а также	1	8
178	и потому	2	8
179	отношение к	3	8
180	в целом	8	8
181	в той	2	7
182	для всех	5	7
183	еще более	2	7
184	не как	3	7
185	имеет место	2	7
186	широком смысле	1	7
187	между собой	1	7
188	связанных с	1	7
189	к ним	4	7
190	к этому	5	7
191	из этих	6	7
192	в себе	6	7
193	но он	3	7
194	в которой	6	7
195	в себя	3	7
196	с ее	3	7
197	героев и	1	7
198	в процессе	7	7
199	например в	5	7
200	то время	6	7
201	себя и	3	7
202	нет ничего	1	7
203	было бы	14	7
204	в отличие	4	7
205	том же	4	7
206	т д	10	7
207	у них	2	7
208	того что	15	7
209	этот процесс	1	7
210	этом отношении	7	7
211	для других	1	7
212	отличие от	6	7
213	место в	1	7
214	за счет	1	7
215	что было	1	6
216	все что	4	6
217	роман в	1	6
218	именно в	1	6
219	с тем	11	6
220	о том	11	6
221	с помощью	1	6
222	в различных	1	6
223	ни одного	1	6
224	сказать что	12	6
225	в основу	3	6
226	во всей	1	6
227	время и	1	6
228	громадное значение	1	6
229	в качестве	3	6
230	в таком	5	6
231	здесь как	1	6
232	мы можем	6	6
233	ту же	6	6
234	за пределы	2	6
235	одной стороны	7	6
236	бы ни	2	6
237	а как	2	6
238	и ее	4	6
239	и самое	1	6
240	человеческое тело	1	6
241	смысле слова	4	6
242	в сущности	15	6
243	в отношении	3	6
244	мы видим	8	6
245	не могут	6	6
246	в которых	5	6
247	друг от	1	6
248	не является	5	6
249	тех же	2	6
250	автора и	1	6
251	лежат в	1	6
252	слова и	1	6
253	половой акт	1	6
254	в совершенно	5	6
255	нет и	1	6
256	одной из	1	6
257	мы не	15	6
258	в широком	1	6
259	мы находим	2	6
260	от друга	1	6
261	в эпоху	1	6
262	только и	1	6
263	особенно в	1	6
264	не оставляет	1	6
265	есть не	6	6
266	новое и	1	5
267	мы и	1	5
268	вообще не	1	5
269	с этой	8	5
270	о чем	2	5
271	одно из	2	5
272	тем что	7	5
273	в своей	6	5
274	почти все	3	5
275	в это	1	5
276	понятно что	3	5
277	во все	2	5
278	хотя бы	4	5
279	всем этим	1	5
280	только на	7	5
281	искусстве и	1	5
282	эти моменты	1	5
283	что все	10	5
284	точка зрения	6	5
285	по преимуществу	2	5
286	с другими	2	5
287	быть только	1	5
288	следовательно и	1	5
289	в смысле	3	5
290	так что	8	5
291	одно и	1	5
292	и является	1	5
293	в этой	5	5
294	и от	4	5
295	мы будем	2	5
296	чаще всего	1	5
297	там где	5	5
298	здесь же	1	5
299	в него	4	5
300	был бы	6	5
301	что они	7	5
302	не на	2	5
303	с ними	2	5
304	далеко не	7	5
305	они не	1	5
306	не имеет	3	5
307	не имеют	1	5
308	и уже	2	5
309	той же	9	5
310	произведения и	2	5
311	он может	1	5
312	почти вовсе	1	5
313	при изображении	2	5
314	он должен	1	5
