N	2gram	Bakhtin_Pr	Dialekti
1	не есть	4	181
2	т е	44	159
3	и не	55	120
4	и т	14	82
5	по себе	16	79
6	а не	29	78
7	и в	64	77
8	т д	4	75
9	точки зрения	31	72
10	может быть	43	71
11	не только	26	66
12	то что	21	59
13	и есть	3	55
14	ничего не	8	54
15	не может	26	53
16	и даже	5	47
17	с точки	21	46
18	что это	2	46
19	есть нечто	2	46
20	так как	9	46
21	потому что	8	45
22	стало быть	1	44
23	как бы	33	43
24	и что	5	42
25	ни в	5	42
26	не имеет	2	41
27	вовсе не	12	41
28	в том	12	40
29	в этом	33	39
30	то же	18	39
31	что такое	2	39
32	что она	7	38
33	это есть	1	38
34	в себе	11	38
35	что он	15	37
36	том что	8	37
37	прежде всего	16	37
38	так что	6	36
39	это не	12	36
40	что в	11	34
41	в нем	28	34
42	и все	6	33
43	того что	3	33
44	но и	26	32
45	все это	9	31
46	сказать что	4	30
47	и как	9	30
48	было бы	8	29
49	так и	8	29
50	как и	25	28
51	никогда не	11	27
52	в виду	3	26
53	крайней мере	2	26
54	не в	15	26
55	по крайней	2	26
56	сама по	5	26
57	есть и	5	26
58	учение о	1	25
59	и пр	5	25
60	но это	6	24
61	если бы	12	24
62	таким образом	15	23
63	в то	15	23
64	это и	5	23
65	что оно	2	23
66	и вот	1	23
67	но что	1	22
68	я не	6	22
69	что не	3	21
70	личности и	1	21
71	должна быть	8	21
72	она не	10	21
73	и с	9	20
74	о том	5	20
75	что и	7	20
76	что все	2	20
77	в таком	3	20
78	только в	13	20
79	в каком	1	20
80	совершенно не	5	20
81	уже не	15	20
82	как раз	9	20
83	и вообще	1	20
84	в самом	17	19
85	не менее	3	19
86	не существует	1	19
87	в своем	12	19
88	как же	6	19
89	и притом	1	19
90	и это	8	19
91	как это	1	19
92	тогда когда	1	19
93	что мы	1	19
94	и его	21	19
95	же время	13	18
96	хотя бы	4	18
97	с другой	7	18
98	ни на	3	18
99	что же	9	18
100	жизни и	3	18
101	в особенности	1	17
102	можно сказать	2	17
103	в сущности	10	17
104	той или	1	17
105	должно быть	8	17
106	в основе	4	17
107	он есть	6	17
108	но если	1	17
109	кроме того	5	16
110	то это	3	16
111	одно и	1	16
112	к нему	11	16
113	только не	2	16
114	тем не	2	16
115	сам по	2	16
116	само по	4	16
117	в своей	11	16
118	да и	2	16
119	конечно не	4	16
120	мы не	4	16
121	об этом	3	16
122	другими словами	1	16
123	же и	5	15
124	только что	1	15
125	все же	11	15
126	так же	8	15
127	то в	2	15
128	и мы	2	15
129	несмотря на	7	15
130	мы уже	4	15
131	но только	1	15
132	как таковой	2	15
133	самом деле	10	15
134	хотя и	5	15
135	сознания и	8	15
136	личности в	4	15
137	также и	3	15
138	быть и	2	15
139	и о	7	15
140	на то	5	15
141	а именно	2	14
142	есть то	3	14
143	с ним	8	14
144	не было	5	14
145	и ее	5	14
146	ни с	1	14
147	таком случае	1	14
148	жизнь и	1	14
149	и потому	7	14
150	и только	3	14
151	же это	1	14
152	и к	5	13
153	другой стороны	6	13
154	отличается от	5	13
155	что именно	1	13
156	не то	1	13
157	что они	1	13
158	время как	2	13
159	и следовательно	7	13
160	в смысле	3	13
161	он не	14	13
162	и та	1	13
163	с ее	1	13
164	но в	14	13
165	мы находим	1	13
166	не могу	1	13
167	в ней	2	13
168	вы не	1	13
169	идея и	1	13
170	именно в	5	12
171	и нет	6	12
172	с этим	3	12
173	вопрос о	3	12
174	вещей и	1	12
175	но как	4	12
176	но не	12	12
177	даже не	1	12
178	могут быть	9	12
179	иной раз	1	12
180	никак не	4	12
181	не могут	10	12
182	перед нами	12	12
183	еще не	10	12
184	и если	2	12
185	и тогда	1	12
186	все равно	2	12
187	все эти	13	12
188	а в	10	12
189	что если	3	11
190	в них	5	11
191	в данном	2	11
192	только на	3	11
193	что я	7	11
194	что мир	1	11
195	не о	3	11
196	и тем	1	11
197	должны быть	3	11
198	из них	3	11
199	тех или	1	11
200	оно есть	1	11
201	не значит	4	11
202	та же	1	11
203	себе не	2	11
204	от того	4	11
205	ничем не	1	11
206	мы имеем	1	11
207	в вечности	1	11
208	или в	7	11
209	есть в	2	11
210	нисколько не	3	11
211	его не	1	11
212	мы должны	3	11
213	только то	3	11
214	во всем	1	10
215	с этой	2	10
216	одно из	2	10
217	в результате	7	10
218	в жизни	5	10
219	к тому	4	10
220	нарушение законов	1	10
221	во всяком	7	10
222	только как	2	10
223	для того	1	10
224	на себе	3	10
225	мы видим	3	10
226	в ее	2	10
227	не больше	1	10
228	от этого	2	10
229	себе и	5	10
230	и для	7	10
231	если же	7	10
232	что для	2	10
233	чтобы не	1	10
234	за пределы	7	10
235	оно не	3	10
236	то и	3	10
237	времени и	2	10
238	если мы	3	10
239	нет ни	2	10
240	в его	30	10
241	в их	6	10
242	это было	1	10
243	е в	3	10
244	в частности	1	10
245	как мы	13	10
246	бытия и	1	10
247	как будто	4	10
248	может и	1	10
249	и уже	3	10
250	мир как	1	9
251	при этом	8	9
252	тому что	3	9
253	случае не	1	9
254	не как	20	9
255	в этих	5	9
256	и на	16	9
257	мир и	5	9
258	в котором	7	9
259	в противоположность	2	9
260	ничто не	1	9
261	в одном	20	9
262	и когда	1	9
263	превращается в	5	9
264	же тут	2	9
265	точка зрения	13	9
266	и он	5	9
267	е что	1	9
268	мы можем	1	9
269	же как	2	9
270	бы в	7	9
271	на этом	2	9
272	иметь в	2	9
273	и по	1	9
274	была бы	5	9
275	подобно тому	3	9
276	с ними	2	9
277	то время	2	9
278	той же	8	9
279	всех этих	2	9
280	и от	3	9
281	или иной	1	9
282	смысл и	1	9
283	между собою	5	9
284	выйти за	2	9
285	как он	3	9
286	лишь как	9	9
287	в истории	2	9
288	та или	1	9
289	тому как	3	9
290	от него	1	8
291	даже в	6	8
292	и говорить	2	8
293	в отношении	5	8
294	но все	6	8
295	теперь мы	1	8
296	при условии	2	8
297	вот почему	1	8
298	уже и	2	8
299	всегда и	1	8
300	так то	1	8
301	нет и	1	8
302	все время	3	8
303	себя в	3	8
304	с одной	1	8
305	и чисто	1	8
306	или иная	1	8
307	по одному	1	8
308	не будет	1	8
309	этом смысле	12	8
310	в этой	5	8
311	что есть	1	8
312	или иначе	1	8
313	в одной	8	8
314	один из	3	8
315	не на	7	8
316	как не	9	8
317	ничего общего	1	8
318	у меня	6	8
319	в поэзии	2	8
320	же вы	1	8
321	у нас	3	8
322	на самом	5	8
323	бы и	6	8
324	только и	1	8
325	того или	1	8
326	но она	1	8
327	личность как	1	8
328	все что	4	7
329	мы и	2	7
330	е не	2	7
331	тем что	6	7
332	зависимости от	5	7
333	но он	4	7
334	на другое	1	7
335	мира и	7	7
336	на первый	1	7
337	и образ	1	7
338	тело и	2	7
339	не всегда	2	7
340	точно так	1	7
341	как на	4	7
342	он сам	5	7
343	от себя	1	7
344	это я	2	7
345	и сама	2	7
346	связи с	3	7
347	не знает	6	7
348	но для	3	7
349	в конце	8	7
350	в связи	1	7
351	в мире	7	7
352	а только	1	7
353	то ни	3	7
354	истории и	1	7
355	его как	5	7
356	даже если	1	7
357	его с	1	7
358	и при	2	7
359	из которых	3	7
360	так или	1	7
361	сами по	4	7
362	заключается в	1	7
363	отношения к	5	7
364	как в	7	7
365	со стороны	1	7
366	и больше	1	7
367	говорят что	1	7
368	не потому	2	7
369	без всякого	1	7
370	с его	11	7
371	он должен	2	7
372	и всякий	1	7
373	на что	1	7
374	если есть	1	7
375	что этот	2	7
376	эти две	1	7
377	и их	3	7
378	из этих	3	7
379	так чтобы	7	7
380	отождествляется с	1	7
381	идею и	1	7
382	о чем	1	6
383	у пушкина	1	6
384	более или	4	6
385	уже в	5	6
386	а что	5	6
387	одной стороны	1	6
388	в другом	3	6
389	в себя	6	6
390	но они	2	6
391	в зависимости	5	6
392	одна из	5	6
393	во всех	4	6
394	она и	1	6
395	она в	1	6
396	для своего	2	6
397	в которой	2	6
398	быть только	1	6
399	я и	2	6
400	себя как	3	6
401	именно как	2	6
402	во что	2	6
403	можно было	3	6
404	где же	1	6
405	смысла и	1	6
406	того кто	1	6
407	друг другу	3	6
408	не отличается	1	6
409	и они	2	6
410	вместе с	1	6
411	себя и	5	6
412	может не	1	6
413	о котором	1	6
414	еще и	1	6
415	тотчас же	1	6
416	того чтобы	2	6
417	это все	1	6
418	но лишь	1	6
419	мог бы	1	6
420	всяком случае	4	6
421	для него	23	6
422	о нем	15	6
423	они не	5	6
424	того как	3	6
425	того и	4	6
426	ее в	3	6
427	то мы	1	6
428	с их	7	6
429	но с	4	6
430	по существу	6	6
431	вообще не	2	6
432	чтобы быть	1	6
433	может только	1	6
434	по своему	1	6
435	его в	8	6
436	или менее	4	6
437	бы ни	3	6
438	может иметь	1	6
439	это как	1	6
440	только так	2	6
441	не с	1	6
442	стороны и	4	6
443	идет речь	1	6
444	этой точки	2	6
445	в один	2	6
446	отношение к	4	6
447	значит есть	1	6
448	для этого	3	6
449	и совершенно	1	6
450	а я	1	6
451	в той	5	5
452	в сферу	1	5
453	есть прежде	1	5
454	до сих	9	5
455	в своих	4	5
456	например в	5	5
457	их в	8	5
458	в одно	4	5
459	знаете что	1	5
460	мы только	1	5
461	тем или	2	5
462	в это	1	5
463	или другим	1	5
464	но даже	1	5
465	е о	1	5
466	мыслить и	2	5
467	чудо и	1	5
468	не обязательно	1	5
469	и еще	2	5
470	смысле не	1	5
471	есть конечно	4	5
472	к этому	1	5
473	и становится	1	5
474	едва ли	1	5
475	все в	3	5
476	все его	3	5
477	что у	2	5
478	то оно	2	5
479	нельзя сказать	2	5
480	в качестве	1	5
481	тому же	2	5
482	и другое	1	5
483	и она	1	5
484	в свете	4	5
485	есть своя	1	5
486	и у	3	5
487	сих пор	9	5
488	оно и	2	5
489	также не	2	5
490	но так	2	5
491	но тут	1	5
492	не раз	2	5
493	почему же	2	5
494	все остальное	2	5
495	же мы	1	5
496	внешнее и	2	5
497	независимо от	1	5
498	в него	6	5
499	одного и	1	5
500	были бы	5	5
501	от нее	2	5
502	даны в	3	5
503	если в	1	5
504	почти не	3	5
505	тут есть	1	5
506	же что	5	5
507	или другого	1	5
508	если это	1	5
509	и так	2	5
510	сравнению с	1	5
511	сразу и	1	5
512	где есть	2	5
513	это за	1	5
514	сознание и	6	5
515	во мне	1	5
516	по сравнению	1	5
517	только один	1	5
518	со всей	1	5
519	отношении к	5	5
520	и идеи	2	5
521	и во	3	5
522	он может	4	5
523	реальность и	1	5
524	же он	1	5
525	во времени	3	5
526	точку зрения	7	5
