N	2gram	Ircho_Kome	formyVre
1	и в	37	148
2	в этом	18	73
3	в нем	8	51
4	прежде всего	7	46
5	и т	5	40
6	и не	28	37
7	в его	12	36
8	и его	10	36
9	вовсе не	6	35
10	но и	18	33
11	то же	14	32
12	т п	5	32
13	не только	13	32
14	но в	7	31
15	жизни и	1	31
16	в греческом	2	29
17	так и	4	29
18	времени в	2	27
19	может быть	14	27
20	не в	7	26
21	как мы	6	26
22	как и	10	25
23	как бы	7	25
24	точки зрения	8	24
25	мы уже	1	24
26	только в	3	23
27	в то	14	23
28	времени и	2	23
29	человека в	4	23
30	в том	24	22
31	то что	5	22
32	связи с	5	21
33	во всех	4	21
34	жизни в	1	21
35	же время	12	21
36	все эти	1	21
37	в своем	9	19
38	и на	6	19
39	в основном	1	19
40	и для	7	19
41	таким образом	16	18
42	у него	10	18
43	и все	6	18
44	еще не	10	18
45	по существу	4	18
46	при этом	11	17
47	те же	1	17
48	с этим	5	17
49	так как	16	17
50	в пределах	3	17
51	человека и	2	17
52	все же	9	16
53	в связи	4	16
54	того же	9	16
55	в основе	3	16
56	и во	3	16
57	и их	1	16
58	не может	9	16
59	в одном	3	15
60	в них	6	15
61	в дальнейшем	5	15
62	никогда не	5	15
63	с точки	6	15
64	с его	6	15
65	вместе с	16	15
66	и как	3	14
67	и с	5	14
68	так же	8	14
69	в конце	14	14
70	его жизни	2	14
71	а не	5	14
72	как раз	9	14
73	все это	7	14
74	в самом	17	13
75	в котором	6	13
76	для того	9	13
77	друг с	3	13
78	во время	8	13
79	с ним	10	13
80	как в	4	13
81	роль в	3	13
82	здесь в	2	13
83	в их	5	13
84	с другом	3	13
85	в частности	4	13
86	того чтобы	9	13
87	а в	12	13
88	же в	3	13
89	и до	2	12
90	конечно не	4	12
91	не было	6	12
92	он не	11	12
93	отнюдь не	5	12
94	что в	11	12
95	это время	2	12
96	потому что	19	12
97	в истории	2	12
98	ничего не	6	12
99	но не	9	12
100	и наконец	1	12
101	из них	11	11
102	хотя и	6	11
103	его в	9	11
104	между ними	4	11
105	и у	4	11
106	ни в	14	11
107	в образе	5	11
108	уже в	3	11
109	в ней	7	11
110	и другие	1	10
111	кроме того	1	10
112	и того	1	10
113	входит в	1	10
114	в ее	3	10
115	вещей и	2	10
116	сих пор	12	10
117	до сих	12	10
118	здесь не	2	10
119	тот же	11	10
120	в большинстве	1	10
121	и даже	6	9
122	но все	5	9
123	их в	3	9
124	с другой	5	9
125	наряду с	4	9
126	всего в	1	9
127	здесь нет	4	9
128	к себе	9	9
129	и это	4	9
130	в других	4	9
131	могут быть	3	9
132	отношения к	2	9
133	том что	22	9
134	в самой	1	9
135	для него	1	9
136	жизнь и	1	9
137	и других	1	9
138	одного и	1	9
139	и к	4	8
140	в результате	2	8
141	в виду	3	8
142	в этих	2	8
143	время как	3	8
144	к тому	11	8
145	в этот	1	8
146	в некоторых	1	8
147	все его	2	8
148	с одной	5	8
149	что и	12	8
150	рядом с	1	8
151	в мире	2	8
152	здесь мы	1	8
153	и по	3	8
154	один из	6	8
155	в жизни	1	8
156	для себя	1	8
