N	4gram	Bakhtin_Pr	Formalny
1	в то же время	10	20
2	и не может быть	1	7
3	бы то ни было	2	7
4	и в то же	3	6
5	нет и не может	1	4
6	во что бы то	1	3
7	и во всяком случае	1	3
8	с точки зрения их	1	3
9	с начала и до	2	3
10	что бы то ни	1	3
11	как бы ни были	1	3
12	в том числе и	1	3
13	не может быть понято	1	3
14	начала и до конца	2	3
15	то же время не	3	3
16	бы то ни стало	1	3
17	но в то же	5	3
18	той мере в какой	1	2
19	с этой точки зрения	1	2
20	что в данном случае	1	2
21	и не входит в	2	2
22	в той мере в	1	2
23	так и со стороны	1	2
24	с точки зрения ее	1	2
25	с точки зрения своей	1	2
26	в своей статье о	1	2
27	мы имеем в виду	2	2
28	и в этом отношении	2	2
29	в зависимости от того	1	2
30	то же время и	1	2
31	какой бы то ни	1	2
32	в зависимости от характера	1	2
33	не в том что	1	2
34	прежде и больше всего	1	1
35	в зависимости от различных	1	1
36	и в том что	1	1
37	то что было дано	1	1
38	тоже не может быть	1	1
39	но тем не менее	1	1
40	возможно лишь там где	1	1
41	войти в художественную структуру	1	1
42	в одной плоскости в	1	1
43	лишь с точки зрения	1	1
44	той же степени как	1	1
45	как один из возможных	1	1
46	в этом романе и	1	1
47	не потому что он	1	1
48	мы можем сказать что	2	1
49	о котором мы говорили	1	1
50	нужно сказать что и	1	1
51	не тем что он	1	1
52	является лишь одним из	2	1
53	а так сказать в	1	1
54	как это происходит в	1	1
55	дело в том что	1	1
56	не значит конечно что	3	1
57	именно потому что он	1	1
58	в одной плоскости с	4	1
59	кругозор в его целом	1	1
60	как со стороны его	1	1
61	в том отношении что	1	1
62	иначе и быть не	1	1
63	не может быть никаких	1	1
64	может быть даже и	1	1
65	что было дано в	1	1
66	ведь именно в ней	1	1
67	одной и той же	1	1
68	было бы нелепо думать	1	1
69	может быть понято как	1	1
70	во всяком случае была	1	1
71	раз и входит в	1	1
72	в том что это	1	1
73	к одной очень важной	1	1
74	в той же степени	1	1
75	только с точки зрения	1	1
76	это не значит конечно	3	1
77	в виду прежде всего	1	1
78	и до известной степени	1	1
79	на самом деле это	1	1
80	бы оно ни было	1	1
81	другой стороны со стороны	1	1
82	и заключается в том	1	1
83	все новые и новые	1	1
84	таким образом говорит он	1	1
85	с другой стороны со	1	1
86	романа в его целом	4	1
87	и по отношению к	1	1
88	котором мы говорили в	1	1
89	к которому как бы	1	1
90	одного и того же	1	1
91	раз и навсегда не	1	1
92	мы должны подчеркнуть что	1	1
93	с другой стороны и	1	1
94	которые сами по себе	1	1
95	различны в зависимости от	1	1
96	заключается в том чтобы	1	1
97	имеем в виду прежде	1	1
98	да иначе и быть	1	1
99	ни на минуту не	1	1
100	а вовсе не как	1	1
101	как раз и входит	1	1
102	в лучшем случае они	1	1
103	бы нелепо думать что	1	1
104	совпадает с самим собою	1	1
105	тем что он есть	1	1
106	совершенно в той же	1	1
107	что же это за	1	1
108	одной очень важной особенности	1	1
109	ведь в противном случае	1	1
