N	2gram	Potebnia_M	Istorich
1	в сказке	1	252
2	и в	48	181
3	и т	12	160
4	т д	5	142
5	может быть	46	115
6	не только	32	114
7	что он	8	111
8	что в	30	90
9	но и	30	85
10	в этом	19	81
11	так как	20	75
12	то что	37	73
13	таким образом	24	72
14	вместе с	22	71
15	и не	28	67
16	мы видим	3	65
17	все же	3	65
18	в этих	2	64
19	еще не	9	63
20	не может	18	61
21	этих случаях	1	60
22	так же	6	57
23	то же	35	56
24	никогда не	2	56
25	в том	47	53
26	том что	28	53
27	а в	14	52
28	с другой	8	52
29	потому что	82	52
30	и что	13	51
31	и здесь	3	51
32	что и	16	51
33	мы видели	5	49
34	а не	22	48
35	о том	7	48
36	связь с	4	47
37	его в	6	47
38	не в	24	47
39	другой стороны	4	46
40	превращается в	3	45
41	мы должны	6	44
42	но в	8	44
43	это не	2	43
44	и его	4	43
45	мы знаем	1	42
46	в нем	16	42
47	только в	29	42
48	показывает что	2	42
49	как в	17	42
50	или в	4	39
51	тем что	13	38
52	и на	5	38
53	в его	6	38
54	для нас	40	38
55	как и	22	37
56	уже не	11	37
57	мы уже	5	37
58	он не	4	37
59	что здесь	1	37
60	так и	17	37
61	знаем что	1	36
62	мы можем	13	36
63	что они	2	35
64	с тем	9	35
65	мы не	17	35
66	здесь мы	1	35
67	все эти	1	35
68	не всегда	5	34
69	связи с	6	34
70	но не	8	34
71	а именно	1	34
72	у него	3	34
73	во время	4	34
74	что это	6	34
75	видим что	1	34
76	там где	6	33
77	об этом	4	33
78	сих пор	4	32
79	один из	7	31
80	прежде всего	6	31
81	то это	9	31
82	так в	4	31
83	власть над	2	31
84	ничего не	1	31
85	с этим	12	30
86	с одной	8	30
87	до сих	4	30
88	к нему	7	30
89	при помощи	2	30
90	этом случае	2	29
91	но все	2	29
92	одной стороны	4	29
93	как мы	8	29
94	но это	9	29
95	что она	4	28
96	и с	4	28
97	например в	9	28
98	здесь можно	1	27
99	так что	14	27
100	могут быть	6	27
101	в образе	4	27
102	того что	24	27
103	как он	1	27
104	как это	1	26
105	на него	3	26
106	мы здесь	1	26
107	и др	1	26
108	предположить что	4	26
109	в ней	11	26
110	вопрос о	2	25
111	и он	1	25
112	не менее	9	24
113	видно что	4	24
114	к этому	3	24
115	было бы	16	24
116	того как	10	24
117	в виде	3	24
118	если бы	20	24
119	что мы	16	24
120	их в	3	23
121	как бы	10	23
122	точно так	15	23
123	и это	6	23
124	показывают что	1	23
125	тем не	7	23
126	в этой	3	23
127	не будем	1	23
128	все это	4	23
129	когда он	1	23
130	и по	5	22
131	с ним	10	22
132	при этом	6	22
133	связано с	2	21
134	в одном	4	21
135	сказать что	8	21
136	в связи	1	21
137	здесь не	1	21
138	к тому	9	21
139	ее в	2	21
140	из них	11	20
141	из этих	10	20
142	она не	4	20
143	эта связь	2	20
144	в других	3	20
145	в силу	7	20
146	видели что	1	20
147	другими словами	3	20
148	так например	3	19
149	что у	4	19
150	на том	1	19
151	но он	3	19
152	сказке о	1	19
153	в другой	3	19
154	есть и	3	19
155	на то	6	19
156	и как	8	19
157	после того	2	19
158	после этого	1	18
159	и говорит	1	18
160	в то	16	18
161	что этот	2	18
162	не все	5	18
163	в данном	3	18
164	вовсе не	13	18
165	в них	9	17
166	можно найти	1	17
167	выше мы	4	17
168	том как	3	17
169	то и	10	17
170	и только	5	17
171	во всех	1	16
172	в котором	7	16
173	между двумя	5	16
174	не вполне	1	16
175	и все	5	16
176	со стороны	4	16
177	перед нами	3	16
178	связана с	1	16
179	даже в	3	15
180	в пределах	1	15
181	увидим что	2	15
182	что при	3	15
183	но есть	3	15
184	и то	13	15
185	в своей	2	15
186	в которых	5	15
187	данном случае	3	15
188	его и	1	15
189	и там	1	15
190	в одной	1	15
191	и эти	1	15
192	как будто	1	15
193	и даже	3	15
194	на его	4	15
195	и тем	8	15
196	он в	1	15
197	друг друга	6	15
198	тот кто	1	15
199	в целом	5	15
200	с этой	2	14
201	от него	2	14
202	но мы	3	14
