N	3gram	Vygotskiy_	Literetu
1	в том что	21	21
2	в то же	2	21
3	то же время	2	21
4	с одной стороны	6	12
5	не может быть	14	11
6	в данном случае	1	11
7	в отличие от	4	11
8	состоит в том	3	11
9	в конечном счете	6	10
10	о том что	9	10
11	в этом отношении	7	10
12	с точки зрения	12	8
13	с другой стороны	7	7
14	в том числе	1	6
15	к тому же	1	6
16	подобно тому как	7	6
17	не только в	1	6
18	едва ли не	2	6
19	с этой точки	5	5
20	тем не менее	6	5
21	при этом как	2	5
22	в том чтобы	9	5
23	этой точки зрения	7	5
24	в связи с	2	5
25	может быть это	1	4
26	по аналогии с	1	4
27	то ни было	1	4
28	бы то ни	2	4
29	и то что	3	4
30	и т п	23	3
31	одной стороны и	1	3
32	в самом деле	13	3
33	в том же	1	3
34	речь идет о	1	3
35	то же самое	8	3
36	только в том	4	3
37	в свою очередь	3	3
38	в области искусства	2	3
39	на то что	12	3
40	какого бы то	1	3
41	а не как	1	3
42	на самом деле	6	3
43	по крайней мере	1	3
44	ту или иную	1	3
45	в целом ряде	2	3
46	как например в	1	3
47	в одном из	2	3
48	во всяком случае	7	3
49	то что я	2	3
50	и в частности	2	3
51	том числе и	1	3
52	тех пор пока	2	2
53	в себя и	1	2
54	в первый раз	2	2
55	для того чтобы	11	2
56	в русской поэзии	1	2
57	не так как	1	2
58	и то же	1	2
59	в действительности же	1	2
60	в отношении к	3	2
61	между тем как	1	2
62	и вместе с	1	2
63	тех или иных	2	2
64	же самое можно	1	2
65	а с другой	1	2
66	не только не	4	2
67	искусства с точки	1	2
68	имел в виду	1	2
69	к тому что	2	2
70	только то что	2	2
71	а не только	1	2
72	мы имеем дело	1	2
73	то что было	1	2
74	лишь тогда когда	1	2
75	вместе с тем	3	2
76	не удивительно что	1	2
77	но и в	1	2
78	и в самом	3	2
79	в свое время	1	2
80	в полной мере	1	2
81	что он сам	1	2
82	поскольку речь идет	1	2
83	при этом не	2	2
84	до тех пор	2	2
85	а и в	1	2
86	то есть от	1	2
87	дело в том	1	2
88	одно и то	1	2
89	можно было бы	2	2
90	что же касается	1	2
91	до самого конца	1	1
92	но то что	1	1
93	сам того не	1	1
94	и в целом	1	1
95	и когда он	2	1
96	что он не	1	1
97	все то что	3	1
98	как будто бы	2	1
99	а потому и	1	1
100	по себе но	1	1
101	не стыдится своей	1	1
102	к тому чтобы	3	1
103	а на его	1	1
104	в той мере	1	1
105	производилось в одном	1	1
106	на задний план	1	1
107	идет не только	1	1
108	том что искусство	2	1
109	того что они	2	1
110	нет ничего кроме	1	1
111	расчетом чтобы вызвать	2	1
112	не менее чем	1	1
113	этимологическое значение слова	1	1
114	потому что сами	1	1
115	того же автора	1	1
116	то что в	1	1
117	изучалась психология творца	1	1
118	в основе всех	1	1
119	точки зрения искусство	2	1
120	механизм действия художественного	1	1
121	к этой идее	1	1
122	художественное произведение обретает	1	1
123	литературного произведения как	1	1
124	хотя бы потому	1	1
125	который может быть	1	1
126	бы не было	1	1
127	организованных с таким	1	1
128	не в том	7	1
129	друг от друга	1	1
130	более или менее	3	1
131	вместе с ними	1	1
132	только при условии	1	1
133	и не имеет	1	1
134	как и творчество	1	1
135	а в том	2	1
136	искусства всегда производилось	1	1
137	с тем чтобы	2	1
138	только в силу	1	1
139	была бы и	1	1
140	вновь и вновь	1	1
141	до сих пор	8	1
142	потому что в	1	1
143	всегда производилось в	1	1
144	именно потому что	2	1
145	а также в	1	1
146	может быть не	1	1
147	привносит от себя	1	1
148	в такой же	1	1
149	в конце концов	6	1
150	так как у	1	1
151	мы никогда не	5	1
152	изучалось переживание зрителя	1	1
153	своей души он	1	1
154	в зависимости от	6	1
155	и не было	1	1
156	мы находимся в	1	1
157	начинается там где	3	1
158	исходят из того	1	1
159	как система раздражителей	1	1
160	в последнее время	2	1
161	к действительности не	1	1
162	во многих случаях	1	1
163	мы все время	1	1
164	том что в	1	1
165	следующим образом если	1	1
166	со всеми другими	1	1
167	онегина и татьяны	1	1
168	в одну из	1	1
169	не только на	1	1
170	и без остатка	1	1
171	и того же	1	1
172	при этом он	2	1
173	в первой главе	1	1
174	одна из форм	1	1
175	действия художественного произведения	1	1
176	в высшей степени	1	1
177	сама по себе	2	1
178	вызвать эстетическую реакцию	1	1
179	и там где	1	1
180	по этому поводу	3	1
181	и у пушкина	1	1
182	душевной жизни с	1	1
183	о том как	1	1
184	одного и того	1	1
185	между искусством и	1	1
186	исследование искусства всегда	1	1
187	и в том	2	1
188	в произведении искусства	3	1
189	принципиальное различие между	1	1
190	такой же мере	1	1
191	и в этом	1	1
192	и потому не	1	1
193	может быть только	1	1
194	жизнь и судьба	1	1
195	произведение искусства есть	2	1
196	потому не может	2	1
197	в евгении онегине	2	1
198	после того как	1	1
199	самый механизм действия	1	1
200	и тем не	2	1
201	с тем же	1	1
202	том что при	1	1
203	либо изучалась психология	1	1
204	которые не могут	1	1
205	то есть в	2	1
206	и не всегда	1	1
207	вслед за ним	1	1
208	и тем же	1	1
209	произведение как например	1	1
210	себе а в	1	1
211	как бы в	1	1
212	весна лето осень	1	1
213	и казалось бы	1	1
214	как мы знаем	1	1
215	в данный момент	1	1
216	с той же	1	1
217	в поэзии пастернака	1	1
218	с того что	1	1
219	так как мы	1	1
220	и в особенности	1	1
221	во главу угла	1	1
222	таким образом от	1	1
223	аналогично тому как	1	1
224	не может как	1	1
225	сознательно или бессознательно	1	1
226	в это время	1	1
227	психологическое исследование искусства	1	1
228	том или ином	1	1
229	эти два момента	1	1
230	выразить то что	1	1
231	может быть в	1	1
232	а потому не	2	1
233	является продолжением и	1	1
234	не в состоянии	4	1
235	именно то что	1	1
236	и для всех	1	1
237	той же природы	1	1
238	не что иное	2	1
239	он не может	3	1
240	двух направлений либо	1	1
241	не может стать	2	1
242	в своей основе	1	1
243	уже не может	1	1
244	хотя и не	2	1
245	оно в своей	1	1
246	с таким расчетом	3	1
247	у того же	1	1
248	всяком случае в	2	1
249	что я хотел	1	1
250	резко отличается от	1	1
251	из двух направлений	1	1
252	до какой степени	1	1
253	одним и тем	1	1
254	произведение искусства и	1	1
255	одном из двух	1	1
256	направлений либо изучалась	1	1
257	это и не	1	1
258	может быть определена	1	1
259	писателя и читателя	1	1
260	человека от животного	1	1
261	и в полном	2	1
262	только потому что	2	1
263	либо изучалось переживание	1	1
264	как объект как	1	1
265	которое может быть	1	1
266	я хотел сказать	1	1
267	тогда когда оно	1	1
268	было бы и	2	1
269	с самого начала	1	1
270	в сущности не	1	1
271	таким расчетом чтобы	2	1
272	том что он	2	1
273	не могут быть	2	1
274	произведения искусства с	1	1
275	сказать что по	1	1
276	и в сущности	1	1
277	искусство в том	1	1
278	есть по преимуществу	1	1
279	что иное как	2	1
280	переживание зрителя читателя	1	1
281	теми или иными	1	1
282	не впадая в	1	1
283	и не может	2	1
284	чтобы вызвать эстетическую	1	1
285	вопрос о том	1	1
286	приводит к тому	2	1
287	это и есть	1	1
288	само по себе	8	1
289	по тому же	2	1
290	имеем дело с	1	1
291	мы не можем	2	1
292	в основе своей	2	1
293	при этом искусство	1	1
294	в сущности говоря	6	1
