N	2gram	Vygotskiy_	Literetu
1	а не	18	50
2	и не	24	47
3	не только	25	46
4	и в	55	44
5	может быть	35	43
6	при этом	28	41
7	но и	12	41
8	тогда как	1	40
9	в том	55	39
10	в этом	21	38
11	своего рода	1	37
12	том что	30	32
13	такого рода	1	30
14	в частности	6	30
15	то что	47	29
16	в мире	1	28
17	в качестве	3	27
18	то же	17	26
19	состоит в	5	26
20	как и	25	23
21	в стихотворении	1	23
22	в то	8	23
23	не в	19	22
24	того что	15	22
25	так и	6	22
26	не может	30	22
27	х годов	5	21
28	же время	2	21
29	в себе	6	20
30	прежде всего	5	19
31	как бы	11	18
32	с другой	7	17
33	точки зрения	32	17
34	то есть	44	17
35	в его	8	17
36	в жизни	5	16
37	сознания в	1	16
38	в этой	5	16
39	не менее	9	15
40	я не	1	15
41	в русской	1	15
42	только в	18	15
43	в стихах	2	15
44	произведение искусства	9	15
45	со стороны	5	15
46	тем самым	2	15
47	в целом	8	15
48	и даже	11	14
49	однако в	2	14
50	что он	17	14
51	эстетического объекта	2	13
52	уже не	3	13
53	в своем	3	13
54	с одной	6	13
55	как это	8	13
56	но не	5	13
57	и его	14	13
58	в своей	6	12
59	о том	11	12
60	в данном	1	12
61	одной стороны	7	12
62	еще не	2	12
63	а также	1	12
64	не столько	1	11
65	в другом	1	11
66	никогда не	13	11
67	в конечном	6	11
68	и сам	3	11
69	столь же	6	11
70	еще в	1	11
71	вместе с	10	11
72	как в	17	11
73	в основе	13	11
74	в отличие	4	11
75	с его	3	11
76	данном случае	1	11
77	это не	1	11
78	отличие от	6	11
79	а в	10	11
80	даже в	2	10
81	в принципе	1	10
82	русской поэзии	1	10
83	конечном счете	6	10
84	из них	4	10
85	в ее	7	10
86	что в	39	10
87	и на	6	10
88	для себя	2	10
89	жизни в	1	10
90	потому что	27	10
91	этом отношении	7	10
92	жизни и	5	10
93	отнюдь не	11	10
94	в области	12	10
95	с этой	8	9
96	художественной деятельности	1	9
97	к тому	8	9
98	представляет собой	2	9
99	искусства и	24	9
100	связи с	2	9
101	один из	6	9
102	что я	4	9
103	в поэзии	5	9
104	одно из	2	9
105	и т.д	1	9
106	же в	1	9
107	быть может	2	8
108	в своих	12	8
109	тем что	7	8
110	все же	9	8
111	исходит из	5	8
112	одна из	5	8
113	того же	3	8
114	едва ли	5	8
115	ли не	2	8
116	с точки	12	8
117	как раз	4	8
118	что не	2	8
119	в конце	6	8
120	о себе	1	8
121	художественного творчества	6	8
122	слова и	1	8
123	соответствии с	1	8
124	той же	9	8
125	в глазах	1	8
126	но в	5	8
127	уже в	3	8
128	для него	1	8
129	по существу	6	8
130	и как	9	8
131	в искусстве	24	8
132	вплоть до	3	8
133	в самом	18	7
134	русской литературе	1	7
135	в одном	4	7
136	другой стороны	7	7
137	для всех	5	7
138	именно в	1	7
139	ведет к	1	7
140	в художественном	9	7
141	для этого	1	7
142	в противоположность	1	7
143	по преимуществу	2	7
144	не как	3	7
145	тому же	4	7
146	он не	8	7
147	и тем	5	7
148	и с	5	7
149	в нем	5	7
150	из того	2	7
151	наконец в	2	7
152	в сфере	1	7
153	до конца	9	7
154	и для	9	7
155	он и	1	7
156	у нас	4	7
157	в их	4	7
158	так в	1	7
159	человека в	1	7
160	и других	4	7
161	тому как	10	7
162	а затем	1	6
163	в виду	6	6
164	например в	5	6
165	казалось бы	4	6
166	обращаясь к	1	6
167	как на	6	6
168	у него	4	6
169	его в	3	6
170	не было	5	6
171	эстетический объект	1	6
172	во всех	4	6
173	в каждом	5	6
174	было бы	14	6
175	подобно тому	7	6
176	с ее	3	6
177	то в	2	6
178	самом деле	19	6
179	как о	1	6
180	в слове	3	6
181	поэзии и	8	6
182	еще и	1	6
183	то и	2	6
184	тем же	4	6
185	одного из	1	6
186	и др	1	6
187	и то	4	6
188	что ему	1	6
189	том числе	1	6
190	произведения искусства	4	6
191	в ней	3	6
192	далеко не	7	6
193	при всем	3	6
194	как будто	10	6
195	и только	5	6
196	и наконец	2	6
197	и к	5	5
