N	2gram	Vygotskiy_	Sovremen
1	не может	16	17
2	может быть	19	12
3	точки зрения	49	12
4	таким образом	39	11
5	мы не	13	9
6	в этом	32	7
7	и в	37	7
8	не можем	3	7
9	мы можем	11	6
10	в результате	7	6
11	как и	20	6
12	ничего не	6	6
13	и не	15	6
14	с точки	34	5
15	прежде всего	12	5
16	что же	3	5
17	все эти	6	5
18	и наконец	3	5
19	в дальнейшем	1	4
20	а в	4	4
21	так как	11	4
22	вопрос о	11	4
23	это не	5	4
24	не только	29	4
25	мы должны	11	4
26	в развитии	31	4
27	с помощью	16	4
28	как бы	16	4
29	нет и	1	4
30	если мы	8	4
31	системы в	3	4
32	в зависимости	8	4
33	их в	6	4
34	жизни и	2	4
35	вместе с	14	4
36	в целом	29	4
37	же это	2	4
38	в том	47	4
39	зависимости от	8	4
40	из них	4	4
41	точку зрения	8	4
42	мы видели	8	4
43	и к	9	3
44	и потому	3	3
45	видели что	6	3
46	на этой	2	3
47	и мы	3	3
48	с самого	9	3
49	когда мы	2	3
50	уже в	8	3
51	то же	12	3
52	у каждого	1	3
53	при этом	6	3
54	поэтому мы	1	3
55	не в	9	3
56	а не	5	3
57	в системе	1	3
58	для нас	4	3
59	все это	9	3
60	как он	7	3
61	в одном	5	3
62	у нас	1	3
63	а все	1	3
64	основной вопрос	1	3
65	самого начала	9	3
66	в конце	2	3
67	ведь это	1	3
68	так называемых	2	3
69	в наших	4	3
70	и т.д	15	3
71	было бы	12	3
72	в первом	2	3
73	в этой	13	3
74	из двух	3	3
75	он в	6	3
76	и все	7	3
77	на две	3	3
78	мы называем	3	3
79	в себе	8	3
80	следующим образом	2	3
81	ясно что	2	3
82	что она	6	3
83	он может	2	3
84	одна из	1	3
85	все же	6	3
86	в области	4	3
87	может не	4	3
88	отличается от	1	3
89	между собой	5	3
90	отнюдь не	2	3
91	в нем	2	3
92	но мы	4	3
93	но в	9	3
94	еще не	1	3
95	с этим	8	2
96	что в	25	2
97	этих двух	4	2
98	тем не	1	2
99	в самом	16	2
100	развития он	1	2
101	совершенно не	1	2
102	мы видим	7	2
103	значение в	4	2
104	каждая из	2	2
105	и что	11	2
106	для развития	1	2
107	отличие от	3	2
108	друг с	6	2
109	которой он	2	2
110	ее на	4	2
111	и пр	2	2
112	то и	4	2
113	о значении	1	2
114	самый вопрос	2	2
115	с одной	14	2
116	в отличие	3	2
117	такого рода	1	2
118	объяснения развития	1	2
119	в свою	4	2
120	из этих	6	2
121	в его	16	2
122	во всяком	6	2
123	результаты своих	1	2
124	не будем	1	2
125	мы знаем	3	2
126	не дает	1	2
127	еще более	1	2
128	помощью которых	2	2
129	можно назвать	2	2
130	то ни	1	2
131	только так	1	2
132	с совершенно	1	2
133	что это	8	2
134	что при	3	2
135	конце развития	1	2
136	в некоторых	1	2
137	по мнению	2	2
138	из которых	6	2
139	только один	1	2
140	что такое	1	2
141	может иметь	1	2
142	говорить о	4	2
143	на его	1	2
144	все те	2	2
145	развития мы	1	2
146	в третьем	1	2
147	на их	2	2
148	у него	2	2
149	не могут	1	2
150	в новых	3	2
151	в виде	3	2
152	со всеми	2	2
153	свою очередь	3	2
154	и даже	5	2
155	как известно	8	2
156	самом деле	8	2
157	в которой	6	2
158	но все	3	2
159	к чему	1	2
160	же самое	4	2
161	ли оно	1	2
162	тот или	1	2
163	как мы	11	2
164	наконец не	1	2
165	развития в	8	2
166	и во	1	2
167	той же	4	2
168	могут быть	5	2
169	и будет	1	2
170	в таком	1	2
171	в нашем	3	2
172	уже не	2	2
173	все процессы	1	2
174	и есть	2	2
175	что все	8	2
176	или иной	3	2
177	и именно	1	2
178	на этот	7	2
179	такой же	3	2
180	первый период	1	2
181	на этом	3	2
182	не менее	1	2
183	так сказать	1	2
184	же мы	1	2
185	приводит к	8	2
186	и по	3	2
187	на котором	1	2
188	с другом	6	2
189	свою собственную	4	2
190	в один	4	2
191	известных нам	1	2
192	каждого из	2	2
193	знаем что	1	2
194	на другом	1	2
195	тот же	7	2
196	пока наконец	1	2
197	мы с	1	2
198	всяком случае	5	2
199	он должен	4	2
200	процессы развития	1	1
201	во всех	4	1
202	к началу	1	1
203	которую можно	3	1
204	бы то	1	1
205	которые в	2	1
206	объяснить нам	1	1
207	стадии своего	2	1
208	к которому	4	1
209	именно к	1	1
210	с новой	1	1
211	затем идет	1	1
212	образом один	1	1
213	в свое	1	1
214	и составляет	3	1
215	только не	2	1
216	но можно	1	1
217	этого явления	1	1
218	развитии в	1	1
219	искать в	1	1
220	влечет за	2	1
221	а потому	1	1
222	то он	3	1
223	речи мы	5	1
224	но как	1	1
225	поэтому что	5	1
226	чем же	2	1
227	только из	2	1
228	не является	16	1
229	из многих	1	1
230	в данном	5	1
231	до сих	4	1
232	не хотим	2	1
233	только к	1	1
234	все его	1	1
235	раз совершенно	1	1
236	основное направление	1	1
237	за шагом	3	1
238	совершенно бессильна	1	1
239	что задача	1	1
240	бы к	3	1
241	и более	6	1
242	то этим	1	1
243	та же	1	1
244	вытекает из	3	1
245	мы постараемся	2	1
246	заложена в	1	1
247	методологическую сторону	1	1
248	в действительности	1	1
249	опирается на	1	1
250	в объяснении	3	1
251	его мнению	1	1
252	возникновения и	2	1
253	объективная действительность	1	1
254	от его	5	1
255	в живой	1	1
256	которых в	2	1
257	в процессе	19	1
258	данном случае	5	1
259	в очень	1	1
260	не имеют	1	1
261	связи с	7	1
262	его работы	1	1
263	здесь нет	1	1
264	раз и	1	1
265	одна не	1	1
266	на язык	2	1
267	если понимать	1	1
268	указать на	1	1
269	это последнее	1	1
270	должно быть	4	1
271	три направления	1	1
272	мы уже	7	1
273	к области	1	1
274	это как	2	1
275	человек и	1	1
276	мы получили	2	1
277	почти не	1	1
278	с и	3	1
279	его с	2	1
280	идет о	5	1
281	очередь на	1	1
282	она не	3	1
283	этом ее	2	1
284	в течение	4	1
285	на ее	2	1
286	чтобы он	1	1
287	она в	1	1
288	ним и	1	1
289	позволяет ему	2	1
290	машин и	1	1
291	всегда останется	1	1
292	от всяких	2	1
293	одной стороны	15	1
294	развития с	2	1
295	шаг за	3	1
296	развития из	1	1
297	этот метод	2	1
298	рассмотрение и	1	1
299	на другой	1	1
300	на друга	1	1
301	условий в	2	1
302	мы имеем	2	1
303	и у	1	1
304	быть в	1	1
305	несколько различных	1	1
306	если у	1	1
307	процесс развития	3	1
308	и речи	45	1
309	в другом	7	1
310	несмотря на	6	1
311	физическими и	1	1
312	том как	1	1
313	мы всегда	1	1
314	признать за	1	1
315	не быть	1	1
316	остается еще	2	1
317	в ней	2	1
318	которых он	3	1
319	из всех	3	1
320	совершенно бесспорный	1	1
321	друг на	1	1
322	ни было	1	1
323	функциями в	1	1
324	на второй	1	1
325	что эта	7	1
326	положение в	1	1
327	самому своему	2	1
328	по многим	1	1
329	им явлений	1	1
330	а может	1	1
331	это значит	1	1
332	формы с	2	1
333	хотя и	2	1
334	человек с	3	1
335	с другой	16	1
336	и тогда	1	1
337	а это	1	1
338	об объяснении	1	1
339	с ним	3	1
340	на которых	4	1
341	связей и	2	1
342	что вся	1	1
343	он не	11	1
344	кроме того	1	1
345	дальнейшем и	1	1
346	и из	2	1
347	за собой	4	1
348	два основных	1	1
349	и т.п	5	1
350	и той	2	1
351	развития что	1	1
352	не соответствует	1	1
353	одной и	2	1
354	развития и	3	1
355	мы снова	1	1
356	но тем	3	1
357	какой бы	1	1
358	что с	6	1
359	те же	2	1
360	между двумя	2	1
361	путь для	1	1
362	а затем	5	1
363	далее что	2	1
364	в область	1	1
365	как у	1	1
366	увидим что	2	1
367	и вся	2	1
368	эта сторона	1	1
369	поэтому в	3	1
370	только на	1	1
371	и методологической	2	1
372	и их	5	1
373	место только	1	1
374	и всегда	1	1
375	вся остальная	1	1
376	что произошло	1	1
377	остановиться на	1	1
378	все что	4	1
379	и та	1	1
380	для объяснения	2	1
381	и критика	1	1
382	и при	2	1
383	в известном	4	1
384	силы в	1	1
385	на самом	4	1
386	здесь в	1	1
387	на которой	4	1
388	самое что	1	1
389	для них	1	1
390	совершенно так	1	1
391	можно было	6	1
392	и должно	1	1
393	и наиболее	2	1
394	этим вопросом	1	1
395	ни в	6	1
396	с опытами	1	1
397	как всякая	1	1
398	и от	4	1
399	в начале	2	1
400	нами в	3	1
401	факт что	3	1
402	по отношению	12	1
403	еще в	1	1
404	данные которые	1	1
405	ином направлении	1	1
406	развития все	2	1
407	этого объяснения	1	1
408	утверждает что	3	1
409	почти совершенно	1	1
410	стороны и	3	1
411	роль играет	1	1
412	конечно не	1	1
413	и основное	4	1
414	и само	2	1
415	и тот	1	1
416	его условий	1	1
417	но что	3	1
418	и те	2	1
419	эта функция	1	1
420	только в	8	1
421	объяснения и	2	1
422	тот факт	1	1
423	в совершенно	5	1
424	которая не	1	1
425	этот вопрос	6	1
426	функции в	4	1
427	же время	2	1
428	существующими в	1	1
429	видим не	1	1
430	в ином	2	1
431	так же	18	1
432	можем противопоставить	1	1
433	выполнять в	1	1
434	ведь если	1	1
435	перед глазами	1	1
436	развития той	1	1
437	в обоих	1	1
438	приспособления к	8	1
439	мы по	1	1
440	или как	1	1
441	себе в	1	1
442	природы но	1	1
443	совершенно независимо	1	1
444	должен был	1	1
445	сравнительно с	1	1
446	в конечном	4	1
447	чем в	1	1
448	всегда будет	1	1
449	назвать в	1	1
450	в своих	6	1
451	наконец мы	1	1
452	не представляет	1	1
453	не было	1	1
454	не опирается	1	1
455	как например	2	1
456	сдвигается к	1	1
457	мы вправе	3	1
458	с его	7	1
459	процессе развития	7	1
460	хода развития	1	1
461	один из	3	1
462	всегда и	3	1
463	на это	1	1
464	если бы	10	1
465	не знает	1	1
466	или в	2	1
467	заключает в	1	1
468	свою задачу	1	1
469	на которые	1	1
470	центр тяжести	1	1
471	образом если	1	1
472	к одному	1	1
473	наших дней	1	1
474	подвести итоги	1	1
475	их по	1	1
476	и еще	2	1
477	как их	1	1
478	что его	6	1
479	как его	2	1
480	в эту	4	1
481	штерн и	1	1
482	развиваются в	1	1
483	живой жизни	1	1
484	вообще и	2	1
485	мы говорим	2	1
486	находиться в	2	1
487	но эта	3	1
488	двух и	1	1
489	функций и	1	1
490	дело в	3	1
491	в споре	2	1
492	крайней мере	1	1
493	неверной и	1	1
494	известном смысле	3	1
495	одного из	4	1
