N	2gram	Losev_Dial	OGranits
1	и в	35	13
2	и его	6	12
3	прежде всего	14	9
4	может быть	30	8
5	и не	51	8
6	не может	16	8
7	и пр	7	7
8	в его	4	7
9	и их	5	7
10	точки зрения	25	7
11	таким образом	5	6
12	не только	26	6
13	мы должны	6	6
14	только в	7	6
15	то что	25	6
16	как бы	19	6
17	в поэзии	8	5
18	хотя бы	6	5
19	с точки	18	5
20	но ведь	2	5
21	все же	9	5
22	и эта	3	5
23	и наконец	1	5
24	в каждом	4	4
25	мы можем	5	4
26	не является	3	4
27	только и	5	4
28	вполне понятно	1	4
29	мы не	1	4
30	то же	21	4
31	еще и	4	4
32	было бы	14	4
33	все это	14	4
34	в сознании	3	4
35	в своей	9	4
36	тех пор	2	4
37	но мы	3	4
38	но в	8	4
39	вопроса о	1	4
40	с этим	5	3
41	что в	19	3
42	к одному	1	3
43	понятно что	2	3
44	и то	15	3
45	только путем	1	3
46	со всей	2	3
47	связана с	1	3
48	в искусстве	2	3
49	и уже	4	3
50	так и	18	3
51	не как	4	3
52	говорить о	9	3
53	одно и	8	3
54	есть прежде	1	3
55	в одном	4	3
56	за пределы	4	3
57	превращается в	2	3
58	поставить вопрос	1	3
59	в их	5	3
60	в ее	3	3
61	здесь мы	1	3
62	самом деле	6	3
63	не в	12	3
64	в которой	3	3
65	что же	5	3
66	и все	11	3
67	общего с	6	3
68	но для	2	3
69	тела и	3	3
70	в себе	23	3
71	так как	24	3
72	да и	11	3
73	но и	17	3
74	и для	2	3
75	как и	10	3
76	ничего общего	4	3
77	точку зрения	3	3
78	никогда не	18	3
79	в области	2	2
80	к сожалению	2	2
81	в самом	6	2
82	во всем	3	2
83	нет ничего	1	2
84	и к	8	2
85	представляет себе	1	2
86	что они	8	2
87	того или	1	2
88	телом и	1	2
89	может иметь	6	2
90	форм и	2	2
91	и отчасти	1	2
92	мы видим	6	2
93	иное как	4	2
94	в данном	5	2
95	мы уже	8	2
96	и этот	1	2
97	и наиболее	1	2
98	а как	1	2
99	в своих	1	2
100	в этом	18	2
101	что иное	4	2
102	в общем	2	2
103	данном случае	1	2
104	на язык	1	2
105	он только	1	2
106	с одной	4	2
107	мог бы	3	2
108	наконец в	1	2
109	и при	3	2
110	одной стороны	3	2
111	и должно	3	2
112	и научно	1	2
113	который мы	1	2
114	в другом	6	2
115	при этом	2	2
116	несмотря на	12	2
117	между тем	3	2
118	в полном	1	2
119	для него	2	2
120	и истории	1	2
121	и тем	2	2
122	в руках	1	2
123	и может	7	2
124	смысле слова	1	2
125	связанные с	3	2
126	ее в	2	2
127	в том	20	2
128	в которую	1	2
129	с этой	3	2
130	что эта	5	2
131	мы получим	1	2
132	и является	2	2
133	в тех	2	2
134	в отношении	5	2
135	чем же	1	2
136	вслед за	2	2
137	другой стороны	7	2
138	сознания и	8	2
139	во времени	4	2
140	не что	4	2
141	но так	2	2
142	не на	1	2
143	от этого	5	2
144	так же	6	2
145	думать что	3	2
146	в них	4	2
147	самого начала	2	2
148	а в	8	2
149	если бы	12	2
150	себе что	1	2
151	от своего	1	2
152	а также	1	2
153	с г	1	2
154	еще в	2	2
155	в ней	4	2
156	с самого	2	2
157	тем что	2	2
158	и др	2	2
159	могут быть	6	2
160	вовсе не	19	2
161	между собою	3	2
162	его на	1	2
163	учение о	11	2
164	в связи	3	2
165	имеет место	1	2
166	в зависимости	2	2
167	во всей	1	2
168	с ними	4	2
169	говорить об	1	2
170	может стать	1	2
171	вне всякой	1	2
172	все эти	4	2
173	с другой	10	2
174	как в	3	2
175	не менее	5	2
176	только ее	1	2
177	нуждается в	6	2
178	явлений и	3	2
179	не имеет	15	2
180	там где	1	2
181	том что	18	2
182	в нем	25	2
183	уже в	5	2
184	и следовательно	7	2
185	зависимости от	2	2
186	а не	24	2
187	всей своей	1	2
188	в чем	9	2
189	в целом	1	2
190	и ее	1	2
191	тот же	1	2
192	подойти к	1	2
193	собственно говоря	5	2
194	к тому	6	2
195	есть не	8	2
196	кажется что	1	2
197	для исследования	1	2
198	слова и	1	2
199	бы в	3	2
200	в дальнейшем	6	1
201	этого термина	1	1
202	в оценке	2	1
203	в особенности	6	1
204	его к	1	1
205	метафизикой которая	1	1
206	всего в	1	1
207	только одно	1	1
208	себе в	1	1
209	этого и	1	1
210	о сущности	1	1
211	но мало	1	1
212	к которому	1	1
213	поэтическое произведение	2	1
214	который является	1	1
215	и оба	1	1
216	особенности и	1	1
217	находятся в	1	1
218	то он	2	1
219	к счастью	1	1
220	выражение в	1	1
221	не зная	2	1
222	зрения и	2	1
223	это конечно	5	1
224	только к	2	1
225	и других	1	1
226	и он	6	1
227	один из	3	1
228	как ни	3	1
229	движение может	1	1
230	можно установить	1	1
231	можно говорить	2	1
232	вещь он	1	1
233	социологическое значение	1	1
234	и здесь	1	1
235	бы несколько	1	1
236	и неизменная	1	1
237	равно и	1	1
238	уже из	1	1
239	приближается к	1	1
240	то это	6	1
241	она и	2	1
242	отличие от	1	1
243	в последнем	1	1
244	вопрос о	3	1
245	как же	8	1
246	что мы	3	1
247	на этом	4	1
248	они не	3	1
249	которую мы	1	1
250	на нем	2	1
251	другое дело	1	1
252	только что	5	1
253	или иная	4	1
254	эта особенность	1	1
255	даже и	3	1
256	ее на	2	1
257	как средство	1	1
258	которые не	2	1
259	или только	1	1
260	душа и	1	1
261	указать на	1	1
262	должно быть	7	1
263	того как	3	1
264	если он	1	1
265	сознание что	1	1
266	в самых	1	1
267	всю сложность	1	1
268	если наконец	1	1
269	необходимо чтобы	2	1
270	не могу	9	1
271	и вот	10	1
272	на очень	2	1
273	на том	1	1
274	другими словами	2	1
275	есть одно	1	1
276	это все	2	1
277	но при	1	1
278	более или	5	1
279	это особенно	1	1
280	внимание на	1	1
281	теперь мы	1	1
282	когда я	2	1
283	потому что	23	1
284	должны быть	2	1
285	он всегда	3	1
286	его создании	1	1
287	но даже	1	1
288	того чтобы	1	1
289	и если	5	1
290	же как	3	1
291	или иных	1	1
292	бы мы	2	1
293	ту или	1	1
294	и более	7	1
295	мы имеем	4	1
296	и у	2	1
297	также и	7	1
298	для которой	1	1
299	это и	6	1
300	для того	2	1
301	явления природы	1	1
302	себе эту	1	1
303	совсем не	1	1
304	с вещами	1	1
305	тому как	1	1
306	тому что	4	1
307	в субъекте	1	1
308	все то	1	1
309	которые и	1	1
310	есть его	2	1
311	что мир	2	1
312	представляет собою	1	1
313	основные и	1	1
314	что всякий	1	1
315	он и	2	1
316	отбросить все	1	1
317	его и	1	1
318	не всегда	2	1
319	в своем	7	1
320	в разных	6	1
321	или же	1	1
322	и тогда	4	1
323	говорить не	1	1
324	осмысления и	1	1
325	этом отношении	2	1
326	ни была	2	1
327	связанное с	1	1
328	время в	1	1
329	остается только	2	1
330	мысли и	3	1
331	тем не	3	1
332	здесь он	1	1
333	и языком	1	1
334	как это	8	1
335	в художественной	1	1
336	те или	1	1
337	на почву	1	1
338	что такое	13	1
339	мы в	2	1
340	входя в	1	1
341	мы все	1	1
342	то мы	2	1
343	выражение то	1	1
344	только на	3	1
345	выйти за	1	1
346	общения с	1	1
347	или иные	1	1
348	из того	2	1
349	об этом	7	1
350	вступает в	1	1
351	только потому	4	1
352	нужно сказать	1	1
353	переходит в	1	1
354	одно дело	1	1
355	остановиться на	1	1
356	разница в	1	1
357	не приходится	1	1
358	никто не	2	1
359	в науке	3	1
360	символика и	1	1
361	и что	17	1
362	на самом	5	1
363	или иную	1	1
364	в различных	2	1
365	для них	1	1
366	материи и	1	1
367	можно было	5	1
368	в этой	3	1
369	людей и	1	1
370	в широком	2	1
371	это слово	1	1
372	фактов но	1	1
373	иметь в	4	1
374	есть хотя	1	1
375	во все	1	1
376	в виду	9	1
377	же такое	1	1
378	чем его	1	1
379	к другому	1	1
380	быть может	5	1
381	и до	2	1
382	истории и	1	1
383	нет никакого	1	1
384	с их	2	1
385	и есть	20	1
386	для своей	1	1
387	конечно не	9	1
388	подобно тому	1	1
389	не хотят	3	1
390	но это	12	1
391	только то	7	1
392	переходит из	1	1
393	по себе	39	1
394	явление и	3	1
395	в истории	1	1
396	все равно	7	1
397	и позитивизма	1	1
398	по своей	5	1
399	эпоху то	1	1
400	как некая	2	1
401	же время	9	1
402	и порядок	1	1
403	лишь как	3	1
404	ее форму	1	1
405	его в	3	1
406	никакого отношения	1	1
407	со всеми	2	1
408	человека и	2	1
409	то или	5	1
410	поэтому анализ	1	1
411	на всю	6	1
412	или как	2	1
413	как то	1	1
414	а на	1	1
415	самый предмет	1	1
416	а лишь	3	1
417	и последнее	1	1
418	существует только	1	1
419	или иное	5	1
420	и часто	3	1
421	сразу в	1	1
422	выключить из	1	1
423	не было	7	1
424	когда мы	3	1
425	связи с	3	1
426	какую-то пустоту	1	1
427	если не	1	1
428	же не	4	1
429	этой точки	2	1
430	как известно	3	1
431	что касается	3	1
432	существует как	1	1
433	не знает	2	1
434	или в	2	1
435	к полной	1	1
436	от одного	1	1
437	поэзии же	1	1
438	в основе	4	1
439	же только	2	1
440	смысл идею	2	1
441	могут возразить	1	1
442	почему же	2	1
443	на то	5	1
444	ни о	5	1
445	то не	4	1
446	но там	1	1
447	и там	1	1
448	же самое	3	1
449	сказал что	3	1
450	будет существовать	1	1
451	из нее	2	1
452	равно как	1	1
453	следовательно в	2	1
454	их в	2	1
