N	2gram	Losev_Vesc	Myslijsy
1	потому что	25	182
2	то есть	2	142
3	и в	44	121
4	может быть	37	107
5	в том	15	103
6	то что	47	83
7	в слове	2	78
8	для нас	2	75
9	что в	11	73
10	и не	57	73
11	только в	23	72
12	не только	48	67
13	а не	34	67
14	таким образом	16	64
15	в языке	1	60
16	в этом	17	59
17	но и	19	59
18	том что	13	59
19	так как	17	59
20	то же	12	56
21	не в	14	54
22	если бы	8	53
23	в себе	23	53
24	по себе	22	52
25	не может	44	52
26	того что	16	47
27	в сознании	1	46
28	было бы	24	45
29	в нем	6	45
30	не есть	79	42
31	как и	15	42
32	так что	9	39
33	вместе с	4	39
34	что и	11	38
35	мы не	8	38
36	при этом	1	37
37	как в	3	37
38	так и	4	37
39	тогда когда	5	36
40	что мы	17	36
41	тем что	7	33
42	и что	22	32
43	а в	6	30
44	что не	11	29
45	но не	9	29
46	вовсе не	11	28
47	мы можем	4	28
48	для него	8	28
49	есть только	18	28
50	с этим	4	27
51	могут быть	1	27
52	язык есть	2	26
53	не было	4	26
54	независимо от	5	26
55	и т	37	26
56	то и	7	26
57	этого слова	1	25
58	между собою	12	24
59	в то	11	24
60	с тем	8	23
61	как бы	19	23
62	от того	7	23
63	а потому	2	22
64	что слово	1	22
65	то это	5	22
66	с другой	8	22
67	не имеет	2	22
68	только тогда	4	22
69	но в	8	22
70	и потому	8	21
71	внутренняя форма	1	21
72	не менее	11	21
73	в одном	6	20
74	это не	9	20
75	в ней	14	20
76	мысли и	5	19
77	и как	12	19
78	но это	14	19
79	сказать что	21	19
80	с ним	8	19
81	того же	5	19
82	тем не	11	19
83	что это	18	19
84	и то	14	19
85	из этих	1	19
86	о том	11	19
87	есть уже	4	19
88	тем самым	2	19
89	должно быть	8	19
90	есть не	17	19
91	в самом	13	18
92	в таком	1	18
93	для того	3	18
94	по поводу	1	18
95	в мысли	5	18
96	не могут	1	18
97	очевидно что	2	18
98	в каком	6	18
99	для меня	3	18
100	тогда как	3	18
101	что я	26	18
102	еще не	12	18
103	точки зрения	10	17
104	крайней мере	10	17
105	со стороны	9	17
106	по крайней	10	17
107	слова и	7	17
108	что оно	10	17
109	уже в	2	17
110	в его	5	17
111	во всяком	4	17
112	слова в	2	17
113	не можем	3	17
114	только что	2	16
115	и на	2	16
116	к тому	3	16
117	так же	4	16
118	в своем	9	16
119	в которой	5	16
120	а только	3	16
121	в них	1	16
122	слово есть	1	16
123	есть нечто	12	16
124	что если	2	16
125	на то	9	16
126	быть может	3	15
127	в этих	1	15
128	уже не	15	15
129	только как	2	15
130	с одной	3	15
131	с другими	8	15
132	и тем	7	15
133	и по	1	15
134	что он	7	15
135	стало быть	3	15
136	в свою	5	15
137	т д	36	15
138	прежде всего	17	15
139	в ряду	1	15
140	думать что	1	15
141	тому как	5	15
142	все же	18	14
143	в одно	2	14
144	в природе	1	14
145	в котором	4	14
146	в действительности	7	14
147	свою очередь	5	14
148	то в	4	14
149	связи с	1	14
150	во всех	5	14
151	когда мы	6	14
152	бы ни	3	14
153	должны быть	6	14
154	сам по	4	14
155	в истории	3	14
156	же время	4	14
157	и без	4	14
158	мы должны	5	14
159	само по	4	14
160	языка в	1	13
161	из них	7	13
162	что все	2	13
163	в смысле	22	13
164	есть для	2	13
165	и все	6	13
166	не следует	1	13
167	том смысле	1	13
168	зависит от	1	13
169	смысле этого	1	13
170	и может	3	13
171	и его	4	13
172	одно из	2	12
173	другой стороны	3	12
174	до сих	1	12
175	более или	4	12
176	не то	4	12
177	никогда не	5	12
178	хотя и	5	12
179	быть только	6	12
180	и вместе	1	12
181	в чем	10	12
182	сих пор	1	12
183	оно не	6	12
184	всяком случае	2	12
185	что же	17	12
186	относится к	6	12
187	только потому	1	12
188	что такое	20	12
189	все это	7	12
190	возможно только	1	12
191	есть в	4	12
192	или менее	4	12
193	тем более	3	12
194	человека и	3	12
195	как мы	6	12
196	что на	2	12
197	все что	3	11
198	и если	5	11
199	что человек	1	11
200	в первом	2	11
201	которые мы	2	11
202	из себя	6	11
203	только на	3	11
204	и это	17	11
205	к нему	3	11
206	в состоянии	2	11
207	души и	1	11
208	его в	8	11
209	и притом	4	11
210	подобно тому	5	11
211	для человека	1	11
212	в силу	4	11
213	мы видели	3	11
214	сами по	3	11
215	того чтобы	4	11
216	быть не	5	11
217	к ней	4	11
218	той же	2	11
219	с нею	19	11
220	что для	5	11
221	если не	3	11
222	и вообще	6	11
223	к одному	3	11
224	и только	11	11
225	другими словами	9	11
226	и их	11	11
227	указывает на	8	11
228	же в	1	11
229	и с	11	10
230	хотя бы	9	10
231	одной стороны	3	10
232	одной и	1	10
233	духа и	1	10
234	находится в	4	10
235	представить себе	1	10
236	мы видим	5	10
237	и мы	5	10
238	а и	13	10
239	это слово	1	10
240	и следовательно	20	10
241	что как	1	10
242	в других	1	10
243	бы в	9	10
244	если же	5	10
245	что только	4	10
246	и от	4	10
247	и есть	40	10
248	он не	4	10
249	то время	4	10
250	образа и	1	10
251	мы говорим	6	10
252	том как	4	10
253	тех пор	1	10
254	если мы	12	10
255	тем же	2	10
256	и для	13	10
257	образ и	3	10
258	слово в	2	10
259	слова есть	1	10
260	и другое	6	10
261	так в	1	10
262	и понимания	3	10
263	между прочим	4	10
264	тому что	2	10
265	и того	2	9
266	есть средство	1	9
267	то не	7	9
268	и даже	12	9
269	вопрос о	6	9
270	об отношении	4	9
271	связь между	1	9
272	с в	3	9
273	до того	1	9
274	на него	3	9
275	что она	23	9
276	на язык	3	9
277	зрения и	2	9
278	что хотя	1	9
279	только от	2	9
280	могли бы	1	9
281	в нее	1	9
282	одного и	1	9
283	от нее	2	9
284	не будет	13	9
285	один из	5	9
286	себе не	3	9
287	самом деле	7	9
288	звук и	5	9
289	никто не	1	9
290	но оно	3	9
291	этим последним	1	9
292	с точки	6	9
293	это было	2	9
294	не все	3	9
295	разница между	1	9
296	далеко не	2	9
297	в целом	3	9
298	и о	4	9
299	можно сказать	8	9
300	таким же	1	9
301	во всем	2	8
302	которые не	1	8
303	говорить о	9	8
304	не как	2	8
305	но все	3	8
306	вслед за	1	8
307	от одного	2	8
308	именно в	2	8
309	их в	6	8
310	в более	2	8
311	перестает быть	3	8
312	была бы	3	8
313	что они	12	8
314	только не	5	8
315	мы в	1	8
316	от них	1	8
317	и звук	1	8
318	одно и	6	8
319	что есть	8	8
320	не так	2	8
321	с и	1	8
322	с ними	4	8
323	в которых	1	8
324	между ними	6	8
325	внимание на	1	8
326	и тогда	7	8
327	остается только	1	8
328	при помощи	4	8
329	нельзя сказать	3	8
330	не из	2	8
331	в самой	3	8
332	тот же	4	8
333	этом случае	1	8
334	на вопрос	2	8
335	то мы	3	8
336	на самом	1	8
337	все равно	6	8
338	или в	3	8
339	и более	4	8
340	такое же	1	8
341	помнить что	1	8
342	на все	2	8
343	или что	5	8
344	человеческой природы	1	8
345	самого себя	2	7
346	с этой	6	7
347	в разных	6	7
348	но что	9	7
349	все эти	5	7
350	к другим	1	7
351	в жизни	5	7
352	в собственном	3	7
353	но мы	1	7
354	в данном	6	7
355	не существует	4	7
356	было в	3	7
357	одно целое	1	7
358	даже и	5	7
359	не всегда	1	7
360	превращается в	3	7
361	указания на	1	7
362	языка как	2	7
363	что именно	4	7
364	к этому	2	7
365	на котором	1	7
366	к языку	1	7
367	что у	5	7
368	то оно	1	7
369	несмотря на	6	7
370	или не	7	7
371	судить о	4	7
372	к мысли	1	7
373	на себе	5	7
374	но как	3	7
375	в своих	3	7
376	этот звук	1	7
377	когда я	5	7
378	она не	9	7
379	и та	2	7
380	и тот	1	7
381	этом смысле	2	7
382	бы было	1	7
383	могла бы	3	7
384	допустим что	3	7
385	во втором	2	7
386	его с	1	7
387	для себя	6	7
388	от нас	1	7
389	находятся в	2	7
390	себя и	8	7
391	о котором	2	7
392	этот образ	1	7
393	бы и	9	7
394	только один	3	7
395	и во	3	7
396	том же	1	7
397	мысли но	1	7
398	из него	1	7
399	с но	2	7
400	которое мы	1	7
401	сама по	7	7
402	как она	5	7
403	один и	2	7
404	не имеют	1	7
405	с самого	1	7
406	не с	8	7
407	на это	5	7
408	и понятия	1	7
409	не знаем	2	7
410	и к	1	6
411	заметим что	1	6
412	для всех	1	6
413	же и	2	6
414	нас в	3	6
415	образом и	4	6
416	в виду	2	6
417	вопрос об	2	6
418	если и	1	6
419	его на	4	6
420	а именно	1	6
421	в своей	6	6
422	ряду других	1	6
423	есть то	12	6
424	человеческой мысли	2	6
425	звуки и	2	6
426	между двумя	1	6
427	как оно	4	6
428	себе в	5	6
429	к которому	1	6
430	или если	1	6
431	связанное с	1	6
432	она есть	12	6
433	это будет	4	6
434	восприятия и	1	6
435	ни было	12	6
436	в ее	8	6
437	у него	3	6
438	но он	2	6
439	прежде чем	1	6
440	есть явление	9	6
441	эти последние	1	6
442	могло бы	1	6
443	мы уже	3	6
444	хотя в	1	6
445	же самое	1	6
446	заставляет нас	1	6
447	главным образом	3	6
448	но есть	1	6
449	оно есть	16	6
450	и самое	3	6
451	вне себя	2	6
452	например что	2	6
453	должна быть	8	6
454	в сущности	7	6
455	никак не	7	6
456	от другого	1	6
457	имеет значение	1	6
458	с таким	1	6
459	заключается в	3	6
460	может стать	1	6
461	форма слова	1	6
462	да и	5	6
463	ничего общего	1	6
464	явлений и	3	6
465	язык и	1	6
466	с а	4	6
467	и уже	2	6
468	лишь в	1	6
469	в этой	4	6
470	и до	6	6
471	мог бы	7	6
472	слово и	4	6
473	но если	12	6
474	представления и	1	6
475	но на	2	6
476	что с	1	6
477	то он	2	6
478	у нас	9	6
479	только звук	1	6
480	в их	4	6
481	в виде	3	6
482	на нее	2	6
483	в стороне	1	6
484	в звуках	1	6
485	образ или	1	6
486	что между	2	6
487	форма в	1	6
488	об этом	5	6
489	как он	2	6
490	в один	1	6
491	понятия и	1	6
492	оно должно	1	6
493	жизни и	6	6
494	в той	6	5
495	человеческой жизни	1	5
496	даже в	1	5
497	или нет	1	5
498	в отдельном	1	5
499	на нас	3	5
500	например с	1	5
501	не столько	2	5
502	есть дело	1	5
503	или от	1	5
504	времени и	1	5
505	но самое	2	5
506	не дается	1	5
507	уже и	1	5
508	предмета и	1	5
509	когда в	1	5
510	к другой	3	5
511	какое именно	1	5
512	но даже	3	5
513	но эти	2	5
514	образом что	1	5
515	конечно не	2	5
516	вообще и	5	5
517	языка не	1	5
518	когда человек	1	5
519	том чтобы	2	5
520	ли она	1	5
521	уже по	1	5
522	звуков и	2	5
523	что то	3	5
524	на которую	1	5
525	на том	1	5
526	из того	3	5
527	только при	1	5
528	а с	3	5
529	ли мы	2	5
530	во внимание	1	5
531	одним из	1	5
532	свет и	1	5
533	без него	1	5
534	одна из	6	5
535	о которых	2	5
536	собою и	5	5
537	и у	4	5
538	предполагает что	11	5
539	оно и	4	5
540	можно было	6	5
541	но только	4	5
542	этот вопрос	6	5
543	если это	4	5
544	природы и	1	5
545	однако в	3	5
546	до сознания	1	5
547	что может	1	5
548	есть еще	3	5
549	можно только	6	5
550	если в	1	5
551	отличное от	1	5
552	время как	4	5
553	все то	2	5
554	то на	1	5
555	можно назвать	1	5
556	из которого	1	5
557	к другому	3	5
558	перед нами	3	5
559	в организме	1	5
560	оба эти	3	5
561	в течение	1	5
562	мы его	1	5
563	для нее	2	5
564	отношении к	4	5
565	слов и	1	5
566	переход от	2	5
567	ее не	6	5
568	на этот	1	5
569	и здесь	5	5
570	ответ на	1	5
571	с каким	1	5
572	они не	1	5
573	это можно	2	5
574	при таких	1	5
575	мы имеем	8	5
