N	4gram	Losev_Vlad	Dialekti
1	не что иное как	2	18
2	в то же время	7	14
3	одно и то же	1	12
4	есть не что иное	1	11
5	в то время как	2	8
6	ни в каком случае	1	7
7	не говоря уже о	3	7
8	и в то же	3	6
9	одной и той же	1	5
10	и тем не менее	1	5
11	не в том что	1	5
12	не имеет никакого отношения	1	4
13	и в этом смысле	1	4
14	имеет никакого отношения к	1	3
15	на самом же деле	1	3
16	в каком случае не	1	3
17	и т д в	1	3
18	но в то же	2	3
19	во что бы то	1	2
20	что бы то ни	1	2
21	ни к чему не	1	2
22	не выходя за пределы	1	2
23	говоря уже о том	1	2
24	дело в том что	7	2
25	ни в чем не	1	2
26	уже о том что	1	2
27	не содержит в себе	1	2
28	бы то ни стало	1	2
29	то же время и	1	2
30	само по себе не	1	1
31	но тем не менее	1	1
32	как мы уже сказали	2	1
33	по крайней мере до	1	1
34	до тех пор пока	2	1
35	а с другой стороны	1	1
36	но как раз в	1	1
37	в том что в	2	1
38	и вместе с тем	1	1
39	заключается не в том	1	1
40	мы должны сказать что	1	1
41	все больше и больше	1	1
42	точно так же нужно	1	1
43	бы то ни было	1	1
44	где на первом плане	1	1
45	как это мы находим	1	1
46	поэзия вовсе не есть	1	1
47	крайней мере до некоторой	1	1
48	и в том что	1	1
49	что несмотря на все	1	1
50	несмотря на весь свой	1	1
51	но даже и просто	1	1
52	и о том что	1	1
53	точка зрения с которой	1	1
54	и не может быть	1	1
55	нуждаясь ни в каких	1	1
56	в них нет ничего	1	1
57	а в том что	1	1
58	в сравнении с другими	1	1
59	с другой стороны мы	1	1
60	не нуждаясь ни в	1	1
61	что в сравнении с	1	1
62	о том что в	1	1
63	дело не в этом	1	1
64	выдвигает на первый план	1	1
65	в том что он	2	1
66	и во всяком случае	1	1
67	в это время не	1	1
68	мысли если только не	1	1
69	вплоть до последних дней	1	1
70	но дело в том	2	1
71	мере до некоторой степени	1	1
72	привело к тому что	1	1
73	что же это за	1	1
