N	3gram	Potebnia_M	formyVre
1	и т п	7	32
2	то же время	8	21
3	в то же	8	18
4	как мы уже	1	15
5	с точки зрения	2	15
6	друг с другом	1	13
7	для того чтобы	5	12
8	но и в	4	12
9	не только в	4	11
10	до сих пор	4	10
11	и того же	2	9
12	одного и того	2	9
13	в большинстве случаев	2	8
14	и т д	5	7
15	не может быть	7	7
16	в этом отношении	2	7
17	в том же	2	6
18	друг от друга	2	6
19	и в этом	1	6
20	с одной стороны	4	6
21	мы уже сказали	1	6
22	в том что	22	5
23	одной стороны и	1	5
24	то есть не	4	5
25	в то время	7	5
26	то есть в	1	5
27	как и в	3	5
28	одно и то	7	5
29	и то же	7	5
30	по отношению к	10	4
31	же что и	1	4
32	и в других	1	4
33	с другой стороны	4	4
34	равно как и	2	4
35	в этом случае	2	4
36	во всяком случае	3	4
37	то время как	3	4
38	может быть и	1	4
39	и как бы	2	3
40	все то что	2	3
41	бы он ни	1	3
42	с нашей точки	1	3
43	он ни был	1	3
44	может быть только	4	3
45	сами по себе	3	3
46	в чем не	1	3
47	а не в	1	3
48	т п но	1	3
49	к вопросу о	1	3
50	сих пор еще	1	3
51	то же самое	3	3
52	те же что	1	3
53	вместе с тем	5	3
54	а следовательно и	1	3
55	о том что	5	3
56	как бы ни	4	3
57	понятно что в	1	3
58	так и в	2	3
59	не в смысле	1	3
60	друг к другу	1	3
61	для него самого	1	2
62	с этим в	1	2
63	можно сказать что	3	2
64	здесь не только	1	2
65	конечно не в	1	2
66	вместе с этим	4	2
67	бы она ни	1	2
68	в строгом смысле	1	2
69	все более и	1	2
70	могут быть названы	1	2
71	он как мы	1	2
72	в данном случае	3	2
73	к тому же	1	2
74	и проч и	2	2
75	это значит что	1	2
76	в буквальном смысле	2	2
77	таким образом и	1	2
78	это то есть	1	2
79	в свою очередь	6	2
80	не было бы	2	2
81	и та же	2	2
82	она ни была	1	2
83	еще одну черту	1	2
84	здесь как и	1	2
85	в процессе его	1	2
86	и в самом	3	2
87	и в поэзии	1	2
88	бросается в глаза	1	2
89	было бы не	1	2
90	более и более	1	2
91	тем более что	1	2
92	со всех сторон	3	2
93	дело в том	1	2
94	есть и было	1	2
95	к тому что	3	2
96	он не знает	1	2
97	с другом и	1	2
98	там же в	1	2
99	с тем что	1	2
100	одна и та	2	2
101	всего того что	1	2
102	обращаем внимание на	1	2
103	что и в	4	2
104	потому что они	1	2
105	что он не	3	1
106	оно не могло	1	1
107	определенное место в	1	1
108	к миру и	1	1
109	рано или поздно	2	1
110	не было в	3	1
111	в которой нет	1	1
112	но вместе с	2	1
113	в себе в	1	1
114	для себя и	1	1
115	на свое место	1	1
116	уже не могут	1	1
117	лишь один из	1	1
118	его вместе с	1	1
119	и тогда когда	1	1
120	в этом смысле	2	1
121	более глубокое и	1	1
122	здесь только на	1	1
123	этот образ и	1	1
124	него вовсе не	1	1
125	в первый раз	1	1
126	только в том	5	1
127	хотя бы и	1	1
128	его отношение к	1	1
129	вовсе не в	1	1
130	в самом деле	1	1
131	тем не менее	7	1
132	внутренняя форма слов	1	1
133	что происходит в	1	1
134	когда мы говорим	1	1
135	с нею в	1	1
136	она входит в	2	1
137	бы не было	1	1
138	половины xix века	1	1
139	могло бы быть	1	1
140	более или менее	6	1
141	деле может быть	1	1
142	за то что	1	1
143	человеческой жизни не	2	1
144	сказанного ясно что	1	1
145	для чего не	1	1
146	вовсе не может	1	1
147	в себе самом	1	1
148	что есть и	1	1
149	может иметь место	1	1
150	которой нет ничего	1	1
151	как в самом	1	1
152	и в словах	1	1
153	с тем и	3	1
154	то должны будем	1	1
155	есть одно из	2	1
156	то время в	1	1
157	по мере своего	1	1
158	в том самом	1	1
159	потому что не	4	1
160	и вообще в	1	1
161	в целом и	1	1
162	и как он	1	1
163	значении этого слова	1	1
164	сама по себе	3	1
165	и в каждой	2	1
166	и говорить о	1	1
167	но все это	1	1
168	только то что	1	1
169	но и без	1	1
170	вместе с числом	1	1
171	так и во	1	1
172	все равно он	1	1
173	из сказанного ясно	1	1
174	не то что	2	1
175	в его сущности	1	1
176	так же и	1	1
177	во времени в	1	1
178	с точкой зрения	1	1
179	и в том	3	1
180	не без основания	1	1
181	и совсем не	1	1
182	и не может	1	1
183	в этом последнем	2	1
184	то время когда	2	1
185	мы видели в	1	1
186	что уже есть	1	1
187	что и при	1	1
188	в одном из	1	1
189	языка и в	1	1
190	форма в которой	3	1
191	то есть тот	1	1
192	один из многих	1	1
193	прежде всего на	1	1
194	а вместе с	1	1
195	для нас не	1	1
196	и может быть	2	1
197	не исчерпываются все	1	1
198	мы найдем и	1	1
199	таким образом все	1	1
200	каждый из этих	1	1
201	читать про себя	1	1
202	там где она	1	1
203	на одном месте	1	1
204	в это время	1	1
205	друг друга не	1	1
206	и человеческой жизни	1	1
207	связь ее со	1	1
208	потому только что	1	1
209	что то же	1	1
210	то что в	2	1
211	в таком количестве	1	1
212	еще не было	1	1
213	но нет и	1	1
214	и той же	4	1
215	время в его	1	1
216	связаны между собою	1	1
217	через них и	1	1
218	с такою же	1	1
219	свое место в	1	1
220	или что то	1	1
221	в них не	1	1
222	если бы эти	1	1
223	на самом деле	4	1
224	на одном из	1	1
225	почти без всякого	1	1
226	можно бы было	1	1
227	если бы например	2	1
228	смысле этого слова	9	1
229	его жизни и	1	1
230	друг другу но	1	1
231	он в то	1	1
232	него самого и	1	1
233	в мертвых душах	1	1
234	при этом мы	1	1
235	подобно тому как	3	1
236	так и на	1	1
237	которые могут быть	1	1
238	может создать себе	1	1
239	так что в	2	1
240	именно в том	3	1
241	тогда когда оно	2	1
242	есть прежде всего	2	1
243	или вовсе не	1	1
244	как мы видели	1	1
245	тесно связанная с	1	1
246	в себе не	2	1
247	том что он	2	1
248	между тем как	4	1
249	что касается до	1	1
250	не могут быть	3	1
251	в одном неделимом	1	1
252	так же мало	1	1
253	в таком виде	1	1
254	на первый взгляд	1	1
255	никогда не может	1	1
256	а не за	1	1
257	было бы совершенно	1	1
258	так как все	1	1
259	что в нем	1	1
260	это и не	1	1
261	притом не только	1	1
262	один из них	1	1
263	одной и той	4	1
264	то есть к	3	1
265	все это в	1	1
266	вне связи с	2	1
267	во всем этом	1	1
268	то увидим что	1	1
269	я с тем	1	1
270	в человеческой жизни	1	1
271	один из его	1	1
272	и человеческой и	1	1
273	сводится к тому	1	1
274	внутренняя форма слова	2	1
