N	3gram	Propp_Isto	Myshleni
1	в том что	6	133
2	для того чтобы	1	78
3	мы могли бы	1	48
4	по отношению к	6	42
5	так же как	6	39
6	с одной стороны	7	39
7	с самого начала	4	36
8	друг с другом	3	35
9	то же самое	3	31
10	в этом отношении	1	30
11	можно было бы	5	28
12	в этом случае	3	27
13	вместе с тем	7	26
14	с другой стороны	7	26
15	на то что	5	25
16	о том что	5	25
17	не может быть	8	23
18	смысле этого слова	1	22
19	в то время	3	22
20	к тому что	1	22
21	в высшей степени	1	22
22	в зависимости от	3	22
23	не только не	1	21
24	то время как	3	20
25	в отличие от	3	18
26	в этом смысле	1	18
27	до сих пор	11	17
28	в связи с	5	17
29	же как и	1	17
30	друг от друга	1	14
31	на этот вопрос	2	14
32	потому что он	2	14
33	мы видели что	3	14
34	подобно тому как	3	14
35	как показывает исследование	1	13
36	это значит что	1	13
37	точно так же	8	13
38	в другом месте	2	13
39	и то же	1	12
40	в том чтобы	1	12
41	один и тот	2	12
42	и тот же	2	12
43	тем не менее	7	12
44	в своем развитии	1	12
45	мы не можем	3	11
46	том что в	1	11
47	только тогда когда	1	11
48	одной стороны и	1	10
49	то что в	2	10
50	но вместе с	1	10
51	друг на друга	1	10
52	вместо того чтобы	2	10
53	связаны между собой	1	10
54	приводит нас к	1	9
55	с тем что	3	9
56	на вопрос о	1	9
57	более или менее	5	9
58	силу того что	1	9
59	в силу того	1	9
60	на самом деле	2	9
61	том что он	1	9
62	само по себе	2	9
63	то что он	1	8
64	сам по себе	1	8
65	не могут быть	1	8
66	что он не	4	8
67	что и в	1	8
68	о том как	2	7
69	и вместе с	2	7
70	по этому поводу	2	7
71	к тому чтобы	1	7
72	содержит в себе	1	7
73	же самое что	2	7
74	вопрос о том	2	7
75	в первом случае	1	7
76	приводит к тому	1	7
77	по сравнению со	1	6
78	именно потому что	1	6
79	если бы мы	2	6
80	только то что	1	6
81	мы обратимся к	2	6
82	не что иное	3	6
83	что иное как	3	6
84	связь между словом	1	5
85	мы должны были	2	5
86	мы никогда не	1	5
87	так как это	1	5
88	что в этом	1	5
89	но все же	7	5
90	так как в	2	5
91	в нашем исследовании	1	5
92	того что он	1	5
93	если верно что	1	5
94	тот момент когда	3	5
95	в его развитии	1	5
96	мы нашли что	2	5
97	содержат в себе	1	5
98	мы будем иметь	1	5
99	том что они	3	5
100	как мы увидим	2	5
101	прежде всего в	1	5
102	таким образом мы	3	5
103	сами по себе	1	5
104	между собой и	1	5
105	мы хотели бы	1	5
106	уже по одному	1	5
107	и в этом	1	5
108	но он не	1	5
109	мы знаем что	7	5
110	на этой стадии	1	5
111	ответ на этот	1	5
112	не только в	5	5
113	едва ли не	1	5
114	мы видим что	12	4
115	может рассматриваться как	1	4
116	приводят нас к	1	4
117	влечет за собой	2	4
118	мы должны будем	4	4
119	в какой степени	1	4
120	в тот момент	3	4
121	должны были бы	2	4
122	таким образом и	1	4
123	но так как	2	4
124	в тех случаях	1	4
125	мы имеем дело	1	4
126	в пользу этого	1	4
127	но и в	4	4
128	таким образом в	1	4
129	раньше чем он	1	4
130	в себе ничего	1	4
131	если бы он	1	4
132	в меньшей мере	1	4
133	так что в	1	4
134	то же что	1	4
135	так и по	1	4
136	есть не что	2	4
137	в значительной степени	1	4
138	ни один из	1	4
139	в сущности это	1	4
140	мы увидим что	8	4
141	не содержат в	1	4
142	тому или иному	1	4
143	тех случаях когда	1	4
144	это означает что	1	4
145	после того как	2	4
146	но и по	1	3
147	никак не может	1	3
148	в самых общих	1	3
149	по одному этому	1	3
150	то ни было	2	3
151	один из них	1	3
152	подлежит никакому сомнению	1	3
153	та же самая	1	3
154	надо сказать что	4	3
155	к тому же	1	3
156	чем иным как	1	3
157	мы говорили что	1	3
158	так как оно	2	3
159	того как он	2	3
160	дело в том	3	3
161	того или иного	1	3
162	будем иметь случай	1	3
163	мы имеем в	4	3
164	хотя бы в	1	3
165	и не могут	1	3
166	с ним но	1	3
167	на первых порах	2	3
168	ключ к пониманию	1	3
169	оно может быть	2	3
170	это было бы	1	3
171	в каком отношении	1	3
172	бы показать что	1	3
173	а не на	2	3
174	связаны друг с	2	3
175	не содержит в	1	3
176	здесь мы видим	2	3
177	но если мы	1	3
178	так например в	5	3
179	только в пределах	1	3
180	эту точку зрения	2	3
181	и его значения	1	3
182	это не может	2	3
183	том что она	1	3
184	то что она	2	3
185	и в конце	1	3
186	не чем иным	1	3
187	тех или иных	1	3
188	как мы это	1	3
189	в соответствии с	1	3
190	бы то ни	2	3
191	не подлежит никакому	1	3
192	для этого мы	1	3
193	говорит об этом	1	3
194	внимание на то	1	3
195	к тому или	1	3
196	во всем его	1	3
197	а не как	1	3
198	тем что они	2	3
199	потому что они	1	3
200	что она не	1	2
201	в этом направлении	1	2
202	в самое последнее	1	2
203	при каких условиях	1	2
204	наряду с этим	1	2
205	то что обычно	1	2
