N	3gram	Voloshinov	KFilosof
1	по отношению к	11	22
2	не может быть	7	11
3	с точки зрения	2	10
4	может быть только	1	7
5	к нему в	1	4
6	ни в чем	1	4
7	в чем не	1	4
8	в этом смысле	1	3
9	один и тот	1	3
10	на самом деле	2	3
11	между тем как	1	3
12	и тот же	1	3
13	в нем и	1	3
14	и в этом	1	3
15	то что я	1	2
16	в том что	4	2
17	все эти моменты	1	2
18	и для него	1	2
19	включая сюда и	1	2
20	имеем в виду	2	2
21	тем не менее	3	2
22	в то же	1	2
23	и та же	1	2
24	уже не может	1	2
25	включает в себя	1	2
26	то ни было	3	2
27	одна и та	1	2
28	и в нем	1	2
29	бы то ни	3	2
30	то же время	1	2
31	как одно из	1	1
32	сих пор не	1	1
33	не должно быть	1	1
34	в свою очередь	1	1
35	один миг не	1	1
36	его в отношении	1	1
37	но прежде всего	1	1
38	равно как и	1	1
39	в конечном счете	1	1
40	отношение к предмету	2	1
41	во всяком случае	1	1
42	а не к	1	1
43	к содержанию как	1	1
44	позицию по отношению	1	1
45	прежде всего определяется	1	1
46	здесь вовсе не	1	1
47	и менее всего	1	1
48	то же самое	2	1
49	оно ни было	1	1
50	ни на один	2	1
51	случае мы имеем	1	1
52	мы не найдем	1	1
53	если бы эта	1	1
54	и не в	3	1
55	может быть понято	1	1
56	в том же	1	1
57	кто-нибудь стал бы	1	1
58	и должна быть	1	1
59	с ним в	1	1
60	бы не было	1	1
61	если бы оно	1	1
62	в настоящее время	2	1
63	не совпадает с	1	1
64	едва ли кто-нибудь	1	1
65	в процессе ее	1	1
66	к ним извне	1	1
67	не может стать	1	1
68	со всех сторон	1	1
69	на один миг	1	1
70	формы и содержания	2	1
71	в противном случае	1	1
72	и по отношению	3	1
73	до сих пор	3	1
74	дело в том	4	1
75	о том кто	1	1
76	но в то	1	1
77	мы никогда не	2	1
78	в лучшем случае	1	1
79	и в своем	1	1
80	а эта последняя	1	1
81	но для теоретической	1	1
82	каково бы оно	1	1
83	но отнюдь не	2	1
84	ли кто-нибудь стал	1	1
85	конечно не может	2	1
86	себя и другого	1	1
87	в зависимости от	2	1
88	как если бы	4	1
89	зависит от того	2	1
90	хотя бы только	1	1
91	тогда когда он	1	1
92	только в нем	1	1
93	но все это	1	1
94	не нужно думать	1	1
95	бы оно ни	1	1
96	контекста в котором	2	1
97	в значительной степени	1	1
98	слова и его	1	1
99	в виду и	1	1
100	нужно думать что	1	1
101	ровно ничего не	1	1
102	в основе своей	1	1
103	если бы не	1	1
104	может быть и	3	1
