N	3gram	Bakhtin_Pr	Tvorches
1	в романах достоевского	11	29
2	в то же	10	25
3	то же время	10	24
4	в преступлении и	2	17
5	преступлении и наказании	2	16
6	в том что	10	11
7	в творчестве достоевского	5	11
8	преступление и наказание	2	10
9	по нашему мнению	3	10
10	в братьях карамазовых	3	9
11	преступления и наказания	2	9
12	о том что	5	8
13	и в то	3	7
14	в романе достоевского	6	7
15	не может быть	8	6
16	в мире достоевского	6	6
17	в бедных людях	2	6
18	но в то	5	6
19	проблемы поэтики достоевского	1	6
20	записок из подполья	4	5
21	в самом деле	5	5
22	в его романах	5	5
23	по отношению к	17	5
24	в русской литературе	2	5
25	у достоевского не	3	5
26	но у достоевского	1	4
27	поэтики достоевского с	1	4
28	до сих пор	3	4
29	в произведениях достоевского	5	4
30	по крайней мере	3	4
31	с точки зрения	21	4
32	дело в том	1	4
33	с самого начала	3	4
34	это прежде всего	1	4
35	в своих романах	1	3
36	с полным правом	1	3
37	что все это	1	3
38	сами по себе	4	3
39	точно так же	1	3
40	в отличие от	3	3
41	идей в романах	1	3
42	во всяком случае	3	3
43	у достоевского как	2	3
44	с другой стороны	3	3
45	хотя и не	1	3
46	романа преступление и	1	3
47	и не может	3	3
48	является одним из	2	3
49	ивана карамазова и	5	2
50	у него есть	1	2
51	а может быть	2	2
52	достоевского в целом	1	2
53	это не значит	3	2
54	может быть назван	1	2
55	бы он ни	2	2
56	в данном случае	3	2
57	в пространстве а	2	2
58	как и его	1	2
59	достоевского никогда не	1	2
60	пространстве а не	2	2
61	в е годы	1	2
62	композиции у достоевского	1	2
63	для того чтобы	3	2
64	в том числе	1	2
65	тем не менее	1	2
66	достоевский никогда не	5	2
67	у него в	1	2
68	что у него	1	2
69	то есть не	3	2
70	так и в	1	2
71	на первом плане	1	2
72	не потому что	3	2
73	что он сам	2	2
74	могут быть поняты	1	2
75	в конце концов	7	2
76	потому что он	2	2
77	том числе и	1	2
78	и в самом	1	2
79	в его произведениях	3	2
80	а потому что	1	2
81	и превращается в	1	2
82	не могут быть	1	2
83	в высшей степени	2	2
84	как бы заранее	1	2
85	в известном смысле	1	2
86	да и не	1	2
87	таким образом и	1	2
88	но это не	3	2
89	и иван карамазов	1	2
90	в своем творчестве	1	2
91	достоевский как бы	1	2
92	в одном из	3	2
93	не во времени	2	2
94	но прежде всего	1	2
95	человека и его	2	2
96	вспомним хотя бы	1	2
97	в дневнике писателя	1	2
98	заключается в том	2	2
99	творческого процесса достоевского	1	2
100	только то что	2	2
101	достоевского далеко не	1	2
102	можно сказать что	3	2
103	место в творчестве	1	2
104	в его творчестве	3	2
105	на этот вопрос	1	2
106	в й главе	2	2
107	все же не	1	2
108	достоевского как и	1	2
109	на самом деле	4	2
110	в этом романе	1	2
111	а не во	2	2
112	так же как	4	2
113	не только в	2	2
114	как бы ни	1	2
115	герои достоевского как	1	2
116	как и у	1	2
117	и что в	1	2
118	и сам автор	2	2
119	мы уже говорили	2	2
120	на протяжении всего	2	2
121	нет и не	1	2
122	не так как	1	2
123	что у достоевского	1	2
124	так сказать в	1	1
125	идее и через	1	1
126	самого достоевского его	1	1
127	и сколько в	1	1
128	и к этому	1	1
129	подполья нам буквально	1	1
130	не может служить	1	1
131	достоевского то есть	1	1
132	в этот период	1	1
133	идей в полифоническом	1	1
134	идею видим в	1	1
135	а в этом	1	1
136	и как бы	3	1
137	у достоевского всегда	1	1
138	в письме к	1	1
139	разобраться в мире	1	1
140	как будто бы	1	1
141	творчестве достоевского но	1	1
142	для достоевского как	1	1
143	что в мире	2	1
144	том что это	1	1
145	все же что	1	1
146	в противоречии с	1	1
147	и даже не	1	1
148	мир по преимуществу	1	1
149	сам достоевский в	1	1
150	по себе а	1	1
151	генетических и каузальных	1	1
152	что в романах	1	1
153	и бескорыстие как	1	1
154	и наконец в	1	1
155	в записной книжке	1	1
156	у достоевского каждое	1	1
157	разыгрывающееся между сознаниями-голосами	1	1
158	героя и его	3	1
159	не надобно миллионов	2	1
160	он не знал	1	1
161	полифоническом мире достоевского	1	1
162	в душе его	1	1
163	лишь реалист в	1	1
164	динамика и быстрота	1	1
165	новую авторскую позицию	1	1
166	лишь одна из	1	1
167	один из них	1	1
168	романах достоевского как	2	1
169	достоевского как люди	1	1
170	в художественном мире	2	1
171	у достоевского есть	1	1
172	образом уже в	2	1
173	художественного видения мира	1	1
174	бы заранее обессилена	1	1
175	для него помыслить	1	1
176	я и не	1	1
177	заранее обессилена и	1	1
178	и не любил	1	1
179	из подполья и	2	1
180	достоевского в своей	1	1
181	достоевского динамика и	1	1
182	а надобно мысль	2	1
183	хотя бы и	3	1
184	никогда не является	1	1
185	он не может	2	1
186	бескорыстие не черта	1	1
187	изолированном индивидуальном сознании	1	1
188	этом романе и	1	1
189	нем и через	1	1
190	значило для него	1	1
191	все его содержания	1	1
192	работе идеологический роман	1	1
193	в каждом из	2	1
194	времени а преодоление	1	1
195	таким образом уже	2	1
196	в мире значило	1	1
197	их действительную жизнь	1	1
198	одновременно все сосуществует	1	1
199	том и другом	2	1
200	а идею видим	1	1
201	как люди идеи	1	1
202	поступков бескорыстие выражает	1	1
203	но для того	1	1
204	бескорыстие как бы	1	1
205	возникает лишь там	1	1
206	достоевский вовсе не	1	1
207	при полном реализме	2	1
208	говорить о том	1	1
209	раскольников и иван	1	1
210	характеров у достоевского	1	1
211	стремление достоевского следовать	1	1
212	иногда в его	1	1
213	достоевского в его	2	1
214	содержания как одновременные	1	1
215	он в сущности	1	1
216	протяжении всего романа	2	1
217	буквально нечего сказать	1	1
218	это бескорыстие не	1	1
219	не торжество времени	1	1
220	голос самого автора	1	1
221	ибо в вечности	1	1
222	и через идею	1	1
223	есть у достоевского	1	1
224	времени отсюда же	1	1
225	нечего сказать чего	1	1
226	с самим собой	1	1
227	герое записок из	1	1
228	то что может	1	1
229	к творчеству достоевского	1	1
230	именно потому что	3	1
231	ничего общего с	1	1
232	как у достоевского	2	1
233	укладывается ни в	1	1
234	романного мира в	1	1
235	резко отличен от	1	1
236	не знал бы	1	1
237	свидригайлова в его	1	1
238	чего он не	1	1
239	и в вечность	1	1
240	бескорыстны поскольку идея	1	1
241	творчество достоевского в	1	1
242	динамика достоевского динамика	1	1
243	он ни был	2	1
244	действия вихревое движение	1	1
245	и через него	1	1
246	другой стороны и	1	1
247	поскольку идея действительно	1	1
248	него помыслить все	1	1
249	идеи им не	1	1
250	то есть о	1	1
251	надобно миллионов а	2	1
252	к своим героям	1	1
253	глубинным ядром их	1	1
254	романа достоевского как	2	1
255	извне как бы	1	1
256	надобно мысль разрешить	3	1
