N	3gram	Vygotskiy_	Komedia
1	в том что	24	29
2	к тому же	1	21
3	в то же	2	16
4	то же время	1	16
5	до сих пор	6	16
6	в самом деле	4	13
7	о том что	4	13
8	для того чтобы	24	11
9	в то время	8	11
10	в свою очередь	3	10
11	едва ли не	3	10
12	по отношению к	9	9
13	вместе с тем	6	9
14	с одной стороны	7	9
15	то время как	7	9
16	речь идет о	1	8
17	с другой стороны	3	8
18	в конце концов	1	7
19	с самого начала	13	7
20	в первую очередь	3	7
21	во всяком случае	1	7
22	в отличие от	4	6
23	в том числе	2	6
24	с точки зрения	31	6
25	до тех пор	1	6
26	после того как	1	6
27	что он не	1	5
28	о том как	1	5
29	то же самое	11	5
30	в ответ на	1	5
31	в этом отношении	7	5
32	тем не менее	4	5
33	том что он	2	5
34	в самом начале	5	4
35	что у него	1	4
36	в силу этого	2	4
37	именно потому что	1	4
38	в обоих случаях	1	4
39	там и здесь	1	4
40	в этой области	2	4
41	к тому что	10	4
42	но все же	1	4
43	не в состоянии	1	4
44	по сравнению с	20	4
45	независимо от того	1	4
46	можно было бы	5	4
47	обстоит дело с	1	4
48	что и в	1	4
49	до самого конца	1	3
50	в той же	2	3
51	то что он	1	3
52	в том же	3	3
53	друг от друга	3	3
54	и столь же	2	3
55	друг с другом	6	3
56	в соответствии с	1	3
57	иначе обстоит дело	1	3
58	в высшей степени	1	3
59	в какой мере	2	3
60	и в силу	1	3
61	на то что	5	3
62	но и в	1	3
63	таким образом в	2	3
64	состоит в том	3	3
65	сделать вывод что	2	3
66	из того же	1	3
67	том числе и	2	3
68	и там и	1	3
69	ни одно из	1	3
70	чем идет речь	1	2
71	мере в какой	2	2
72	одной стороны и	4	2
73	не иначе как	6	2
74	в конечном счете	2	2
75	в большинстве случаев	2	2
76	в этом смысле	2	2
77	что в ее	1	2
78	у нас в	1	2
79	сих пор в	1	2
80	с этой точки	4	2
81	сравним с этим	1	2
82	таким же образом	1	2
83	по отношению ко	1	2
84	потому что в	1	2
85	как и в	4	2
86	том что она	2	2
87	так и в	1	2
88	но при этом	1	2
89	в первом случае	5	2
90	в зависимости от	6	2
91	точно так же	3	2
92	и таким образом	1	2
93	том что в	3	2
94	каждой из них	1	2
95	на первый план	1	2
96	друг друга и	1	2
97	как мы знаем	1	2
98	этой точки зрения	4	2
99	только в том	2	2
100	того как в	1	2
101	в одной из	1	2
102	о чем идет	1	2
103	подобно тому как	2	2
104	так же как	13	2
105	только потому что	3	2
106	не только в	2	2
107	в этом случае	15	2
108	как мы видели	7	2
109	тем более что	1	2
110	представление о том	2	2
111	как и всякий	1	2
112	надо признать что	1	2
113	к этому же	1	2
114	этого нет и	1	1
115	должны были бы	1	1
116	на фоне которых	1	1
117	что в каждом	1	1
118	благодаря тому что	2	1
119	тех пор пока	1	1
120	точки зрения того	1	1
121	но и не	3	1
122	в этот период	2	1
123	что мы не	1	1
124	имеет в виду	3	1
125	который в свою	1	1
126	что она не	1	1
127	как на ее	1	1
128	то время когда	1	1
129	но вместе с	2	1
130	с той только	1	1
131	никак не может	1	1
132	в той мере	2	1
133	этого слова с	1	1
134	сравнить его с	1	1
135	не может быть	6	1
136	своим собственным законам	1	1
137	что же ты	1	1
138	самого начала не	1	1
139	несмотря на то	1	1
140	можно сказать что	7	1
141	той только разницей	1	1
142	имеем дело с	1	1
143	о которых мы	3	1
144	одного к другому	1	1
145	в собственном смысле	4	1
146	должно было бы	1	1
147	только что с	1	1
148	потому что как	1	1
149	становится ясно что	1	1
150	его отношение к	1	1
151	и во всех	2	1
152	что все это	1	1
153	здесь мы видим	1	1
154	только разницей что	1	1
155	к которой мы	1	1
156	до конца и	1	1
157	как мы уже	2	1
158	но и он	1	1
159	бы ожидать что	1	1
160	почти до самого	1	1
161	друг на друга	2	1
162	совершенно очевидно что	2	1
163	одного и того	3	1
164	возможность судить о	1	1
165	по своему содержанию	1	1
166	сам по себе	2	1
167	того чтобы убедить	1	1
168	и уже в	1	1
169	и в конце	2	1
170	ничего общего с	1	1
171	ни до ни	1	1
172	нечто такое что	2	1
173	таким образом если	1	1
174	даже если бы	1	1
175	смысле этого слова	4	1
176	таким образом что	1	1
177	благоприятные условия для	1	1
178	вместо того чтобы	2	1
179	по аналогии с	1	1
180	само по себе	1	1
181	тем обстоятельством что	2	1
182	и тем самым	8	1
183	в данном случае	5	1
184	действия и из	1	1
185	дело если бы	1	1
186	и всякий другой	1	1
187	той мере в	2	1
188	так же точно	6	1
189	было вызвано тем	2	1
190	и того же	3	1
191	еще не кончил	1	1
192	точки зрения самого	2	1
193	том что они	2	1
194	мы не только	1	1
195	по этому поводу	3	1
196	это в свою	1	1
197	в сущности и	1	1
198	нас в этом	1	1
199	и в современной	1	1
200	в котором он	1	1
201	конце концов к	1	1
202	в одном случае	2	1
203	самым тесным образом	1	1
204	в значительной степени	1	1
205	по самой своей	5	1
206	от одного к	1	1
207	по тем же	2	1
208	и не может	2	1
209	и в этом	2	1
210	мы имеем дело	2	1
211	того чтобы показать	1	1
212	может и не	1	1
213	из которых складывается	1	1
214	вызвано тем обстоятельством	2	1
215	мы можем теперь	1	1
216	в углу комнаты	1	1
217	собственном смысле слова	1	1
218	тому что в	1	1
219	если мы сравним	1	1
220	все же в	1	1
221	в каком направлении	1	1
222	той или иной	2	1
223	таким образом на	1	1
224	это было вызвано	2	1
225	действия в этой	1	1
226	в раннем детстве	1	1
227	мы находим в	2	1
228	и во всяком	1	1
229	из той же	1	1
230	основных линий в	1	1
231	что хотел сказать	1	1
232	все то же	1	1
233	в котором по	1	1
234	в том чтобы	1	1
235	только после того	1	1
236	хотел сказать и	1	1
237	время как в	1	1
238	в любой другой	1	1
239	это не означает	1	1
240	не с точки	1	1
241	потому что он	4	1
242	что у нее	3	1
243	самого начала что	1	1
244	следует рассматривать не	1	1
245	об этом уже	1	1
246	мы знаем о	1	1
247	же самое что	3	1
248	то что в	1	1
249	может быть в	1	1
250	в сущности за	1	1
251	к выводу что	3	1
252	он не может	1	1
253	повторяют друг друга	1	1
254	сомнения в том	1	1
255	так как этот	1	1
256	со всеми ее	1	1
257	в настоящее время	1	1
258	той же мере	2	1
259	один за другим	1	1
260	в момент его	1	1
261	рассматривать не как	1	1
262	на этот вопрос	1	1
263	во всех трех	1	1
264	и представим себе	1	1
265	из этого ряда	1	1
266	из них для	1	1
267	и в их	1	1
268	не что иное	1	1
269	в каждой из	1	1
270	поэтому мы можем	1	1
271	вперед по сравнению	1	1
272	в пределах одного	1	1
273	только на то	1	1
274	с другом и	1	1
275	мы попытаемся приложить	1	1
276	в одной точке	1	1
277	в лучшем случае	3	1
278	этим объясняется и	1	1
279	в центре внимания	1	1
280	до ни после	1	1
281	напоминает об этом	1	1
282	зависимости от того	1	1
283	и ничего не	1	1
284	самой своей природе	4	1
285	ни у одного	1	1
286	от нее к	1	1
287	и в своей	1	1
288	которые могут быть	1	1
289	на друга как	1	1
290	все это черты	1	1
291	что она любит	1	1
292	иначе чем это	1	1
293	как раз в	3	1
294	и в отношении	1	1
295	разве не ясно	1	1
296	же как и	3	1
297	главным образом в	1	1
298	тем что она	1	1
299	что вместе с	1	1
300	тому что она	1	1
301	тем что он	1	1
302	того чтобы в	1	1
303	но только не	1	1
304	должна была бы	1	1
305	все равно что	1	1
306	что иное как	1	1
307	этом случае в	2	1
308	вопрос о том	1	1
309	идет речь в	1	1
