N	4gram	Propp_Isto	Dialekti
1	не что иное как	3	18
2	и т д и	2	14
3	есть не что иное	2	11
4	в то время как	3	8
5	не говоря уже о	1	7
6	то это значит что	1	5
7	и тем не менее	2	5
8	это не значит что	1	4
9	и т д все	3	4
10	с одной стороны и	1	4
11	иметь в виду что	1	4
12	и в этом смысле	1	4
13	и т д но	2	4
14	т д все это	1	3
15	на самом же деле	1	3
16	мы можем сказать что	1	3
17	мы уже знаем что	2	2
18	и т д на	1	2
19	дело вовсе не в	1	2
20	как один из видов	1	2
21	говоря уже о том	1	2
22	дело в том что	2	2
23	уже о том что	1	2
24	не содержит в себе	1	2
25	так как будто бы	1	2
26	так же как и	1	2
27	само по себе не	1	1
28	но тем не менее	1	1
29	на эту точку зрения	2	1
30	уже не может быть	1	1
31	и т д он	1	1
32	необходимо иметь в виду	1	1
33	кого бы то ни	1	1
34	и т д мы	1	1
35	в том отношении что	1	1
36	друг с другом что	1	1
37	черт и т д	1	1
38	с другой стороны в	1	1
39	и т д если	2	1
40	что для того чтобы	1	1
41	и вместе с тем	2	1
42	т д если бы	1	1
43	не то же самое	3	1
44	бы то ни было	2	1
45	это не может быть	1	1
46	то это значило бы	1	1
47	надо иметь в виду	1	1
48	на вопрос об этом	1	1
49	т д и наконец	1	1
50	точно так же как	1	1
51	не содержат в себе	1	1
52	о том как он	1	1
53	сам по себе а	1	1
54	если это так то	2	1
55	указать на то что	1	1
56	до сих пор мы	3	1
57	и т д они	1	1
58	внимание на то что	1	1
59	о том что в	1	1
60	а на самом деле	1	1
61	но дело не в	1	1
62	и т д есть	1	1
63	не чем иным как	1	1
64	уже по одному этому	1	1
65	в том что он	1	1
66	возникает вопрос о том	1	1
67	в том что они	3	1
68	все это не может	1	1
69	но в сущности это	1	1
70	приводит к тому что	1	1
71	по мере того как	4	1
