N	3gram	Ircho_Kome	Vladivir
1	в том что	13	29
2	о том что	6	22
3	тем не менее	2	18
4	что же касается	1	14
5	в то время	8	13
6	во всяком случае	4	12
7	в связи с	3	12
8	более или менее	1	11
9	в конце концов	4	11
10	к тому же	12	11
11	в то же	5	10
12	вместе с тем	4	10
13	то что он	2	9
14	в этом смысле	2	9
15	у него в	1	9
16	на этот раз	5	9
17	то же время	5	9
18	в течение всей	1	8
19	на то что	2	8
20	в эти годы	2	7
21	точно так же	1	7
22	на первый план	1	7
23	т i с	1	7
24	в это время	3	7
25	так или иначе	4	6
26	само по себе	1	6
27	в данном случае	1	6
28	том что в	1	6
29	в отличие от	3	6
30	с другой стороны	6	6
31	как мы знаем	1	6
32	можно судить по	2	6
33	как мы видели	1	6
34	том что он	4	6
35	бы то ни	4	5
36	само собой разумеется	1	5
37	и в том	1	5
38	то что в	1	5
39	не говоря уже	4	5
40	в году он	1	5
41	не только в	1	5
42	то время как	6	5
43	что и в	2	5
44	говоря уже о	4	4
45	как мы уже	1	4
46	в том же	1	4
47	для того чтобы	3	4
48	в этом отношении	3	4
49	сам по себе	1	4
50	у него не	1	4
51	к этому времени	3	4
52	и т д	4	4
53	не что иное	1	4
54	можно было бы	3	4
55	что иное как	1	4
56	с одной стороны	5	4
57	что он не	2	3
58	в том числе	4	3
59	в том случае	1	3
60	это вовсе не	1	3
61	к тому что	3	3
62	во второй половине	3	3
63	в этом же	2	3
64	так и не	1	3
65	и в дальнейшем	1	3
66	на себя внимание	4	3
67	только в том	1	3
68	тем более что	1	3
69	хотя и не	1	3
70	с самого начала	2	3
71	в первую очередь	5	3
72	дружеских отношениях с	1	3
73	так же как	1	2
74	как было сказано	1	2
75	и тот же	1	2
76	в дружеских отношениях	1	2
77	на третьем месте	1	2
78	и на этот	2	2
79	далеко за пределы	1	2
80	в этот период	1	2
81	в течение всего	1	2
82	обращает на себя	4	2
83	что у него	3	2
84	но и она	1	2
85	так и в	1	2
86	и в конце	1	2
87	до сих пор	3	2
88	незадолго до того	1	2
89	бросается в глаза	1	2
90	в этой области	2	2
91	и прежде всего	1	2
92	еще и теперь	1	2
93	из них не	1	2
94	нельзя сказать о	1	2
95	мы уже знаем	1	2
96	то ни было	4	2
97	так как он	1	2
98	все это конечно	1	2
99	речь шла о	1	2
100	то что у	1	2
101	в ответ на	1	2
102	сих пор не	1	2
103	за то что	4	2
104	да и в	1	2
105	едва ли можно	3	2
106	ни в чем	1	2
107	в тех же	3	2
108	мы можем представить	1	2
109	ответ на это	1	2
110	связи с этим	1	2
111	как это было	1	2
112	независимо от того	3	2
