N	2gram	Potebnia_M	VrazhdaK
1	не только	32	9
2	в этом	19	8
3	и в	48	8
4	и что	13	8
5	что в	30	7
6	и все	5	7
7	но и	30	7
8	то что	37	7
9	о нем	1	6
10	как и	22	6
11	и даже	3	6
12	и с	4	6
13	все же	3	6
14	в котором	7	6
15	в начале	3	6
16	в нем	16	6
17	но в	8	6
18	то же	35	5
19	у него	3	5
20	и не	28	5
21	между тем	19	5
22	об этом	4	5
23	не было	12	5
24	же время	8	5
25	в то	16	5
26	это не	2	4
27	при этом	6	4
28	несмотря на	2	4
29	с ним	10	4
30	для нас	40	4
31	все это	4	4
32	в виду	1	4
33	в своих	2	4
34	что он	8	4
35	уже в	10	4
36	о том	7	4
37	может быть	46	4
38	в ней	11	4
39	целый ряд	2	4
40	в истории	2	4
41	как бы	10	4
42	так же	6	4
43	во многом	3	4
44	что у	4	3
45	в его	6	3
46	в том	47	3
47	его в	6	3
48	связи с	6	3
49	но он	3	3
50	давно уже	4	3
51	в связи	1	3
52	я не	1	3
53	и как	8	3
54	далеко не	5	3
55	тем что	13	3
56	в чем	6	3
57	человека в	2	3
58	он был	1	3
59	эти слова	2	3
60	том что	28	3
61	он не	4	3
62	и о	6	3
63	что есть	3	3
64	одним из	3	3
65	в своем	6	3
66	на то	6	3
67	с его	1	3
68	и его	4	3
69	к этому	3	3
70	который был	1	3
71	и во	1	3
72	в той	2	2
73	таким образом	24	2
74	начиная с	1	2
75	и то	13	2
76	ответ на	3	2
77	о влиянии	2	2
78	и он	1	2
79	от сознания	3	2
80	после этого	1	2
81	время и	2	2
82	его с	3	2
83	б и	1	2
84	мы знаем	1	2
85	и далее	1	2
86	с точки	3	2
87	для него	14	2
88	его и	1	2
89	мне и	1	2
90	нашего времени	2	2
91	о которой	1	2
92	в них	9	2
93	как же	1	2
94	а также	1	2
95	же в	3	2
96	в среде	1	2
97	отношения к	2	2
98	его на	3	2
99	в мире	3	2
100	там же	8	2
101	их в	3	2
102	в своей	2	2
103	рядом с	2	2
104	вместе с	22	2
105	так в	4	2
106	в это	2	2
107	в известном	1	2
108	не менее	9	2
109	и это	6	2
110	в эту	4	2
111	на первый	1	2
112	еще не	9	2
113	при создании	3	2
114	ко мне	1	2
115	но как	2	2
116	а с	4	2
117	это в	2	2
118	в свою	6	2
119	на основе	1	2
120	и т.п	1	2
121	очень хорошо	1	2
122	в этой	3	2
123	в нашей	1	2
124	что к	2	2
125	человека с	2	2
126	при помощи	2	2
127	тогда как	8	2
128	а в	14	2
129	хотел было	1	2
130	на это	4	2
131	и а	1	2
132	к ним	3	2
133	отношение к	2	2
134	уже не	11	2
135	из них	11	2
136	этот человек	1	2
137	в себе	26	2
138	что я	5	2
139	с нею	5	2
140	в глазах	3	2
141	не может	18	2
142	место в	4	2
143	с которым	3	2
144	столь же	8	2
145	том же	2	2
146	точки зрения	4	2
147	тем более	9	2
148	об этой	1	2
149	мысли на	1	2
150	он сам	2	2
151	на место	1	2
152	чувств и	1	2
153	но это	9	2
154	во время	4	2
155	не мог	1	2
156	и ее	1	2
157	пришел к	1	2
158	никогда не	2	2
159	души и	2	1
160	все в	3	1
161	своего рода	1	1
162	в самом	11	1
163	обо мне	1	1
164	во всем	2	1
165	то в	1	1
166	так и	17	1
167	что они	2	1
168	в свое	2	1
169	все что	4	1
170	труд и	1	1
171	быть иначе	1	1
172	до сих	4	1
173	мире а	1	1
174	в душе	17	1
175	один из	7	1
176	еще раз	2	1
177	ему в	2	1
178	его представления	1	1
179	из которых	1	1
180	у гоголя	1	1
181	этот закон	1	1
182	ни с	1	1
183	только что	12	1
184	один пример	1	1
185	этот процесс	1	1
186	если в	2	1
187	также что	1	1
188	это будет	1	1
189	того как	10	1
190	второй половине	1	1
191	мнения о	1	1
192	об одном	2	1
193	художественные произведения	1	1
194	еще до	3	1
195	первого раза	2	1
196	с любовью	2	1
197	что уже	2	1
198	не будем	1	1
199	он как	2	1
200	дает нам	3	1
201	или по	2	1
202	еще более	1	1
203	ясно отношение	1	1
204	предположить что	4	1
205	что это	6	1
206	хотя и	3	1
207	от нас	4	1
208	а это	2	1
209	единства и	1	1
210	романа и	1	1
211	воспоминания о	2	1
212	и из	2	1
213	в ее	3	1
214	только не	5	1
215	того что	24	1
216	в другой	3	1
217	нас в	3	1
218	заметим что	1	1
219	него в	1	1
220	прежде всего	6	1
221	руку к	1	1
222	это слово	6	1
223	того который	1	1
224	другой стороны	4	1
225	быть может	7	1
226	нет ничего	2	1
227	себе не	6	1
228	в этих	2	1
229	но на	2	1
230	в их	2	1
231	все равно	5	1
232	что слово	13	1
233	что самые	1	1
234	тому же	1	1
235	есть еще	4	1
236	но с	1	1
237	а еще	1	1
238	без всяких	1	1
239	из мысли	2	1
240	ко всем	5	1
241	что поэзия	2	1
242	а между	6	1
243	ему но	1	1
244	он уже	1	1
245	что ни	3	1
246	конечно в	1	1
247	же с	7	1
248	а о	1	1
249	при сильном	1	1
250	этого не	3	1
251	из двух	4	1
252	и сам	1	1
253	с такими	1	1
254	как по	1	1
255	в одном	4	1
256	их и	1	1
257	равно как	2	1
258	тот кто	1	1
259	на нее	2	1
260	на свою	2	1
261	и начинается	1	1
262	сердце и	1	1
263	как при	3	1
264	но не	8	1
265	в ту	2	1
266	но для	1	1
267	за тем	3	1
268	это сравнение	4	1
269	если это	1	1
270	следует искать	1	1
271	именно в	5	1
272	уже на	2	1
273	жизни и	3	1
274	такое же	5	1
275	то время	7	1
276	можно объяснить	1	1
277	в таком	6	1
278	в процессе	2	1
279	нам не	2	1
280	может в	2	1
281	сходство с	1	1
282	из сцен	1	1
283	в жизни	1	1
284	более что	1	1
285	в числе	1	1
286	мы получаем	1	1
287	человек и	2	1
288	как говорит	1	1
289	другими не	1	1
290	ясно что	1	1
291	не знал	1	1
292	как о	3	1
293	начинается с	1	1
294	вряд ли	4	1
295	всего он	1	1
296	своей души	1	1
297	такие же	2	1
298	не принимая	1	1
299	не есть	24	1
300	это время	1	1
301	между прочим	5	1
302	одном из	4	1
303	как в	17	1
304	влияния на	2	1
305	следовательно и	2	1
306	правда не	1	1
307	по своему	2	1
308	и я	3	1
309	по преимуществу	1	1
310	что никто	1	1
311	никто не	5	1
312	отличается от	1	1
313	да и	2	1
314	его жизни	2	1
315	по его	1	1
316	о котором	2	1
317	том как	3	1
318	это было	3	1
319	которым не	1	1
320	из которого	1	1
321	к вопросу	1	1
322	пока не	2	1
323	к своим	1	1
324	людьми и	1	1
325	из разных	1	1
326	что образ	1	1
327	во сне	1	1
328	не имеет	10	1
329	ничего общего	2	1
330	но мы	3	1
331	полагает что	1	1
332	тем не	7	1
333	раз и	1	1
334	под влиянием	1	1
335	что как	4	1
336	сих пор	4	1
337	при виде	1	1
338	и вообще	4	1
339	слова тем	1	1
340	с первого	2	1
341	ему не	2	1
342	на них	2	1
343	время с	1	1
344	при полном	1	1
345	жизнь и	1	1
346	первый взгляд	1	1
347	с этим	12	1
348	еще один	1	1
349	во всех	1	1
350	человека к	1	1
351	до того	5	1
352	во всяком	4	1
353	и значению	1	1
354	только от	7	1
355	это и	2	1
356	было не	1	1
357	п и	1	1
358	искать в	1	1
359	то он	2	1
360	для создания	2	1
361	было в	6	1
362	с конца	1	1
363	в мысли	3	1
364	по которому	7	1
365	что этот	2	1
366	которой он	1	1
367	свое место	2	1
368	на той	2	1
369	но при	1	1
370	говорить не	1	1
371	потому что	82	1
372	все свои	2	1
373	это то	1	1
374	и и	1	1
375	и речи	1	1
376	совсем не	2	1
377	сложности и	1	1
378	с тою	1	1
379	нельзя не	1	1
380	что первая	1	1
381	только как	9	1
382	не всегда	5	1
383	тех пор	5	1
384	к своей	2	1
385	быть и	1	1
386	во второй	1	1
387	не будет	4	1
388	одним словом	3	1
389	из своего	1	1
390	нужно было	2	1
391	не могло	3	1
392	но они	1	1
393	и их	4	1
394	говорить о	6	1
395	не с	4	1
396	что эта	3	1
397	не вдаваясь	1	1
398	одно и	7	1
399	отношении к	3	1
400	себе на	1	1
401	не об	2	1
402	хотя в	3	1
403	точно так	15	1
404	общие черты	2	1
405	как он	1	1
406	и выражение	1	1
407	не могла	2	1
408	в форме	2	1
409	людей и	2	1
410	вслед за	6	1
411	этом смысле	2	1
412	тем самым	11	1
413	это влияние	1	1
414	у человека	1	1
415	их отношения	2	1
416	что ее	1	1
417	можно найти	1	1
418	от того	10	1
419	человека и	8	1
420	в каком	8	1
421	каждый из	1	1
422	а от	2	1
423	по сей	1	1
424	свою очередь	6	1
425	на свое	3	1
426	его отношение	1	1
427	даже во	1	1
428	вне его	1	1
429	содержания в	3	1
430	и т.д	1	1
431	указания на	2	1
432	можно бы	4	1
433	вдаваясь в	1	1
434	с другой	8	1
435	было бы	16	1
436	а тем	3	1
437	как эта	1	1
438	имело бы	1	1
439	всего то	1	1
440	свою мать	1	1
441	вопросу о	1	1
442	некоторое время	3	1
443	время своих	1	1
444	что же	3	1
445	я думаю	2	1
446	или вообще	1	1
447	как на	6	1
448	себя в	1	1
449	я с	1	1
450	своего народа	2	1
451	ее не	4	1
452	однако в	1	1
453	и никогда	1	1
454	что для	5	1
455	по которой	1	1
456	затем в	1	1
457	той же	6	1
458	заключается в	2	1
459	могут быть	6	1
460	связь образа	1	1
461	мы бы	1	1
462	без ответа	1	1
463	он сказал	1	1
464	заметное влияние	2	1
465	только по	5	1
466	не имел	1	1
467	сам в	1	1
468	это можно	4	1
469	такая же	2	1
470	из первых	1	1
471	к которому	1	1
472	имя и	1	1
473	это дает	1	1
474	во многих	3	1
475	что только	7	1
476	что характер	1	1
477	только при	2	1
478	в первой	1	1
479	есть по	1	1
480	и от	5	1
481	вышел в	1	1
482	человечества и	1	1
483	и есть	4	1
484	роль играет	1	1
485	тот для	1	1
486	имя не	1	1
487	в силу	7	1
488	на этот	1	1
489	по крайней	8	1
490	по объему	1	1
491	ли эта	1	1
492	не все	5	1
493	слова сказал	1	1
494	от них	4	1
495	этом отношении	2	1
496	по первому	1	1
497	тут же	2	1
498	а следовательно	1	1
499	же это	1	1
500	всяком случае	3	1
501	уже по	3	1
502	независимо от	10	1
503	друг друга	6	1
504	из него	4	1
505	лишь один	1	1
506	бы в	3	1
507	того же	5	1
508	нетрудно заметить	2	1
509	только о	2	1
510	в целом	5	1
511	крайней мере	8	1
512	нас весьма	1	1
513	которого никто	1	1
514	едва ли	1	1
515	одного и	2	1
516	и наконец	3	1
517	в известной	3	1
518	ничего не	1	1
519	указанием на	3	1
520	человека но	1	1
521	к нему	7	1
522	в подобных	1	1
523	сам этот	1	1
