N	2gram	Tiupa_Hudo	FransuaR
1	и в	34	367
2	то есть	1	209
3	в этом	22	112
4	и т.п	2	108
5	и не	15	101
6	и его	8	99
7	в его	17	98
8	прежде всего	12	92
9	не только	22	87
10	мы уже	7	85
11	но и	13	84
12	как бы	11	82
13	все эти	4	79
14	вовсе не	2	77
15	в романе	1	77
16	как и	16	76
17	в нем	5	75
18	но в	6	75
19	и на	6	72
20	и др	1	72
21	в том	24	71
22	как мы	5	71
23	то же	14	66
24	и все	10	66
25	в них	3	65
26	в этой	11	65
27	так и	19	65
28	и с	10	64
29	в сущности	2	64
30	в то	12	63
31	во всех	2	62
32	все это	2	62
33	же время	11	55
34	что в	8	52
35	в своем	9	51
36	только в	8	48
37	так как	2	46
38	и до	1	46
39	том что	31	45
40	уже говорили	1	44
41	то что	13	41
42	у него	13	40
43	жизни и	10	40
44	в самом	7	38
45	точки зрения	7	37
46	в ней	6	37
47	с его	9	36
48	о том	21	35
49	он был	1	35
50	может быть	12	35
51	сказать что	3	34
52	и даже	4	34
53	в себе	19	34
54	рядом с	5	32
55	в конце	5	32
56	он не	8	32
57	для него	15	32
58	до конца	3	31
59	в литературе	3	31
60	в своей	15	31
61	так же	3	30
62	но он	3	30
63	один из	6	30
64	потому что	7	30
65	той же	3	30
66	и потому	3	30
67	никогда не	8	30
68	в духе	6	29
69	в одном	3	29
70	еще не	10	29
71	связи с	4	29
72	в этих	7	29
73	что он	14	29
74	не может	10	29
75	в особенности	1	29
76	при этом	21	29
77	его в	5	29
78	не в	16	29
79	и к	6	28
80	из них	5	28
81	всех этих	1	28
82	также и	1	28
83	в основе	3	28
84	здесь и	1	28
85	и другие	5	27
86	сих пор	3	27
87	до сих	3	27
88	том числе	1	27
89	все же	5	27
90	по своему	3	27
91	роль в	2	27
92	в условиях	1	26
93	все они	2	26
94	на самом	2	25
95	в области	1	25
96	но это	2	25
97	он и	2	24
98	но не	7	24
99	например в	3	24
100	в ее	16	24
101	и у	3	24
102	и от	6	24
103	как в	11	24
104	того чтобы	6	24
105	времени и	2	24
106	в частности	10	24
107	отношение к	3	24
108	так сказать	3	23
109	своего рода	19	23
110	и здесь	1	23
