N	3gram	Medvedev_F	DiskursI
1	в том что	3	28
2	в отличие от	2	26
3	по отношению к	4	17
4	с одной стороны	5	14
5	не может быть	11	12
6	в данном случае	2	12
7	то же время	13	10
8	в то же	13	8
9	состоит в том	1	8
10	в этом отношении	7	8
11	как и в	1	7
12	так и в	6	6
13	не сводится к	2	6
14	по крайней мере	1	6
15	с точки зрения	17	6
16	одной стороны и	4	5
17	и как бы	1	5
18	но при этом	1	5
19	с другой стороны	4	5
20	в значительной степени	3	5
21	в свою очередь	6	5
22	по своей природе	1	5
23	и может быть	1	5
24	что же касается	1	5
25	до известной степени	3	4
26	тем не менее	2	4
27	не в том	3	4
28	и прежде всего	2	4
29	и не может	5	4
30	в этом случае	1	4
31	тот или иной	1	4
32	говоря уже о	1	3
33	во внешнем мире	1	3
34	в том числе	1	3
35	в своей основе	1	3
36	как и всякое	1	3
37	более или менее	7	3
38	того или иного	6	3
39	в том случае	2	3
40	по аналогии с	4	3
41	том числе и	1	3
42	можно говорить о	1	3
43	не говоря уже	1	3
44	и в частности	2	3
45	во всяком случае	6	3
46	из виду что	2	2
47	мере в какой	1	2
48	бы то ни	4	2
49	все то что	1	2
50	речевого общения в	2	2
51	не приводит к	1	2
52	в той мере	1	2
53	в большинстве случаев	5	2
54	в предыдущей главе	1	2
55	в процессе становления	1	2
56	сами по себе	4	2
57	можно указать на	1	2
58	науке о литературе	1	2
59	большей или меньшей	1	2
60	в ранний период	1	2
61	и в то	4	2
62	по себе не	1	2
63	той мере в	1	2
64	до настоящего времени	3	2
65	то ни было	1	2
66	в целом и	1	2
67	в новое время	1	2
68	и в том	1	2
69	в том и	1	2
70	что не имея	1	2
71	не столько в	1	2
72	но и в	4	2
73	в том чтобы	3	2
74	а не как	1	2
75	и в особенности	1	2
76	так и не	1	2
77	только то что	1	2
78	все же не	1	2
79	только в том	1	2
80	один из важнейших	1	2
81	так обстоит дело	1	2
82	же время и	2	2
83	как и все	2	2
84	как мы видели	5	2
85	но отнюдь не	1	2
86	с самого начала	2	2
87	может быть признана	1	2
88	тем что он	1	2
89	так и на	1	2
90	том случае если	1	2
91	то что они	1	2
92	а также и	1	2
93	прежде всего в	5	2
94	что он не	1	1
95	лишь в том	1	1
96	целом и в	1	1
97	но все эти	2	1
98	на этом фоне	1	1
99	как и во	1	1
100	которое не может	1	1
101	в этот период	1	1
102	тем более не	1	1
103	изображения и выражения	2	1
104	а часто и	2	1
105	так и для	1	1
106	что же это	1	1
107	и тем самым	2	1
108	вслед за этим	1	1
109	в литературе и	1	1
110	в применении к	4	1
111	отнюдь не является	1	1
112	установка на выражение	1	1
113	и заключается в	1	1
114	взаимодействия при этом	1	1
115	к другому в	1	1
116	в этом смысле	3	1
117	по сравнению с	1	1
118	и не имеющие	1	1
119	художественного целого отнюдь	1	1
120	то или иное	1	1
121	не было и	1	1
122	еще не было	1	1
123	хотя бы и	1	1
124	она могла бы	1	1
125	с реальной действительностью	1	1
126	так и от	1	1
127	в самом деле	5	1
128	произведение в его	2	1
129	это приводит к	2	1
130	но оно не	1	1
131	для того чтобы	3	1
132	сводится к одной	1	1
133	друг от друга	2	1
134	в строгом смысле	2	1
135	самой литературы в	1	1
136	и здесь в	1	1
137	в таком случае	1	1
138	так или иначе	1	1
139	сам по себе	2	1
140	все наши высказывания	1	1
141	так и с	1	1
142	до сих пор	7	1
143	и не должно	1	1
144	в нем определенные	1	1
145	в такой же	1	1
146	иметь в виду	1	1
147	в отношении к	1	1
148	в этом пункте	4	1
149	но ни одна	1	1
150	может и должен	1	1
151	между тем как	1	1
152	возможно лишь в	1	1
153	как и всякий	1	1
154	но для этого	1	1
155	отнюдь не приводит	1	1
156	тем чем он	1	1
157	тех или иных	1	1
158	для этого она	1	1
159	в том или	1	1
160	что они не	1	1
161	их отношении к	1	1
162	не могло быть	1	1
163	но не с	1	1
164	не только на	1	1
165	есть не что	1	1
166	и в пределах	1	1
167	смысле можно говорить	1	1
168	не может не	1	1
169	но в этом	2	1
170	литературное произведение в	2	1
171	как раз и	4	1
172	в связи с	9	1
173	и там где	1	1
174	вовсе не является	1	1
175	языка и не	1	1
176	но все же	2	1
177	все дело в	1	1
178	целого отнюдь не	1	1
179	из того что	1	1
