N	3gram	Vygotskiy_	Vvedenie
1	для того чтобы	14	22
2	в том что	41	15
3	о том что	3	13
4	не может быть	5	10
5	в этом смысле	7	10
6	тем не менее	6	9
7	до сих пор	3	7
8	в применении к	1	6
9	в самом деле	4	6
10	к выводу что	2	6
11	в этом случае	4	6
12	в том чтобы	2	5
13	на этот вопрос	2	5
14	не что иное	2	5
15	что иное как	2	5
16	с другой стороны	5	5
17	во всяком случае	10	5
18	и в том	1	4
19	по отношению к	3	4
20	с точки зрения	11	4
21	по сравнению с	4	4
22	так или иначе	1	4
23	само по себе	3	4
24	можно было бы	8	4
25	не только в	1	4
26	в данном случае	1	4
27	в отличие от	8	4
28	но все же	1	4
29	с одной стороны	8	4
30	в этом отношении	9	4
31	и в этом	2	4
32	приходим к выводу	1	4
33	одной стороны и	1	3
34	той или иной	2	3
35	вместе с тем	11	3
36	том отношении что	1	3
37	заключается в том	18	3
38	в собственном смысле	12	3
39	и в самом	1	3
40	в свое время	2	3
41	можно сказать что	1	3
42	как мы видели	4	3
43	в зависимости от	6	3
44	тех или иных	1	3
45	и то что	3	3
46	есть не что	1	3
47	с тем что	4	3
48	то же самое	9	3
49	сама по себе	1	3
50	по этому поводу	4	3
51	в том отношении	2	3
52	в известном смысле	2	3
53	в том виде	4	3
54	нельзя не признать	2	3
55	в целом ряде	1	2
56	в свою очередь	3	2
57	в большей степени	1	2
58	на задний план	1	2
59	по своему значению	2	2
60	таким образом по	1	2
61	этой точки зрения	4	2
62	том или ином	1	2
63	хотя бы и	2	2
64	с этой точки	4	2
65	только в том	4	2
66	и той же	5	2
67	и что следовательно	1	2
68	и то же	6	2
69	как мы уже	3	2
70	состоит в том	4	2
71	сам по себе	2	2
72	смысле этого слова	10	2
73	в конце концов	1	2
74	одно и то	6	2
75	самом деле как	1	2
76	одной и той	5	2
77	точно так же	4	2
78	всяком случае не	1	2
79	что в этом	1	2
80	и того же	5	2
81	и т.д в	1	2
82	и не могут	1	2
83	принять во внимание	2	2
84	подобно тому как	1	2
85	не могут быть	1	2
86	имеет дело с	2	2
87	же самое что	1	2
88	в связи с	8	2
89	влечет за собой	1	2
90	в другом месте	3	2
91	одного и того	5	2
92	обратить внимание на	1	2
93	после того как	1	2
94	вовсе не в	1	2
95	а также и	1	2
96	и т.д и	1	1
97	с полным основанием	3	1
98	в истории языка	1	1
99	собой не что	1	1
100	собственном смысле слова	3	1
101	двум причинам во-первых	1	1
102	понятия в чисто	1	1
103	если мы теперь	1	1
104	том виде как	3	1
105	в том же	1	1
106	с которыми приходится	1	1
107	приходится иметь дело	1	1
108	того обстоятельства что	1	1
109	так как если	1	1
110	заключается вовсе не	1	1
111	и том же	2	1
112	или сообщением в	1	1
113	логической точки зрения	2	1
114	значение только в	1	1
115	который мог бы	1	1
116	что обе эти	1	1
117	например когда мы	1	1
118	из этих двух	1	1
119	но и в	1	1
120	все свое значение	1	1
121	бы сказать что	5	1
122	отступают на задний	1	1
123	уже в начале	1	1
124	в том смысле	3	1
125	речь идет об	1	1
126	и тогда когда	1	1
127	разница только в	1	1
128	выводу что и	1	1
129	не мог не	1	1
130	понятно что и	1	1
131	и в результате	3	1
132	самом деле то	1	1
133	в тех областях	1	1
134	здесь как и	1	1
135	много общего с	1	1
136	и не потому	1	1
137	мы говорим о	1	1
138	в гораздо большей	1	1
139	в целом но	3	1
140	действительно по своему	1	1
141	тот факт что	7	1
142	ответить на этот	1	1
143	в том числе	3	1
144	имеет еще и	1	1
145	но если мы	1	1
146	когда мы говорим	1	1
147	к овладению этим	1	1
148	связи с этим	2	1
149	если бы оно	1	1
150	бы в известных	1	1
151	более или менее	3	1
152	в самом его	1	1
153	того или иного	2	1
154	том виде в	1	1
155	при известных условиях	1	1
156	если принять во	2	1
157	и как они	1	1
158	так как она	2	1
159	все же в	2	1
160	именно в этой	1	1
161	сказать что они	1	1
162	потому что она	1	1
163	отрицать того что	1	1
164	для целого ряда	1	1
165	совершенно ясно что	1	1
166	не потому что	1	1
167	сказать что в	1	1
168	может быть не	1	1
169	в обоих случаях	2	1
170	сомневаться в том	1	1
171	же в них	1	1
172	что различие между	1	1
173	слова таким образом	1	1
174	связь между отдельными	3	1
175	то положение что	1	1
176	и в чисто	1	1
177	то что этот	1	1
178	уже и в	1	1
179	слова или выражения	1	1
180	так же как	9	1
181	между ними в	1	1
182	только потому что	2	1
183	во многих случаях	1	1
184	том что в	3	1
185	по себе не	1	1
186	но в силу	1	1
187	у разных народов	1	1
188	к образованию понятий	4	1
189	с самого начала	6	1
190	которые не только	1	1
191	виде в каком	1	1
192	том что он	1	1
193	по двум причинам	1	1
194	точки зрения между	1	1
195	точки зрения совершенно	1	1
196	автора и других	1	1
197	не менее не	1	1
198	в своих исследованиях	1	1
199	то ни было	1	1
200	том что с	1	1
201	как если бы	2	1
202	в русском языке	1	1
203	представление о том	1	1
204	то обстоятельство что	4	1
205	заключенное в нем	1	1
206	было бы назвать	1	1
207	ни при каких	2	1
208	оставляя в стороне	1	1
209	связи между словами	1	1
210	заключает в себе	3	1
211	к тому что	1	1
212	та или иная	3	1
213	только то что	1	1
214	мы должны сейчас	1	1
215	этнической психологии и	1	1
216	но независимо от	1	1
217	теми или иными	2	1
218	или ином его	1	1
219	бы то ни	1	1
220	ту или иную	1	1
221	точки зрения на	2	1
222	из того что	3	1
223	показывает что в	1	1
224	то увидим что	4	1
225	отношении его к	1	1
226	одном и том	2	1
227	которыми приходится иметь	1	1
228	было бы понять	1	1
229	том смысле что	2	1
230	как уже сказано	7	1
231	из которых каждый	2	1
232	имея в виду	1	1
233	было бы с	1	1
234	представляет собой нечто	1	1
235	в значительной степени	1	1
236	то что в	3	1
237	собственном смысле этого	7	1
238	так как в	2	1
239	гораздо большей мере	1	1
240	имеем дело с	1	1
241	по тому же	1	1
242	отсюда ясно что	1	1
