N	4gram	Propp_Isto	Myshleni
1	в то время как	3	20
2	так же как и	1	16
3	один и тот же	2	12
4	с одной стороны и	1	10
5	в силу того что	1	9
6	но вместе с тем	1	9
7	в том что он	1	8
8	то же самое что	2	7
9	не что иное как	3	6
10	точно так же как	1	6
11	и вместе с тем	2	5
12	ответ на этот вопрос	1	5
13	приводит к тому что	1	5
14	в тех случаях когда	1	4
15	в том что они	3	4
16	не содержат в себе	1	4
17	в тот момент когда	3	4
18	есть не что иное	2	4
19	связаны друг с другом	1	3
20	мы будем иметь случай	1	3
21	не содержит в себе	1	3
22	дело в том что	2	3
23	внимание на то что	1	3
24	к тому или иному	1	3
25	не чем иным как	1	3
26	уже по одному этому	1	3
27	бы то ни было	2	3
28	не подлежит никакому сомнению	1	3
29	само по себе не	1	2
30	но тем не менее	1	2
31	в самое последнее время	1	2
32	сводится к тому чтобы	1	2
33	начинается с того что	2	2
34	как мы увидим ниже	1	2
35	мы должны были бы	2	2
36	на самом же деле	1	2
37	мы уже видели что	2	2
38	только в самое последнее	1	2
39	о том что в	1	2
40	содержит в себе ничего	1	2
41	указанием на то что	1	2
42	с другой стороны как	1	2
43	в этих случаях как	2	1
44	образом мы видим что	2	1
45	и уже по одному	1	1
46	в том отношении что	1	1
47	необходимо иметь в виду	1	1
48	бы возразить что это	1	1
49	таким образом мы видим	2	1
50	мы знаем что в	2	1
51	и в соответствии с	1	1
52	именно на вопросе о	1	1
53	что подобно тому как	1	1
54	могут быть поставлены в	1	1
55	с другой стороны в	1	1
56	что для того чтобы	1	1
57	потому что он был	1	1
58	друг с другом мы	1	1
59	до сих пор в	1	1
60	и точно так же	1	1
61	дело не в количестве	1	1
62	это не значит что	1	1
63	на более высокой ступени	1	1
64	встречается не так часто	1	1
65	это происходит потому что	1	1
66	то мы увидим что	1	1
67	мы видим что в	1	1
68	друг с другом что	1	1
69	в прямом смысле этого	1	1
70	для этого мы должны	1	1
71	составить предмет особого исследования	1	1
72	не может быть понят	1	1
73	это приводит нас к	1	1
74	но мы хотели бы	1	1
75	сами по себе а	1	1
76	один из них не	1	1
77	если это так то	2	1
78	что можно было бы	1	1
79	выше мы видели что	3	1
80	во всем его объеме	1	1
81	и в какой степени	1	1
82	все дело в том	1	1
83	до сих пор мы	3	1
84	можно было бы объяснить	1	1
85	и в этом смысле	1	1
86	только после того как	1	1
87	говорят о том что	1	1
88	мы можем сказать что	1	1
89	означает не что иное	1	1
90	не говоря уже о	1	1
91	прямом смысле этого слова	1	1
92	вопрос можно дать только	1	1
93	но этим дело не	1	1
94	здесь мы не можем	1	1
95	ни один из них	1	1
96	мог бы показать что	1	1
97	по одному этому мы	1	1
98	одной стороны и его	1	1
99	только в связи с	1	1
100	по мере того как	4	1
101	не сами по себе	1	1
102	легко заметить что в	1	1
103	вопрос о том не	1	1
104	в связи с ее	1	1
105	так же и в	1	1
106	во всех этих случаях	1	1
107	само по себе но	1	1
108	но если это так	2	1
109	на нее что он	1	1
