N	3gram	Tiupa_Hudo	Myshleni
1	в том что	8	133
2	с точки зрения	3	89
3	для того чтобы	5	78
4	заключается в том	1	51
5	по отношению к	10	42
6	так же как	1	39
7	с одной стороны	3	39
8	то же самое	1	31
9	во внутренней речи	1	31
10	в этом случае	1	27
11	с другой стороны	6	26
12	о том что	1	25
13	не может быть	4	23
14	в то время	1	22
15	к тому что	2	22
16	в зависимости от	1	22
17	можно сказать что	3	21
18	в самом деле	2	19
19	и тем самым	1	19
20	так же точно	1	19
21	из того что	1	19
22	в отличие от	7	18
23	состоит в том	5	18
24	в этом смысле	3	18
25	и того же	3	17
26	этой точки зрения	2	17
27	в связи с	3	17
28	одного и того	3	17
29	с этой точки	2	16
30	в известном смысле	2	15
31	друг от друга	1	14
32	в первую очередь	1	14
33	в свою очередь	2	14
34	подобно тому как	3	14
35	точно так же	1	13
36	а с другой	2	13
37	и то же	3	12
38	таким образом что	1	12
39	тем не менее	3	12
40	одно и то	3	12
41	речи для себя	1	11
42	те и другие	1	11
43	одной стороны и	1	10
44	том числе и	2	10
45	по своей природе	2	10
46	в самом начале	1	10
47	в том числе	3	10
48	внутренней речи как	1	10
49	не в состоянии	1	10
50	сама по себе	2	9
51	мы видим в	1	9
52	как и в	1	9
53	более или менее	6	9
54	в конечном счете	5	9
55	именно в этом	1	9
56	том что он	2	9
57	речь идет о	1	8
58	что в основе	2	8
59	той или иной	5	8
60	не могут быть	1	8
61	что он не	1	8
62	включает в себя	2	7
63	содержит в себе	1	7
64	как раз в	1	7
65	отношение к объекту	1	7
66	приводит к тому	2	7
67	и тем же	1	6
68	по своей структуре	1	6
69	и в частности	1	6
70	заключает в себе	1	6
71	именно потому что	1	6
72	в лучшем случае	1	6
73	и том же	1	6
74	только то что	1	6
75	одном и том	1	6
76	не что иное	1	6
77	одним и тем	1	6
78	в том и	2	6
79	что иное как	1	6
80	мере в какой	1	5
81	и как бы	1	5
82	не совпадает с	1	5
83	той мере в	1	5
84	больше и больше	1	5
85	внутренней речи с	1	5
86	в той мере	1	5
87	прежде всего в	1	5
88	ту же самую	1	5
89	во втором случае	1	5
90	но он не	2	5
91	в свое время	1	5
92	в то же	7	5
93	едва ли не	1	5
94	то что они	1	5
95	но на деле	1	4
96	к вопросу о	1	4
97	таким образом и	1	4
98	мы имеем дело	2	4
99	вбирает в себя	1	4
100	в себе и	1	4
101	и тем более	1	4
102	тем и другим	1	4
103	и внутренней речи	1	4
104	как более или	1	4
105	есть не что	1	4
106	в значительной степени	2	4
107	сводится до минимума	1	3
108	то ни было	2	3
109	он мог бы	1	3
110	мы говорим о	1	3
111	логической точки зрения	1	3
112	речи от внешней	1	3
113	в нашем примере	1	3
114	внутренней речи от	1	3
115	к тому же	1	3
116	то же время	7	3
117	как это ни	1	3
118	стадии в развитии	1	3
119	связи с этим	1	3
120	того или иного	4	3
121	мы имеем в	3	3
122	на язык внешней	1	3
123	является одним из	1	3
124	того же типа	1	3
125	это было бы	1	3
126	язык внешней речи	1	3
127	является как бы	1	3
128	не содержит в	1	3
129	том что она	1	3
130	и потому что	1	3
131	тех или иных	2	3
132	в соответствии с	1	3
133	по ту сторону	1	3
134	во всей своей	1	3
135	с логической точки	1	3
136	бы то ни	2	3
137	та или иная	1	3
138	и в самом	3	3
139	в настоящее время	1	3
140	имеем в виду	3	3
141	имеем дело с	1	3
142	здесь и теперь	1	2
143	в той или	2	2
144	в одном и	1	2
145	для себя и	1	2
146	в частности в	1	2
147	как бы не	2	2
148	ли не первым	1	2
149	и по отношению	1	2
150	мы встречаемся с	1	2
151	не входит в	1	2
152	никогда не бывает	1	2
153	что даже в	1	2
154	и для других	1	2
155	и речевой деятельности	1	2
156	который в отличие	1	2
157	форма внутренней речи	1	2
158	не только к	1	2
159	в силу своей	4	2
160	что он должен	1	2
161	в одном случае	1	2
162	у нее нет	1	2
163	тем или иным	2	2
164	как и ее	1	2
165	по сути дела	3	2
166	внутренней речи для	1	2
167	как бы в	1	2
168	не могли бы	1	2
169	даже в том	1	2
