N	4gram	Voloshinov	Literetu
1	в то же время	1	21
2	бы то ни было	3	4
3	с одной стороны и	2	3
4	дело в том что	4	2
5	со специфической социальной структурой	1	2
6	события со специфической социальной	1	2
7	эти и подобные им	2	2
8	одно и то же	2	2
9	то же время не	1	2
10	художественного события со специфической	1	2
11	форма все время учитывает	1	1
12	время берем не вне	1	1
13	автора слушателя читателя и	1	1
14	не вне художественного события	1	1
15	самое восприятие художественного произведения	1	1
16	художественного события а лишь	1	1
17	героя никогда не бывает	1	1
18	берем не вне художественного	1	1
19	закрепленные в словесном материале	1	1
20	того о ком или	1	1
21	и того о ком	1	1
22	который и оказывает существеннейшее	1	1
23	слушателя мы все время	1	1
24	свое незаместимое место в	1	1
25	и продукт социального взаимодействия	1	1
26	людьми лишь отраженные и	1	1
27	в самое восприятие художественного	1	1
28	читателя и того о	1	1
29	есть выражение и продукт	1	1
30	в руках у нас	1	1
31	и слушателя мы все	1	1
32	поскольку они входят в	1	1
33	тех или иных приемов	1	1
34	вне художественного события а	1	1
35	отношения между людьми лишь	1	1
36	все более и более	1	1
37	входят в самое восприятие	1	1
38	взаимодействия трех говорящего автора	1	1
39	и героя никогда не	1	1
40	трех говорящего автора слушателя	1	1
41	и не может быть	1	1
42	между людьми лишь отраженные	1	1
43	в том что в	1	1
44	взаимоотношением двоих форма все	1	1
45	все время вмешивается третий	1	1
46	героя и слушателя мы	1	1
47	лишь поскольку они входят	1	1
48	игру все время вмешивается	1	1
49	что в игру все	1	1
50	все время берем не	1	1
51	а лишь поскольку они	1	1
52	что не может быть	1	1
53	мы все время берем	1	1
54	и закрепленные в словесном	1	1
55	и оказывает существеннейшее влияние	1	1
56	интимным взаимоотношением двоих форма	1	1
57	говорящего автора слушателя читателя	1	1
58	на все моменты произведения	1	1
59	не может быть ни	1	1
60	существеннейшее влияние на все	1	1
61	время вмешивается третий участник	1	1
62	все время учитывает третьего	1	1
63	слушателя читателя и того	1	1
64	в игру все время	1	1
65	всякое действительно произнесенное или	1	1
66	произнесенное или осмысленно написанное	1	1
67	оказывает существеннейшее влияние на	1	1
68	других творца и героя	1	1
69	выражение и продукт социального	1	1
70	социального взаимодействия трех говорящего	1	1
71	ком или о чем	1	1
72	события а лишь поскольку	1	1
73	участник слушатель который меняет	1	1
74	слушателя который и оказывает	1	1
75	время учитывает третьего слушателя	1	1
76	двоих форма все время	1	1
77	слово есть выражение и	1	1
78	вмешивается третий участник слушатель	1	1
79	слушатель который меняет и	1	1
80	влияние на все моменты	1	1
81	действительно произнесенное или осмысленно	1	1
82	о чем говорят героя	1	1
83	отраженные и закрепленные в	1	1
84	о ком или о	1	1
85	они входят в самое	1	1
86	или о чем говорят	1	1
87	автора и героя никогда	1	1
88	учитывает третьего слушателя который	1	1
89	третий участник слушатель который	1	1
90	третьего слушателя который и	1	1
91	автора героя и слушателя	1	1
92	обстоит дело и с	1	1
93	двух других творца и	1	1
94	но в то же	1	1
95	одним и тем же	1	1
96	какой бы то ни	1	1
97	мы имеем дело с	1	1
98	продукт социального взаимодействия трех	1	1
99	лишь отраженные и закрепленные	1	1
