N	3gram	Propp_Morf	Komedia
1	в том что	4	29
2	в то же	1	16
3	то же время	1	16
4	до сих пор	1	16
5	о том что	3	13
6	для того чтобы	3	11
7	в то время	3	11
8	в свою очередь	1	10
9	по отношению к	7	9
10	с одной стороны	2	9
11	то время как	3	9
12	с другой стороны	5	8
13	бы то ни	3	7
14	то ни было	2	7
15	с самого начала	1	7
16	во всяком случае	2	7
17	в связи с	9	6
18	с точки зрения	6	6
19	после того как	1	6
20	о том как	2	5
21	и т д	60	5
22	в тех же	4	5
23	в этом отношении	2	5
24	тем не менее	6	5
25	том что он	1	5
26	и тот же	1	4
27	в обоих случаях	2	4
28	в этой области	1	4
29	к тому что	4	4
30	но все же	4	4
31	независимо от того	4	4
32	можно было бы	2	4
33	обстоит дело с	1	4
34	что и в	1	4
35	то что он	1	3
36	более или менее	2	3
37	друг с другом	1	3
38	хотя и не	2	3
39	в высшей степени	1	3
40	сих пор не	1	3
41	на то что	3	3
42	в чем же	1	3
43	один и тот	1	3
44	состоит в том	3	3
45	наряду с этим	5	3
46	с первых же	1	3
47	ли можно сомневаться	1	3
48	сомневаться в том	1	3
49	как бы то	1	3
50	и даже не	1	2
51	в большинстве случаев	3	2
52	то что не	1	2
53	можно сомневаться в	1	2
54	его т е	1	2
55	с этой точки	1	2
56	потому что в	1	2
57	как и в	3	2
58	в первом случае	3	2
59	друг за другом	2	2
60	точно так же	2	2
61	и таким образом	2	2
62	из них не	1	2
63	с тех пор	1	2
64	для этой цели	1	2
65	в тех случаях	2	2
66	но и здесь	1	2
67	а в качестве	1	2
68	этой точки зрения	1	2
69	но об этом	1	2
70	только в том	1	2
71	ни одной из	2	2
72	не означает что	1	2
73	подобно тому как	5	2
74	не зная о	1	2
75	мы имеем в	2	2
76	в этом случае	10	2
77	или вовсе не	1	2
78	тех случаях когда	2	2
79	действующих лиц не	2	2
80	одна из них	1	2
81	к этому же	1	2
82	чаще всего это	3	1
83	а в другом	1	1
84	может быть объяснена	1	1
85	имеет ничего общего	1	1
86	по собственному усмотрению	1	1
87	с этим и	1	1
88	как это видно	1	1
89	в первой трети	1	1
90	вслед за этим	1	1
91	в применении к	1	1
92	следует остановиться на	1	1
93	не может быть	9	1
94	едой и питьем	1	1
95	однако и этот	1	1
96	один из них	1	1
97	можно сказать что	1	1
98	она должна быть	1	1
99	в собственном смысле	3	1
100	до наших дней	2	1
101	она могла бы	1	1
102	к свадьбе с	1	1
103	различное значение и	1	1
104	в коем случае	1	1
105	и независимо от	1	1
106	качестве примера он	1	1
107	еще тем что	1	1
108	некоторый свет на	1	1
109	к заключению что	1	1
110	между тем не	1	1
111	далеко не всегда	1	1
112	в качестве примера	1	1
113	как мы уже	1	1
114	друг на друга	2	1
115	но и она	1	1
116	в том случае	3	1
117	один из любимейших	1	1
118	чаще всего в	1	1
119	ни в коем	1	1
120	даже в тех	1	1
121	таким образом что	1	1
122	по существу не	1	1
123	бросается в глаза	1	1
124	быть сопоставлен с	1	1
125	вместо того чтобы	1	1
126	за это время	1	1
127	всех других случаях	1	1
128	бы только один	1	1
129	в данном случае	2	1
130	но если бы	1	1
131	все это на	1	1
132	в этих условиях	1	1
133	отсюда видно что	2	1
134	мы уже знаем	1	1
135	и у него	1	1
136	не имеет ничего	1	1
137	в других случаях	1	1
138	но в этом	1	1
139	из дому и	1	1
140	т д см	1	1
141	и не требует	1	1
142	к вопросу о	2	1
143	они и в	1	1
144	с тем как	1	1
145	во всех других	1	1
146	так и за	1	1
147	и по существу	1	1
148	в одном случае	1	1
149	в третий раз	1	1
150	по тем же	1	1
151	т е о	1	1
152	собственном смысле слова	3	1
153	что и при	1	1
154	тому что в	1	1
155	в мгновение ока	1	1
156	т д все	1	1
157	и не всегда	1	1
158	все же в	1	1
159	той или иной	1	1
160	с просьбой о	2	1
161	к нему в	1	1
162	не столько по	1	1
163	до начала действия	1	1
164	действующих лиц и	1	1
165	вообще один из	1	1
166	с такой же	1	1
167	с того что	2	1
168	ясно что это	1	1
169	мы увидим что	2	1
170	что же касается	1	1
171	как составная часть	1	1
172	как бы в	1	1
173	то что в	2	1
174	в некоторых случаях	1	1
175	по одному из	1	1
176	как один из	1	1
177	однако если мы	1	1
178	он не может	1	1
179	средств к существованию	1	1
180	связи с этим	5	1
181	в подземное царство	1	1
182	в настоящее время	3	1
183	на этот вопрос	1	1
184	в сущности к	1	1
185	к земле и	1	1
186	он может быть	2	1
187	так как его	1	1
188	начинается с того	2	1
189	в противном случае	1	1
190	и представляют собой	1	1
191	во всех случаях	1	1
192	то мы не	1	1
193	не что иное	2	1
194	в нашу задачу	1	1
195	так как там	1	1
196	которые могут быть	1	1
197	но это еще	1	1
198	что его можно	1	1
199	иначе чем это	1	1
200	но прежде чем	1	1
201	так мы получаем	1	1
202	сюда же можно	1	1
203	следующих друг за	1	1
204	уже говорить о	1	1
205	сам он не	1	1
206	тем что она	1	1
207	достигается тем что	1	1
208	по очереди и	1	1
209	непосредственно или в	1	1
210	что под этим	1	1
211	том случае если	2	1
212	же в этих	1	1
213	что иное как	2	1
214	и вслед за	1	1
215	выясняется что он	1	1
216	вопрос о том	2	1
217	может быть сопоставлен	1	1
218	с собой в	1	1
219	на улицу и	1	1
220	мы не можем	1	1
221	в другом случае	1	1
222	чем это было	1	1
223	потому что они	1	1
224	но там оно	1	1
