N	3gram	Propp_Isto	Problema
1	тем не менее	7	56
2	о том что	5	39
3	в том что	6	37
4	и т д	35	33
5	то же самое	3	30
6	в связи с	5	29
7	с другой стороны	7	25
8	содержит в себе	1	23
9	сам по себе	1	21
10	на то что	5	19
11	в этом смысле	1	19
12	для того чтобы	1	17
13	точно так же	8	16
14	и тем не	2	15
15	как будто бы	2	14
16	до сих пор	11	14
17	не что иное	3	14
18	что иное как	3	14
19	в этом случае	3	14
20	это значит что	1	13
21	сами по себе	1	13
22	того или иного	1	13
23	на самом деле	2	13
24	можно было бы	5	13
25	не может быть	8	12
26	так или иначе	1	12
27	и в этом	1	12
28	в то время	3	12
29	то время как	3	12
30	дело в том	3	11
31	тех или иных	1	11
32	есть не что	2	11
33	бы то ни	2	11
34	с одной стороны	7	11
35	не только не	1	10
36	вместе с тем	7	10
37	более или менее	5	10
38	только то что	1	10
39	не только в	5	10
40	по этому поводу	2	9
41	т д и	2	9
42	еще не есть	1	9
43	не говоря уже	1	9
44	никак не может	1	8
45	самом же деле	1	8
46	на самом же	1	8
47	может быть только	1	8
48	потому что он	2	8
49	только тогда когда	1	8
50	мы не будем	4	8
51	о том как	2	7
52	говоря уже о	1	7
53	а может быть	2	7
54	того что такое	1	7
55	другой стороны однако	1	7
56	к тому же	1	7
57	чем иным как	1	7
58	в чистом виде	2	7
59	но и в	4	7
60	может быть даже	1	7
61	с самого начала	4	7
62	не чем иным	1	7
63	иметь в виду	2	7
64	так же и	2	7
65	для нас не	2	7
66	по себе но	1	6
67	и то же	1	6
68	то это значит	1	6
69	то что в	2	6
70	то ни было	2	6
71	на первый взгляд	2	6
72	в этом отношении	1	6
73	само по себе	2	6
74	по себе а	2	5
75	пока еще не	1	5
76	так же как	6	5
77	мы могли бы	1	5
78	уже по одному	1	5
79	в зависимости от	3	5
80	и прежде всего	1	5
81	сих пор мы	4	5
82	и что такое	1	5
83	не просто как	1	5
84	но если мы	1	5
85	да и то	1	5
86	том что он	1	5
87	же как и	1	5
88	потому что они	1	5
89	и больше ничего	1	4
90	дело не в	2	4
