N	4gram	Propp_Isto	Problema
1	не что иное как	6	14
2	в то время как	2	12
3	есть не что иное	2	11
4	на самом же деле	1	8
5	но в таком случае	1	7
6	заключается в том что	1	6
7	не имеют ничего общего	1	5
8	указывает на то что	1	4
9	только в связи с	2	4
10	точно так же и	1	4
11	в связи с этим	1	4
12	так же как и	3	4
13	в тех случаях когда	2	3
14	как мы видели выше	2	3
15	как мы увидим ниже	2	3
16	несмотря на то что	1	3
17	с этой точки зрения	1	3
18	отличаются друг от друга	1	3
19	тем не менее он	1	3
20	вовсе не есть нечто	1	2
21	но тем не менее	2	2
22	не только то что	1	2
23	в том что и	1	2
24	в том что в	1	2
25	одной и той же	2	2
26	мы здесь не будем	1	2
27	и т д все	1	2
28	мы не будем здесь	1	2
29	если это так то	1	2
30	весьма близко подходит к	1	2
31	хотелось бы обратить внимание	1	2
32	мы до сих пор	1	2
33	имеют ничего общего с	1	2
34	с нашей точки зрения	1	1
35	по содержанию и по	1	1
36	в том смысле как	1	1
37	и т д в	1	1
38	прежде всего мы должны	1	1
39	что здесь кроется нечто	1	1
40	он содержит в себе	1	1
41	и в других случаях	1	1
42	тем не менее если	1	1
43	и т д здесь	1	1
44	вернее будет сказать что	1	1
45	здесь можно было бы	2	1
46	с другой стороны и	3	1
47	а в другом случае	1	1
48	исходя из этого можно	1	1
49	до сих пор не	1	1
50	состоит в том что	2	1
51	что в данном случае	2	1
52	в силу того что	1	1
53	бы обратить внимание еще	1	1
54	и не может быть	1	1
55	особенно в тех случаях	1	1
56	тем не менее они	1	1
57	мы увидим ниже в	1	1
58	так же реально как	1	1
59	имеется в виду не	1	1
60	что здесь мы имеем	1	1
61	иметь в виду то	1	1
62	то и здесь мы	1	1
63	с одной стороны он	1	1
64	же в этих случаях	1	1
65	и в том числе	1	1
66	обратить внимание еще на	1	1
67	то что и здесь	1	1
68	и в средние века	2	1
69	во всех этих случаях	1	1
70	мы имеем дело с	1	1
71	что же это за	1	1
