N	3gram	Voloshinov	Komedia
1	в том что	9	29
2	к тому же	2	21
3	в то же	7	16
4	то же время	7	16
5	до сих пор	10	16
6	в самом деле	13	13
7	о том что	2	13
8	для того чтобы	7	11
9	в свою очередь	5	10
10	по отношению к	9	9
11	с одной стороны	2	9
12	с другой стороны	6	8
13	и в самом	1	8
14	так или иначе	2	7
15	бы то ни	11	7
16	в конце концов	3	7
17	то ни было	11	7
18	с самого начала	9	7
19	в первую очередь	1	7
20	во всяком случае	4	7
21	в отличие от	7	6
22	говоря уже о	1	6
23	в том числе	3	6
24	в связи с	12	6
25	с точки зрения	31	6
26	до тех пор	2	6
27	не говоря уже	1	6
28	то же самое	8	5
29	в этом отношении	4	5
30	тем не менее	3	5
31	том что он	3	5
32	и тот же	3	4
33	чуть ли не	2	4
34	там и здесь	1	4
35	к тому что	4	4
36	но все же	4	4
37	по сравнению с	1	4
38	независимо от того	1	4
39	в достаточной степени	2	4
40	можно было бы	2	4
41	в той же	1	3
42	друг от друга	1	3
43	более или менее	3	3
44	друг с другом	2	3
45	в соответствии с	1	3
46	в высшей степени	5	3
47	сих пор не	1	3
48	равно как и	1	3
49	на то что	2	3
50	но и в	3	3
51	в чем же	2	3
52	один и тот	3	3
53	таким образом в	1	3
54	внешней и внутренней	1	3
55	в новое время	1	3
56	и речи о	3	3
57	если бы он	3	3
58	том числе и	3	3
59	и там и	1	3
60	брата и сестры	1	2
61	одной стороны и	1	2
62	а может быть	1	2
63	не иначе как	1	2
64	в конечном счете	1	2
65	в большинстве случаев	7	2
66	в этом смысле	2	2
67	первое место среди	1	2
68	мы не найдем	2	2
69	с этой точки	1	2
70	по отношению ко	1	2
71	как раз эта	2	2
72	как и в	1	2
73	или может быть	2	2
74	их точки зрения	2	2
75	так и в	2	2
76	но при этом	2	2
77	в первом случае	3	2
78	в отношении к	7	2
79	в зависимости от	2	2
80	друг за другом	1	2
81	из всего этого	1	2
82	с их точки	1	2
83	к одной из	1	2
84	на первый план	2	2
85	в основе своей	1	2
86	и в том	1	2
87	здесь в этом	1	2
88	как мы знаем	6	2
89	этой точки зрения	1	2
90	и тем более	1	2
91	в одной из	1	2
92	таким образом и	1	2
93	выходят за пределы	3	2
94	подобно тому как	1	2
95	так же как	2	2
96	и не менее	1	2
97	не только в	2	2
98	в этом случае	3	2
99	как мы видели	4	2
100	и в свою	1	2
101	к этому же	1	2
102	при этом почти	1	1
103	о том где	1	1
104	что в каждом	1	1
105	тех пор пока	2	1
106	как и во	1	1
107	себе не может	1	1
108	в политической жизни	1	1
109	соответствии с этим	1	1
110	выходит далеко за	1	1
111	что и для	1	1
112	не было в	1	1
113	в применении к	1	1
114	можем сказать что	1	1
115	отнюдь не является	5	1
116	друга во времени	1	1
117	не может быть	23	1
118	себе отчет в	2	1
119	определенным углом зрения	1	1
120	самого начала не	1	1
121	несмотря на то	1	1
122	имеется в виду	1	1
123	можно сказать что	4	1
124	о которых мы	1	1
125	в собственном смысле	2	1
126	являющаяся одним из	1	1
127	далеко за пределы	2	1
128	до наших дней	1	1
129	она могла бы	1	1
130	времени мы можем	1	1
131	при этом даже	1	1
132	ответ на эти	1	1
133	в коем случае	2	1
134	еще тем что	1	1
135	у нее не	1	1
136	может отказаться от	1	1
137	и не имеет	1	1
138	того или иного	2	1
139	как мы уже	3	1
140	но и он	1	1
141	одного и того	9	1
142	может быть только	1	1
143	в которой мы	1	1
144	но он не	1	1
145	и для себя	1	1
146	друг друга в	2	1
147	ничего общего с	2	1
148	в тот же	1	1
149	а между тем	1	1
150	относятся прежде всего	1	1
151	каждом из них	1	1
152	мы можем сказать	2	1
153	смысле этого слова	6	1
154	ни в коем	2	1
155	в соединении с	1	1
156	не сводится к	1	1
157	чтобы убедиться в	1	1
158	вместо того чтобы	1	1
159	большей или меньшей	1	1
160	по аналогии с	1	1
161	само по себе	2	1
162	не могла быть	1	1
163	и для самого	1	1
164	следует что в	1	1
165	именно здесь в	2	1
166	в каждом высказывании	2	1
167	задачу не входит	1	1
168	и прежде всего	4	1
169	том каким образом	1	1
170	точки зрения ее	1	1
171	в его произведениях	1	1
172	ситуации получают различное	1	1
173	мы уже знаем	2	1
174	нашу задачу не	1	1
175	и того же	9	1
176	теорию познания и	1	1
177	того же слова	3	1
178	точки зрения самого	2	1
179	но в этом	1	1
180	и не хочет	1	1
181	как из того	1	1
182	но как раз	1	1
183	в наше время	1	1
184	это вовсе не	1	1
185	вовсе не является	3	1
186	не нуждается в	1	1
187	к вопросу о	1	1
188	лицом к лицу	1	1
189	во всех других	1	1
190	и всех остальных	1	1
191	и не дает	1	1
192	конце концов к	1	1
193	время все эти	1	1
194	в значительной степени	3	1
195	или хотя бы	2	1
196	а не в	3	1
197	и не может	11	1
198	может быть с	1	1
199	на каждой из	1	1
200	собственном смысле слова	2	1
201	тому что в	1	1
202	на эти вопросы	1	1
203	в каком направлении	1	1
204	той или иной	5	1
205	сводится к тому	2	1
206	не давая ему	1	1
207	и во всяком	1	1
208	по которым можно	1	1
209	из них то	1	1
210	и вот в	1	1
211	все то же	1	1
212	по крайней мере	1	1
213	не имеет значения	1	1
214	дополняющих друг друга	1	1
215	не с точки	1	1
216	само собой разумеющимся	1	1
217	под определенным углом	1	1
218	и без того	1	1
219	и вовсе не	1	1
220	бы он был	2	1
221	что же касается	1	1
222	в целом ряде	1	1
223	же самое что	1	1
224	может быть в	1	1
225	но уже в	1	1
226	не в их	1	1
227	ни в один	1	1
228	при таком подходе	1	1
229	все же на	1	1
230	связи с этим	3	1
231	в настоящее время	6	1
232	один за другим	1	1
233	философии и в	1	1
234	же время все	1	1
235	на этот вопрос	3	1
236	во времени и	1	1
237	и здесь мы	3	1
238	со всех сторон	2	1
239	не было бы	3	1
240	в противном случае	2	1
241	кроме того в	1	1
242	во всех случаях	1	1
243	не что иное	1	1
244	и та же	1	1
245	в пределах одного	2	1
246	невозможно представить себе	1	1
247	в нашу задачу	3	1
248	с другом и	1	1
249	в отрыве от	1	1
250	не знает в	1	1
251	и не без	1	1
252	и все остальные	1	1
253	и между ними	2	1
254	не менее в	1	1
255	или совсем не	1	1
256	о том каким	1	1
257	же как и	2	1
258	правда и здесь	1	1
259	принципиальное различие между	1	1
260	одна и та	1	1
261	тем что он	1	1
262	что иное как	1	1
263	все это делает	1	1
264	вопрос о том	2	1
265	сама по себе	2	1
266	в другом случае	1	1
267	но там оно	1	1
