N	4gram	Losev_Prob	Marksizm
1	одного и того же	2	9
2	но в то же	1	9
3	на самом же деле	1	5
4	и не может быть	1	5
5	с одной стороны и	2	3
6	с точки зрения самого	1	3
7	одной и той же	1	3
8	в связи с этим	2	3
9	один и тот же	1	3
10	в том числе и	2	3
11	одно и то же	1	3
12	в той или иной	1	3
13	одним и тем же	2	3
14	с нашей точки зрения	1	2
15	если бы он был	1	2
16	уже с самого начала	2	2
17	в том или ином	1	2
18	в точном смысле слова	1	2
19	так же как и	1	2
20	сводится к тому что	1	2
21	у нас не будет	1	2
22	несмотря на то что	1	2
23	в самом деле если	1	2
24	и в этом последнем	1	1
25	но тем не менее	1	1
26	ни в каком случае	6	1
27	не что иное как	5	1
28	и в этом случае	3	1
29	взятая сама по себе	6	1
30	но для того чтобы	1	1
31	не сводимую ни к	1	1
32	ничем не отличается от	1	1
33	является не чем иным	1	1
34	имеют ничего общего с	1	1
35	как мы уже сказали	1	1
36	но если мы скажем	2	1
37	не выходит за пределы	1	1
38	до сих пор мы	3	1
39	не сам по себе	1	1
40	тот или иной предмет	1	1
41	в связи с переходом	1	1
42	это несмотря на то	1	1
43	говоря уже о том	1	1
44	дело в том что	3	1
45	сводимую ни к каким	1	1
46	указывает на то что	3	1
47	если мы скажем что	2	1
48	связь значения со знаком	1	1
49	же в таком случае	2	1
50	во всех этих случаях	1	1
51	уже о том что	1	1
52	в обычном смысле слова	1	1
53	не говоря уже о	5	1
54	бы оно ни было	1	1
55	имеют никакого отношения к	1	1
56	в какой мере не	1	1
57	мы на самом деле	1	1
58	вещи и как мы	1	1
59	связаны между собой и	1	1
60	а может быть и	2	1
61	к тому или иному	1	1
62	не чем иным как	2	1
63	тем не менее совершенно	1	1
64	в таком случае можно	1	1
65	мы остановимся на анализе	1	1
66	если же мы возьмем	1	1
67	ни в какой мере	1	1
68	именно на то что	1	1
69	на тот или иной	2	1
70	каждого слова то есть	1	1
71	как бы оно ни	1	1
72	но конечно далеко не	1	1
73	в таком случае оно	1	1
74	свидетельствует о том что	3	1
75	то что в них	1	1
76	и с точки зрения	1	1
77	в этом последнем случае	1	1
78	не имеют никакого отношения	1	1
79	может быть и более	1	1
80	и это несмотря на	1	1
81	в том что все	1	1
82	самом же деле это	1	1
83	не имеют ничего общего	4	1
