N	3gram	Bakhtin_Pr	Mirosoze
1	не может быть	11	28
2	в том что	3	9
3	это и есть	1	9
4	в творчестве достоевского	1	8
5	для того чтобы	2	7
6	в высшей степени	5	7
7	и в этом	1	6
8	и в нем	3	6
9	до сих пор	1	5
10	но и в	2	5
11	не было бы	1	5
12	может быть и	1	5
13	по отношению к	19	4
14	его отношение к	1	4
15	в нем нет	1	4
16	и в самом	1	4
17	может быть лишь	1	4
18	на то что	1	4
19	в то время	1	4
20	не что иное	1	4
21	есть лишь момент	2	4
22	можно было бы	3	4
23	то время как	1	4
24	что иное как	1	4
25	она никогда не	1	3
26	решения вопроса о	1	3
27	она не может	1	3
28	есть не что	1	3
29	к тому что	1	3
30	в своем творчестве	1	3
31	по своему значению	1	3
32	по сравнению с	1	3
33	и ничего не	1	3
34	в значительной степени	1	3
35	выходит за пределы	1	3
36	с тем что	1	3
37	на протяжении всего	1	3
38	также и в	1	3
39	как и в	1	3
40	смысле этого слова	1	2
41	на том основании	1	2
42	в этом направлении	1	2
43	не только в	2	2
44	хотя бы и	1	2
45	между тем как	5	2
46	в чем не	2	2
47	в нем не	1	2
48	к которому он	1	2
49	и не может	2	2
50	том основании что	1	2
51	и есть та	1	2
52	в том смысле	1	2
53	и менее всего	1	2
54	с самим собою	1	2
55	ли может быть	1	2
56	подобно тому как	1	2
57	не могут быть	2	2
58	никогда не может	2	2
59	в этом отношении	2	2
60	ни в чем	2	2
61	в него как	1	1
62	к миру и	2	1
63	строгом смысле слова	1	1
64	том смысле что	1	1
65	способна понять его	1	1
66	поэтому она никогда	1	1
67	и т п	13	1
68	ничего нет кроме	1	1
69	во всех его	4	1
70	но не имеет	1	1
71	в самом деле	3	1
72	и для всякой	1	1
73	в ней как	1	1
74	лишь средством для	1	1
75	и не осуществляет	1	1
76	в строгом смысле	2	1
77	протяжении всего романа	1	1
78	на этом основании	1	1
79	не в том	1	1
80	и должна быть	1	1
81	а между тем	1	1
82	не могла бы	1	1
83	и тем самым	2	1
84	в отличие от	5	1
85	в культуре не	1	1
86	и в других	1	1
87	может быть понята	1	1
88	этого движения и	1	1
89	должен быть признан	1	1
90	с другой стороны	4	1
91	в свои права	1	1
92	но никогда не	1	1
93	и не проникает	1	1
94	и в том	1	1
95	могли бы быть	1	1
96	раз и навсегда	1	1
97	к нему и	2	1
98	не проникает в	1	1
99	той или иной	2	1
100	и как бы	1	1
101	ставит его в	1	1
102	и должно быть	1	1
103	не могли быть	1	1
104	с точки зрения	6	1
105	выходят за пределы	1	1
106	со всеми его	1	1
107	ни в какой	1	1
108	а иногда и	1	1
109	лицом к лицу	1	1
110	как момент в	1	1
111	которые могли бы	1	1
112	и не в	1	1
113	а следовательно и	1	1
114	в иных случаях	3	1
115	быть понята как	1	1
116	изживает себя и	1	1
117	в то же	3	1
118	во всех своих	2	1
119	и несмотря на	1	1
120	отношению к нему	1	1
121	и как ни	1	1
122	не для того	1	1
123	то же время	3	1
124	и ценности и	1	1
125	на самом деле	3	1
126	и если он	1	1
127	в мире в	1	1
128	на мир на	1	1
129	одного к другому	1	1
130	от одного к	1	1
131	и в свою	1	1
132	хотя бы в	1	1
133	все что есть	1	1
134	не есть ни	1	1
135	а вовсе не	1	1
136	и потому в	1	1
137	та или иная	1	1
138	в нем и	1	1
139	с одной стороны	3	1
140	то есть к	1	1
141	если бы не	1	1
