N	4gram	Bakhtin_Fr	Formalny
1	в то же время	13	20
2	и не может быть	1	7
3	бы то ни было	1	7
4	и в то же	2	6
5	с одной стороны и	2	5
6	в связи с этим	1	5
7	все более и более	1	4
8	нет и не может	1	4
9	на самом же деле	1	3
10	с начала и до	7	3
11	один и тот же	3	3
12	в том числе и	3	3
13	начала и до конца	7	3
14	то же время не	1	3
15	во всяком случае в	1	3
16	но в то же	7	3
17	и до сих пор	2	2
18	может быть и не	2	2
19	во всех своих моментах	1	2
20	одним и тем же	1	2
21	как мы видели является	1	2
22	менее всего может быть	1	2
23	мы имеем в виду	2	2
24	для этого прежде всего	1	2
25	какой бы то ни	1	2
26	и с рядом других	1	1
27	в настоящее время можно	1	1
28	с точки зрения этих	1	1
29	в художественном творчестве особенно	1	1
30	не что иное как	1	1
31	и прежде всего в	1	1
32	и до конца в	1	1
33	в связи со всем	1	1
34	с исторической точки зрения	1	1
35	в том случае если	1	1
36	и в данном случае	1	1
37	большей или меньшей степени	2	1
38	дело в том что	2	1
39	не значит конечно что	1	1
40	в большей или меньшей	2	1
41	может быть понято и	1	1
42	мы еще вернемся в	2	1
43	что на самом деле	1	1
44	мы уже говорили что	1	1
45	но для этого прежде	1	1
46	остановимся прежде всего на	1	1
47	ни в коем случае	1	1
48	одной и той же	2	1
49	во всяком случае его	1	1
50	где кончается одно и	1	1
51	мы уже указывали на	2	1
52	его в конце концов	1	1
53	слова мы имеем в	1	1
54	это не значит конечно	1	1
55	время не может быть	1	1
56	в виду прежде всего	2	1
57	на самом деле он	1	1
58	на протяжении длинного ряда	1	1
59	мы увидим дальше что	1	1
60	или во всяком случае	1	1
61	же время не может	1	1
62	на самом деле в	1	1
63	с ним лицом к	1	1
64	одного и того же	1	1
65	в этом же смысле	1	1
66	в нашу задачу не	1	1
67	совершенно неправильно в духе	1	1
68	ним лицом к лицу	1	1
69	же как мы знаем	1	1
70	заключается в том чтобы	1	1
71	как раз и не	1	1
72	имеем в виду прежде	2	1
73	не сделано ни одной	1	1
74	нашу задачу не входит	1	1
75	этого прежде всего необходимо	1	1
76	в том чтобы установить	1	1
77	но все же в	2	1
78	всех тех действий и	1	1
79	в высшей степени характерно	1	1
80	есть не что иное	1	1
