N	2gram	Tiupa_Hudo	Russkaja
1	не может	10	22
2	и не	15	19
3	в этом	22	17
4	в том	24	17
5	с другом	1	14
6	и в	34	14
7	друг с	1	14
8	то что	13	13
9	самим собой	1	12
10	то же	14	11
11	точки зрения	7	11
12	но и	13	10
13	же время	11	10
14	в то	12	10
15	не только	22	9
16	с точки	5	9
17	том что	31	9
18	во всяком	1	9
19	может быть	12	9
20	церкви и	1	9
21	в себе	19	9
22	прежде всего	12	8
23	того чтобы	6	8
24	как на	2	8
25	не будет	1	7
26	ни к	2	7
27	самом деле	6	7
28	к тому	11	7
29	о том	21	7
30	в данном	3	7
31	мы должны	1	7
32	и с	10	7
33	к богу	1	7
34	отнюдь не	4	7
35	и к	6	6
36	для всех	1	6
37	если в	4	6
38	для него	15	6
39	признать что	2	6
40	все это	2	6
41	на самом	2	6
42	в своих	4	6
43	если бы	7	6
44	и для	5	6
45	с тем	1	6
46	что он	14	6
47	для того	3	6
48	к которой	1	6
49	в своем	9	6
50	всяком случае	1	6
51	до сих	3	5
52	и на	6	5
53	из которых	1	5
54	только в	8	5
55	или иной	2	5
56	по существу	1	5
57	в своей	15	5
58	жизни в	12	5
59	себя и	4	5
60	между собой	1	5
61	во всех	2	5
62	сих пор	3	5
63	и только	2	5
64	вопрос о	2	5
65	хотя бы	2	5
66	потому что	7	5
67	в нем	5	5
68	между тем	14	5
69	он не	8	5
70	а между	4	5
71	а в	11	5
72	при этом	21	5
73	было бы	8	5
74	на то	4	5
75	он должен	1	5
76	никогда не	8	5
77	что в	8	4
78	бы то	1	4
79	и то	2	4
80	все что	4	4
81	так как	2	4
82	к этой	4	4
83	в его	17	4
84	тому чтобы	1	4
85	не могут	1	4
86	его в	5	4
87	более или	1	4
88	не в	16	4
89	он будет	3	4
90	в корне	1	4
91	вместе с	2	4
92	как и	16	4
93	на земле	2	4
94	в мире	10	4
95	все же	5	4
96	приводит к	5	4
97	в их	2	4
98	со стороны	6	4
99	себе и	3	4
100	или менее	1	4
101	том случае	2	4
102	которой он	2	4
103	то ни	2	4
104	можно было	6	4
105	что же	4	4
106	от того	1	4
107	а лишь	1	4
108	и т.д	3	4
109	как бы	11	4
110	путь к	2	4
111	в этой	11	4
112	себя в	11	4
113	жизни и	10	4
114	но не	7	4
115	точку зрения	1	4
116	в самом	7	3
117	то в	6	3
118	что они	4	3
119	этом случае	1	3
120	был и	1	3
121	что оно	1	3
122	и этот	1	3
123	может не	1	3
124	данном случае	3	3
125	должно быть	2	3
126	русская интеллигенция	1	3
127	несмотря на	7	3
128	что это	2	3
129	ни стало	1	3
130	в качестве	13	3
131	для них	1	3
132	что и	3	3
133	сводится к	7	3
134	в виде	2	3
135	не было	8	3
136	связи с	4	3
137	или в	3	3
138	ни одна	2	3
139	во что	1	3
140	тем что	6	3
141	именно в	9	3
142	в конце	5	3
143	и как	1	3
144	и т	15	3
145	да и	5	3
146	о которых	2	3
147	о котором	2	3
148	но мы	2	3
149	культуры в	1	3
150	той или	1	3
151	еще не	10	3
152	все они	2	3
153	и потому	3	3
154	в положении	1	3
155	случае если	2	3
156	в лучшем	1	3
157	одна из	4	3
158	в значительной	3	3
159	на том	3	3
160	в другом	3	3
161	говорить о	4	3
162	борьбе с	1	3
163	приходит к	3	3
164	знаем что	2	3
165	что бы	2	3
166	себя от	1	3
167	лишь в	5	3
168	она может	2	3
169	что для	1	3
170	главным образом	1	3
171	при котором	2	3
172	том чтобы	2	3
173	одной из	5	3
174	с нею	2	3
175	что все	3	3
176	ибо в	2	3
177	из этого	1	3
178	он сам	3	3
179	и по	3	3
180	конце концов	1	3
181	друг друга	5	3
182	из этих	3	3
183	всех этих	1	3
184	таким же	1	3
185	из них	5	3
186	того что	5	3
187	были бы	1	2
188	представить себе	1	2
189	от него	3	2
190	с уверенностью	1	2
191	именно на	2	2
192	или нескольких	1	2
193	и вот	1	2
194	к себе	8	2
195	время в	1	2
196	для себя	9	2
197	каждого отдельного	3	2
198	с самим	2	2
199	будет не	1	2
200	от нас	1	2
201	с ним	6	2
202	для нас	4	2
203	видеть в	1	2
204	одному из	1	2
205	ни в	5	2
206	в результате	2	2
207	самобытности и	1	2
208	противоречие с	4	2
209	том и	1	2
210	в этих	7	2
211	у него	13	2
212	по себе	3	2
213	их не	1	2
214	чтобы в	1	2
215	и даже	4	2
216	бы для	1	2
217	от друга	2	2
218	не о	3	2
219	к чему	1	2
220	себя на	1	2
221	по сторонам	2	2
222	но совершенно	1	2
223	все эти	4	2
224	на себя	3	2
225	но для	1	2
226	том же	1	2
227	в таком	3	2
228	их общей	1	2
229	отношения к	1	2
230	тому что	8	2
231	ему по	1	2
232	участие в	3	2
233	ясно что	2	2
234	так часто	1	2
235	их в	2	2
236	является не	1	2
237	только для	4	2
238	отличается от	1	2
239	нисколько не	1	2
240	так же	3	2
241	друг от	2	2
242	любовь к	1	2
243	тогда как	10	2
244	в других	4	2
245	если же	1	2
246	уже не	12	2
247	к той	3	2
248	с этим	3	2
249	его и	2	2
250	того или	4	2
251	совершенно не	1	2
252	на этой	1	2
253	а с	5	2
254	за то	1	2
255	и более	2	2
256	в котором	5	2
257	и состоит	4	2
258	лежит не	1	2
259	культуре и	1	2
260	мы уже	7	2
261	она не	6	2
262	при отсутствии	1	2
263	в течение	1	2
264	другом и	1	2
265	это только	1	2
266	в ней	6	2
267	во многих	1	2
268	и тогда	2	2
269	и тем	2	2
270	в частности	10	2
271	для нее	6	2
272	а не	23	2
273	но она	1	2
274	только на	6	2
275	отношении к	1	2
276	в противоречие	2	2
277	речь идет	3	2
278	не тем	1	2
279	есть и	3	2
280	в силу	2	2
281	точно так	1	2
282	и что	3	2
283	и тот	2	2
284	этого не	1	2
285	людей и	1	2
286	в начале	3	2
287	говоря о	2	2
288	по отношению	15	2
289	даже не	1	2
290	тем самым	2	2
291	от своей	1	2
292	любви к	2	2
293	состоит в	8	2
294	на это	2	2
295	настоящее время	1	2
296	бы его	1	2
297	друг другу	1	2
298	пути к	1	2
299	этом и	2	2
300	в глазах	11	2
301	стоит только	1	2
302	и от	6	2
303	но в	6	2
304	место в	3	2
305	так что	3	2
306	и о	8	2
307	согласиться с	3	2
308	как будто	7	2
309	всех людей	1	2
310	в области	1	2
311	это в	4	2
312	или иного	4	2
313	но это	2	2
314	взгляде на	2	2
315	не просто	1	2
316	в настоящее	1	2
317	к нему	2	2
318	когда он	2	1
319	тем не	7	1
320	всего в	1	1
321	иначе говоря	2	1
322	какой-нибудь одной	1	1
323	не замечают	1	1
324	ближе к	2	1
325	уверенность в	1	1
326	перед другой	1	1
327	русской культуре	1	1
328	и весь	1	1
329	однако и	5	1
330	не вызывает	2	1
331	только не	3	1
332	в любви	2	1
333	жизни но	1	1
334	как это	8	1
335	что его	1	1
336	надежда на	1	1
337	ее и	2	1
338	а другие	2	1
339	еще одну	1	1
340	нельзя упускать	1	1
341	один из	6	1
342	чтобы вся	1	1
343	людей от	1	1
344	человеческой жизни	9	1
345	человека к	1	1
346	что у	4	1
347	в жертву	1	1
348	за ним	3	1
349	и конечно	1	1
350	ничем не	3	1
351	ему что	1	1
352	хотелось бы	1	1
353	в принципе	1	1
354	же и	3	1
355	хочет быть	1	1
356	они не	2	1
357	вообще не	1	1
358	не во	3	1
359	одна не	1	1
360	то есть	1	1
361	на тех	3	1
362	но из	1	1
363	внешним образом	1	1
364	время она	1	1
365	он непременно	1	1
366	а по	2	1
367	переходит в	1	1
368	к самобытной	1	1
369	отношению к	15	1
370	свое назначение	1	1
371	том числе	1	1
372	других и	2	1
373	бы друг	1	1
374	которых мы	1	1
375	мы не	2	1
376	на ее	3	1
377	в состоянии	3	1
378	с этой	3	1
379	это не	12	1
380	мы знаем	4	1
381	в себя	3	1
382	при переходе	1	1
383	только от	1	1
384	отношениях к	1	1
385	для которой	1	1
386	можно назвать	2	1
387	другого для	1	1
388	к творчеству	2	1
389	даже в	4	1
390	была бы	3	1
391	ним в	1	1
392	освободиться от	1	1
393	не для	1	1
394	как путь	1	1
395	уже знаем	2	1
396	бы на	2	1
397	человек с	2	1
398	в разных	1	1
399	на деле	1	1
400	решения вопроса	1	1
401	этом отношении	4	1
402	о себе	3	1
403	люди всегда	1	1
404	что при	3	1
405	в сущности	2	1
406	в ее	16	1
407	сопряжена с	1	1
408	так и	19	1
409	единственное что	1	1
410	причем все	1	1
411	а тогда	1	1
412	о которой	3	1
413	мы в	1	1
414	и за	1	1
415	то самое	1	1
416	и всегда	1	1
417	в полном	2	1
418	узнаем что	2	1
419	с внешней	3	1
420	в тот	3	1
421	не являются	1	1
422	остановиться на	1	1
423	не меняется	1	1
424	бы найти	1	1
425	они в	2	1
426	не столько	4	1
427	с другими	2	1
428	каждого человека	3	1
429	будут стоять	1	1
430	это именно	1	1
431	влияние на	2	1
432	быть может	7	1
433	противоречие между	3	1
434	котором она	1	1
435	дала бы	1	1
436	но на	1	1
437	не на	1	1
438	все равно	2	1
439	внешней стороны	1	1
440	когда же	3	1
441	сбросить с	1	1
442	хочется думать	1	1
443	разумеется не	2	1
444	не была	3	1
445	на будущее	1	1
446	счастливым когда	1	1
447	общей жизни	2	1
448	а там	1	1
449	как же	1	1
450	что ни	1	1
451	по пути	1	1
452	в духе	6	1
453	или не	3	1
454	на которых	1	1
455	в которой	2	1
456	заключает в	2	1
457	а за	1	1
458	а о	2	1
459	не случайны	1	1
460	в свои	2	1
461	с таким	1	1
462	слова но	1	1
463	заключается в	1	1
464	на свою	1	1
465	дело в	2	1
466	мысль о	2	1
467	из двух	1	1
468	ней поэтому	1	1
469	в будущее	1	1
470	самых неблагоприятных	1	1
471	о своей	3	1
472	нами не	1	1
473	принципами и	2	1
474	что не	4	1
475	свою судьбу	1	1
476	и другое	2	1
477	а если	1	1
478	его жизнь	2	1
479	а то	2	1
480	из всего	1	1
481	превращается в	6	1
482	до степени	1	1
483	к другим	1	1
484	от некоторых	1	1
485	упускать из	1	1
486	в жизни	9	1
487	жизни перед	1	1
488	человек и	1	1
489	она и	1	1
490	к постижению	1	1
491	и без	1	1
492	в связи	3	1
493	отдельного человека	2	1
494	лишь с	1	1
495	похож на	1	1
496	к его	1	1
497	с ними	3	1
498	и внутренне	3	1
499	же как	4	1
500	или даже	2	1
501	между прочим	1	1
502	и просто	1	1
503	но когда	2	1
504	человека на	1	1
505	соединяется с	1	1
506	при таком	1	1
507	в которых	1	1
508	есть только	1	1
509	однако это	1	1
510	которые являются	1	1
511	собой не	1	1
512	именно этого	1	1
513	роль в	2	1
514	не менее	9	1
515	перед собой	2	1
516	такой культуры	1	1
517	особое значение	1	1
518	которая может	1	1
519	от этого	2	1
520	по своему	3	1
521	именно благодаря	1	1
522	того и	1	1
523	бы не	3	1
524	в такой	2	1
525	обе эти	1	1
526	внешней жизни	2	1
527	со своей	3	1
528	судьбу в	1	1
529	по своим	2	1
530	все обстоит	1	1
531	всего о	1	1
532	к своим	2	1
533	совершенству но	1	1
534	говорить и	1	1
535	на случай	1	1
536	и это	7	1
537	в сторону	2	1
538	а только	4	1
539	есть по	1	1
540	числе и	1	1
541	об этом	8	1
542	и стал	2	1
543	с себя	1	1
544	своей жизни	6	1
545	на себе	3	1
546	и таким	1	1
547	и у	3	1
548	как только	3	1
549	вовсе не	2	1
550	представляется в	3	1
551	могло бы	1	1
552	на другие	1	1
553	на первый	1	1
554	в одной	3	1
555	тем более	1	1
556	личности для	2	1
557	человека а	2	1
558	есть личность	1	1
559	перед нами	13	1
560	из области	1	1
561	связано с	1	1
562	казалось бы	12	1
563	и другого	1	1
564	не хочется	1	1
565	совершенно как	1	1
566	бы в	2	1
567	нею в	1	1
568	на них	2	1
569	картина меняется	1	1
570	первый взгляд	1	1
571	которой на	1	1
572	является для	1	1
573	к одному	1	1
574	в общении	1	1
575	которая как	1	1
576	и того	1	1
577	тем в	2	1
578	это и	2	1
579	еще и	2	1
580	и дело	3	1
581	ведь даже	1	1
582	ни на	2	1
583	было не	1	1
584	можно сказать	9	1
585	но все	2	1
586	и внутреннее	1	1
587	нее все	1	1
588	человека в	10	1
589	но как	3	1
590	не является	1	1
591	и других	1	1
592	в основе	3	1
593	с самого	1	1
594	самое себя	1	1
595	в такое	1	1
596	этот взгляд	1	1
597	всякой новой	1	1
598	следовало бы	1	1
599	ни у	1	1
600	его жизни	6	1
601	своей собственной	2	1
602	тех же	2	1
603	конкретные формы	1	1
604	но ведь	2	1
605	нельзя было	2	1
606	и политической	1	1
607	он был	1	1
608	нас и	1	1
609	и заключается	1	1
610	случае и	1	1
611	приносится в	1	1
612	то и	5	1
613	принципиально не	1	1
614	жизни нет	1	1
615	она могла	1	1
616	зрения в	1	1
617	в свою	1	1
618	входит в	1	1
619	ни один	1	1
620	его было	1	1
621	себе но	1	1
622	это то	1	1
623	жизнь а	1	1
624	также и	1	1
625	однако если	2	1
626	это его	1	1
627	личности и	3	1
628	не по	2	1
629	но при	3	1
630	быть не	1	1
631	и второй	1	1
632	не всегда	1	1
633	не следовало	1	1
634	характера в	4	1
635	в руках	1	1
636	исключает возможность	1	1
637	имеет в	1	1
638	и теперь	1	1
639	таком взгляде	1	1
640	может принимать	1	1
641	оно и	1	1
642	что касается	1	1
643	остальное время	1	1
644	всего на	1	1
645	только один	1	1
646	то все	1	1
647	не могло	2	1
648	он всегда	1	1
649	другим и	1	1
650	что эта	1	1
651	частного человека	1	1
652	на его	2	1
653	шла об	1	1
654	хотя в	1	1
655	силы в	1	1
656	отказ от	2	1
657	для человека	1	1
658	в различных	1	1
659	не могла	4	1
660	и когда	4	1
661	когда оно	1	1
662	у кого	1	1
663	ее с	1	1
664	из церкви	1	1
665	должна не	1	1
666	в остальное	1	1
667	не следует	2	1
668	значительной степени	3	1
669	стороны и	1	1
670	от своего	2	1
671	из нас	5	1
672	по своей	5	1
673	человека с	1	1
674	что когда	2	1
675	стало быть	1	1
676	самого начала	1	1
677	свою очередь	1	1
678	следует признать	1	1
679	а во	1	1
680	на свое	1	1
681	их и	1	1
682	таит в	1	1
683	идет о	3	1
684	могла бы	2	1
