N	2gram	Bakhtin_Fr	Hudozhes
1	в качестве	11	31
2	то есть	36	26
3	в мире	3	24
4	и в	73	23
5	не только	11	20
6	в том	13	20
7	при этом	5	19
8	может быть	5	19
9	в частности	2	18
10	и не	13	16
11	тогда как	1	15
12	но и	15	14
13	а не	2	13
14	но не	1	13
15	а в	10	13
16	в себе	16	13
17	в этом	21	12
18	то же	16	12
19	такого рода	1	12
20	так и	13	12
21	и его	18	12
22	как бы	15	11
23	точки зрения	6	11
24	в его	18	11
25	по отношению	3	10
26	но в	12	10
27	отношению к	3	10
28	своего рода	3	9
29	или иной	1	9
30	том что	8	9
31	с другой	3	9
32	не в	12	9
33	не может	4	9
34	себя в	3	8
35	в области	3	8
36	в то	14	8
37	что в	14	7
38	в самом	9	7
39	только в	7	7
40	в своей	4	7
41	в основе	3	7
42	и т.п	21	7
43	же время	12	7
44	отличие от	1	7
45	как это	2	7
46	по своей	1	7
47	лишь в	2	7
48	отношение к	3	7
49	другой стороны	2	6
50	более или	3	6
51	уже не	2	6
52	с ее	3	6
53	с его	5	6
54	мы имеем	2	6
55	в ее	6	6
56	а также	8	6
57	или менее	3	6
58	в нем	18	6
59	ни в	7	5
60	в виду	4	5
61	не на	5	5
62	что он	8	5
63	не является	1	5
64	того чтобы	2	5
65	как к	1	5
66	для него	7	5
67	того что	5	5
68	прежде всего	18	5
69	картина мира	4	5
70	в их	5	5
71	а на	4	5
72	между ними	2	5
73	той или	1	5
74	героя и	1	5
75	и одновременно	1	5
76	самим собой	1	5
77	тем самым	3	5
78	то что	12	5
79	место в	4	5
80	во втором	1	4
81	на смену	1	4
82	по пути	1	4
83	например в	8	4
84	отношения к	1	4
85	в слове	1	4
86	еще не	3	4
87	художественного восприятия	1	4
88	в данном	3	4
89	в воображении	1	4
90	в другом	4	4
91	и т.д	3	4
92	сказать что	4	4
93	жизни как	1	4
94	к которому	2	4
95	в своем	13	4
96	к тому	2	4
97	во времени	2	4
98	и то	3	4
99	это не	7	4
100	в отношении	6	4
101	его в	3	4
102	не знает	4	4
103	и как	5	4
104	в этих	6	4
105	так в	1	4
106	в себя	3	4
107	а только	2	4
108	между тем	2	4
109	он не	4	4
110	и тем	3	4
111	и что	5	4
112	в форме	6	4
113	далеко не	2	4
114	со своей	1	4
115	и о	2	4
116	силу своей	1	4
117	в силу	1	4
118	хотя и	5	4
119	в той	8	3
120	и к	6	3
121	и на	12	3
122	в момент	1	3
123	с этой	4	3
124	даже в	4	3
125	говорит и	1	3
126	о чем	2	3
127	и сам	2	3
128	есть в	9	3
129	а именно	2	3
130	в романе	10	3
131	в жизни	1	3
132	как и	19	3
133	к его	2	3
134	их в	5	3
135	никто не	11	3
136	себя и	1	3
137	но их	2	3
138	и того	1	3
139	в противоположность	1	3
140	к нему	7	3
141	потому что	9	3
142	одной стороны	3	3
143	в одном	5	3
144	имеем в	2	3
145	известной степени	1	3
146	это отношение	1	3
147	во всей	2	3
148	из этих	1	3
149	и для	8	3
150	в системе	2	3
151	он должен	1	3
152	таким образом	34	3
153	на языке	4	3
154	в единое	1	3
155	с одной	3	3
156	том числе	4	3
157	с точки	4	3
158	как раз	3	3
159	связи с	5	3
160	но он	8	3
161	в таком	1	3
162	в контексте	1	3
163	как говорит	1	3
164	в связи	3	3
