N	2gram	Tiupa_Anal	Mirosoze
1	и в	36	97
2	может быть	19	64
3	не только	40	63
4	в этом	19	55
5	но и	26	54
6	он не	9	53
7	а не	16	53
8	в нем	3	49
9	не может	3	49
10	у него	2	47
11	и не	14	39
12	никогда не	7	38
13	в ней	2	37
14	потому что	1	37
15	не было	3	36
16	не в	9	34
17	и есть	1	33
18	для него	8	31
19	не есть	6	30
20	но он	1	30
21	есть лишь	1	30
22	человека в	3	30
23	как и	27	29
24	прежде всего	7	29
25	и он	4	27
26	в мире	17	27
27	но в	8	27
28	человека и	2	26
29	в своей	12	25
30	он был	3	25
31	свободы и	1	24
32	и все	3	24
33	у нас	1	24
34	ведет к	2	23
35	в своем	7	23
36	что в	15	23
37	что он	5	22
38	в самом	7	21
39	в себе	7	20
40	отношение к	2	20
41	как бы	14	19
42	ивана карамазова	1	18
43	в его	12	18
44	любви к	2	17
45	того что	4	17
46	и потому	3	17
47	том что	19	16
48	в том	16	16
49	на земле	1	16
50	то что	5	16
51	было бы	6	16
52	и его	18	16
53	быть может	1	15
54	не был	1	15
55	не знает	2	15
56	в этой	10	15
57	в конце	6	14
58	она не	3	14
59	в глубине	3	14
60	та же	1	13
61	и на	5	13
62	и вот	2	13
63	в них	4	12
64	он сам	2	12
65	и у	1	12
66	но не	13	12
67	от свободы	2	12
68	в любви	1	12
69	это не	4	12
70	все это	5	12
71	и к	7	11
72	с тем	2	11
73	уже не	9	11
74	хотя бы	1	11
75	в которой	1	11
76	в русской	9	11
77	человеческой личности	1	11
78	только в	9	11
79	как в	9	11
80	но это	3	11
81	и для	4	11
82	свобода и	1	11
83	жизни и	2	11
84	то же	7	10
85	так же	1	10
86	чем у	1	10
87	один из	6	10
88	не могут	2	10
89	не имеет	1	10
90	это и	4	10
91	связана с	1	10
92	в самой	1	10
93	человека к	1	10
94	есть не	2	10
95	все что	2	9
96	из самых	1	9
97	к преступлению	1	9
98	к тому	10	9
99	не мог	4	9
100	должно быть	1	9
101	что и	10	9
102	х годов	1	9
103	я не	3	9
104	не будет	3	9
105	доходит до	1	9
106	то есть	15	9
107	с ним	2	9
108	вместе с	3	9
109	в свою	9	9
110	и во	1	9
111	свободу и	1	9
112	бы и	2	9
113	есть и	1	9
114	а в	17	9
115	лишь в	9	9
116	от него	1	8
117	в этих	2	8
118	и с	1	8
119	тем что	3	8
120	о том	9	8
121	вопрос о	1	8
122	человека не	1	8
123	в свободе	1	8
124	себя в	6	8
125	т е	2	8
126	что не	3	8
127	за пределы	3	8
128	жизнь в	2	8
129	не так	2	8
130	в отношении	2	8
131	нет в	1	8
132	того чтобы	1	8
133	человек должен	1	8
134	с его	15	8
135	ничего не	3	8
136	они не	2	8
137	уже в	5	8
138	мира и	2	8
139	для того	1	8
140	во всем	5	7
141	если он	1	7
142	в нашем	4	7
143	что все	1	7
144	точки зрения	3	7
145	и ад	1	7
146	те же	3	7
147	что она	3	7
148	на этом	2	7
149	в жизни	2	7
150	отношения к	6	7
151	жизни в	4	7
152	себя и	2	7
153	более чем	2	7
154	мог бы	3	7
155	но если	1	7
156	русский человек	1	7
157	все еще	2	7
158	самого себя	1	6
159	с этой	1	6
160	не как	3	6
161	на пути	2	6
162	и те	1	6
163	что у	3	6
164	прийти к	1	6
165	свободы не	1	6
166	там и	1	6
167	его в	4	6
168	к чему	2	6
169	совсем не	1	6
170	личности и	4	6
171	можно было	2	6
172	по своей	5	6
173	и от	3	6
174	и здесь	4	6
175	что это	1	6
176	или к	2	6
177	если бы	2	6
178	бы не	1	6
179	в ее	5	6
180	того как	1	6
181	этом он	2	6
182	не способен	1	6
183	о русском	1	6
184	должен был	2	6
185	и более	1	6
186	и свободы	1	6
187	три искушения	1	6
188	жизнь и	3	6
189	его не	3	6
190	свободы но	2	6
191	свобода не	1	6
192	к ней	1	6
193	на то	1	6
194	к богу	1	6
195	еще не	7	5
196	бы в	1	5
197	с самим	3	5
198	мысли и	1	5
199	одно из	3	5
200	и как	5	5
201	отрекается от	3	5
202	отличается от	1	5
203	с этим	4	5
204	во всяком	6	5
205	для этого	1	5
206	говорит что	1	5
207	до того	1	5
208	перед ним	2	5
209	сказать что	2	5
210	к которому	2	5
211	по преимуществу	3	5
