N	3gram	Vygotskiy_	Vvedenie
1	и т д	6	39
2	для того чтобы	17	22
3	в том что	20	15
4	о том что	8	13
5	не может быть	3	10
6	до сих пор	6	7
7	мере в какой	1	6
8	в применении к	1	6
9	том что такое	1	6
10	в самом деле	29	6
11	к выводу что	1	6
12	в этом случае	1	6
13	и т п	7	5
14	в том чтобы	2	5
15	на этот вопрос	1	5
16	не что иное	1	5
17	что иное как	1	5
18	с другой стороны	5	5
19	во всяком случае	6	5
20	и в том	1	4
21	с точки зрения	11	4
22	по сравнению с	1	4
23	в прямом смысле	2	4
24	так или иначе	1	4
25	можно было бы	6	4
26	в данном случае	5	4
27	в отличие от	1	4
28	но все же	1	4
29	с одной стороны	6	4
30	в этом отношении	1	4
31	и в этом	6	4
32	не только как	1	4
33	может быть названо	1	4
34	вместе с тем	3	3
35	заключается в том	10	3
36	и в самом	15	3
37	можно сказать что	1	3
38	как мы видели	2	3
39	в зависимости от	1	3
40	и то что	3	3
41	с тем что	3	3
42	также и в	1	3
43	то же самое	12	3
44	по этому поводу	1	3
45	в том виде	2	3
46	в целом ряде	1	2
47	в свою очередь	3	2
48	как будто бы	1	2
49	не в том	2	2
50	мы уже знаем	2	2
51	дело не с	1	2
52	по своему значению	2	2
53	этой точки зрения	2	2
54	том или ином	1	2
55	еще при жизни	1	2
56	с этой точки	2	2
57	только в том	5	2
58	и той же	3	2
59	именно на этом	1	2
60	и что следовательно	1	2
61	и то же	3	2
62	как мы уже	1	2
63	состоит в том	2	2
64	каждой из них	1	2
65	сам по себе	2	2
66	т д все	1	2
67	а между тем	1	2
68	смысле этого слова	5	2
69	в первом случае	1	2
70	потому что он	3	2
71	ответ на этот	1	2
72	одно и то	3	2
73	самой своей природе	1	2
74	одной и той	3	2
75	точно так же	3	2
76	в том или	1	2
77	что в нем	3	2
78	что в этом	2	2
79	и того же	1	2
80	подобно тому как	1	2
81	же самое что	2	2
82	представить себе что	1	2
83	что она была	1	2
84	одного и того	1	2
85	обратить внимание на	1	2
86	по самой своей	1	2
87	что несмотря на	1	2
88	вовсе не в	2	2
89	а также и	1	2
90	может быть и	1	2
91	что в ней	3	1
92	и исследования и	1	1
93	тех пор пока	2	1
94	внимание на то	3	1
95	мы можем его	1	1
96	таким образом мы	1	1
97	том виде как	1	1
98	что он представляет	1	1
99	в одном и	1	1
100	и с изучением	1	1
101	с которыми приходится	1	1
102	вовсе может быть	1	1
103	с этим и	1	1
104	все то что	13	1
105	приходится иметь дело	2	1
106	из всего сказанного	1	1
107	заключается вовсе не	1	1
108	что это есть	2	1
109	по себе так	1	1
110	никак не может	3	1
111	тем что в	2	1
112	и до наших	1	1
113	в том как	2	1
114	бы сказать что	1	1
115	от того что	1	1
116	была с самого	1	1
117	в том смысле	2	1
118	речь идет об	1	1
119	из него следует	1	1
120	не в этом	1	1
121	самом деле то	1	1
122	на самом деле	3	1
123	то или иное	1	1
124	и надо сказать	1	1
125	так чтобы не	1	1
126	с каждым новым	1	1
127	дело не в	1	1
128	было бы сказать	2	1
129	что не только	1	1
130	во всех отношениях	1	1
131	не есть еще	1	1
132	то для того	1	1
133	тот факт что	3	1
134	не следует понимать	1	1
135	как один из	1	1
136	и которая в	1	1
137	и что это	2	1
138	которая лежит в	1	1
139	так как эти	1	1
140	не вытекает из	1	1
141	но если мы	1	1
142	таким образом совершенно	1	1
143	говорить о том	3	1
144	если бы оно	1	1
145	прямо заявляет что	1	1
146	если же мы	2	1
147	смотреть как на	1	1
148	более или менее	1	1
149	в лучшем случае	2	1
150	в достаточной мере	1	1
151	до тех пор	2	1
152	того чтобы эта	1	1
153	того или иного	2	1
154	в первой половине	1	1
155	самом деле даже	1	1
156	но это только	1	1
157	в таком случае	1	1
158	вытекает из самого	1	1
159	так как она	1	1
160	при помощи которого	2	1
161	все же в	2	1
162	не было бы	2	1
163	именно в этой	1	1
164	потому что она	1	1
165	и в конце	2	1
166	то что можно	1	1
167	совершенно ясно что	10	1
168	потому что в	2	1
169	не потому что	1	1
170	когда говорил о	1	1
171	тем что она	1	1
172	того что в	1	1
173	может быть не	2	1
174	с этой стороны	1	1
175	как раз в	3	1
176	это не просто	3	1
177	уже и в	1	1
178	но как мы	1	1
179	так же как	2	1
180	не иначе как	1	1
181	имеем в виду	2	1
182	по его словам	2	1
183	д все это	1	1
184	на тему о	1	1
185	мы имеем в	1	1
186	том что в	1	1
187	но не к	1	1
188	но если бы	2	1
189	быть сказано о	1	1
190	и никогда не	2	1
191	в нем то	1	1
192	а в том	1	1
193	с самого начала	10	1
194	того о чем	1	1
195	том что он	3	1
196	него следует что	1	1
197	как если бы	3	1
198	в котором они	1	1
199	и как раз	1	1
200	в русском языке	1	1
201	ничего не может	2	1
202	но в этом	1	1
203	то обстоятельство что	1	1
204	о человеке и	2	1
205	в ней есть	1	1
206	было бы назвать	1	1
207	она может быть	1	1
208	и все прочие	2	1
209	заключает в себе	1	1
210	имел в виду	1	1
211	в точном смысле	2	1
212	к тому что	5	1
213	ни к какому	1	1
214	только то что	3	1
215	это то же	1	1
216	есть не просто	1	1
217	в предисловии к	2	1
218	чтобы увидеть что	5	1
219	из того что	1	1
220	показывает что в	1	1
221	а не только	1	1
222	которыми приходится иметь	1	1
223	том смысле что	1	1
224	чем то что	1	1
225	не то что	4	1
226	то что в	5	1
227	данном случае и	1	1
228	всего того что	1	1
229	от которых не	1	1
230	в нем есть	1	1
231	потому что они	2	1
232	все зависит от	1	1
