N	3gram	Propp_Isto	formyVre
1	то же время	1	21
2	в то же	1	18
3	в связи с	6	15
4	с точки зрения	1	15
5	друг с другом	2	13
6	для того чтобы	3	12
7	но и в	2	12
8	не только в	2	11
9	до сих пор	7	10
10	мы уже говорили	1	9
11	в том числе	3	8
12	и т д	36	7
13	не может быть	6	7
14	в отличие от	1	7
15	а также и	1	6
16	и в особенности	2	6
17	во всех этих	2	6
18	с одной стороны	7	6
19	в том что	4	5
20	одной стороны и	1	5
21	в то время	3	5
22	том числе и	2	5
23	на первый план	1	5
24	как и в	4	5
25	одно и то	2	5
26	и то же	2	5
27	мы имеем в	2	5
28	в широком смысле	1	5
29	и не только	1	5
30	по отношению к	2	4
31	и в других	1	4
32	не могло быть	1	4
33	друг на друга	1	4
34	но все же	6	4
35	с другой стороны	10	4
36	в этом случае	13	4
37	во всяком случае	1	4
38	то время как	3	4
39	может быть и	1	4
40	до нас в	1	3
41	о том как	4	3
42	по сравнению с	1	3
43	наряду с этим	3	3
44	может быть только	1	3
45	но при этом	1	3
46	в зависимости от	1	3
47	друг за другом	1	3
48	что в этом	1	3
49	а не в	1	3
50	как мы увидим	4	3
51	то же самое	1	3
52	вместе с тем	7	3
53	же как и	4	3
54	о том что	5	3
55	так же как	10	3
56	с самого начала	1	3
57	так и в	2	3
58	амуре и психее	1	3
59	у него есть	1	2
60	первый план выдвигается	1	2
61	с этим в	1	2
62	можно сказать что	1	2
63	совершенно так же	3	2
64	который может быть	1	2
65	в другую страну	2	2
66	в частности в	1	2
67	в особенности в	2	2
68	как мы видим	1	2
69	и вместе с	3	2
70	в соответствии с	1	2
71	в данном случае	2	2
72	все же и	1	2
73	так как он	2	2
74	это значит что	2	2
75	таким образом и	1	2
76	в частности с	1	2
77	в свою очередь	1	2
78	на другой день	1	2
79	не только для	1	2
80	мы находим в	1	2
81	к тому времени	1	2
82	у него нет	1	2
83	здесь как и	2	2
84	в тех же	1	2
85	на этой стадии	4	2
86	в виду что	1	2
87	как и все	1	2
88	большую роль в	1	2
89	все что есть	1	2
90	том что они	1	2
91	с тем что	1	2
92	и не могло	1	2
93	обращаем внимание на	1	2
94	что и в	3	2
95	в основе своей	1	2
96	все это он	1	1
97	что он не	1	1
98	чаще всего это	1	1
99	сих пор говорили	1	1
100	в его желудок	1	1
101	но вместе с	4	1
102	в истории этого	2	1
103	его вместе с	1	1
104	только для того	1	1
105	как это делают	1	1
106	в ту же	1	1
107	на том что	3	1
108	имеет отношение к	2	1
109	во время путешествия	1	1
110	и никому не	1	1
111	в обрядах и	2	1
112	в фольклоре не	1	1
113	и даже в	1	1
114	только в том	1	1
115	и приходит к	1	1
116	когда герой не	1	1
117	с этой точки	2	1
118	вовсе не в	1	1
119	в самом деле	1	1
120	мы еще не	1	1
121	тем не менее	6	1
122	на той же	1	1
123	дошли до нас	1	1
124	здесь мы видим	2	1
125	в загробном мире	2	1
126	могут быть найдены	1	1
127	могиле и т	1	1
128	иной мир но	1	1
129	же относится и	1	1
130	из них является	1	1
131	имеется и в	2	1
132	а затем через	1	1
133	по своему содержанию	1	1
134	отметим только что	1	1
135	но дело не	1	1
136	за тридевять земель	4	1
137	и соответствующие ему	1	1
138	на третий день	1	1
139	в алкесте еврипида	1	1
140	по аналогии с	1	1
141	переносится в другую	1	1
142	должна быть объяснена	1	1
143	и др все	1	1
144	на них а	1	1
145	я вошел в	1	1
146	и во всем	1	1
147	конечно не может	1	1
148	и поэтому их	1	1
149	в таких произведениях	1	1
150	до некоторой степени	1	1
151	мы уже знаем	1	1
152	с полной ясностью	1	1
153	одно из древнейших	1	1
154	одна из форм	1	1
155	один аналогичный пример	1	1
156	связи с проблемой	1	1
157	все же еще	1	1
158	в критический момент	1	1
159	связь его с	2	1
160	мир как в	1	1
161	только то что	1	1
162	здесь еще нет	1	1
163	и в том	1	1
164	так как в	3	1
165	в частности от	1	1
166	в чистом виде	1	1
167	то что происходит	1	1
168	что во время	1	1
169	сих пор не	1	1
170	когда они уже	1	1
171	и вот почему	1	1
172	говорит он что	1	1
173	в преисподнюю и	1	1
174	в нужный момент	1	1
175	ступенях общественного развития	1	1
176	что может быть	1	1
177	и может быть	1	1
178	мы видим в	2	1
179	как мы знаем	1	1
180	здесь конечно не	1	1
181	не под землей	1	1
182	здесь еще не	2	1
183	он связан с	1	1
184	в это время	2	1
185	все наше внимание	1	1
186	по девушке и	1	1
187	эти связи в	1	1
188	этой точки зрения	2	1
189	уже видели как	2	1
190	которые связаны с	1	1
191	в воду и	3	1
192	но наряду с	2	1
193	здесь нет в	1	1
194	он что в	1	1
195	и целый ряд	2	1
196	эта связь с	1	1
197	на следующий день	2	1
198	и на ней	1	1
199	мы скажем в	1	1
200	еще один аналогичный	1	1
201	в преисподнюю в	1	1
202	в них не	1	1
203	мы не будем	3	1
204	соответственно с этим	1	1
205	что и у	1	1
206	весьма древний и	1	1
207	в одной из	1	1
208	мы до сих	2	1
209	на самом деле	1	1
210	служит не только	1	1
211	он попадает в	1	1
212	другой стороны в	1	1
213	когда во время	1	1
214	смысле этого слова	1	1
215	этого мотива но	1	1
216	всех этих случаях	2	1
217	те же функции	1	1
218	подобно тому как	2	1
219	еще совершенно не	1	1
