N	2gram	Vygotskiy_	StatiiOP
1	и в	65	103
2	в том	46	89
3	том что	28	77
4	в этом	37	76
5	что в	36	74
6	не только	16	60
7	и т	19	51
8	о том	17	47
9	но и	6	46
10	то что	61	44
11	что он	23	42
12	в его	11	42
13	и не	20	41
14	может быть	33	38
15	было бы	22	32
16	т д	6	32
17	в этой	20	31
18	вовсе не	11	31
19	тем что	7	29
20	все это	12	29
21	таким образом	21	28
22	а в	9	27
23	а не	11	27
24	но в	5	26
25	что это	19	25
26	так и	3	25
27	этом отношении	1	24
28	в трагедии	5	24
29	и его	8	24
30	все же	10	23
31	точки зрения	19	23
32	не в	12	23
33	так что	10	23
34	потому что	26	23
35	для того	18	22
36	в которой	8	22
37	как в	8	22
38	того что	9	22
39	прежде всего	2	22
40	у нас	4	22
41	того чтобы	21	21
42	до сих	7	20
43	это не	7	20
44	в своей	6	19
45	сих пор	6	19
46	т п	7	19
47	в то	5	19
48	только в	9	19
49	в котором	7	18
50	с другой	8	18
51	он не	11	18
52	об этом	4	18
53	не может	17	18
54	в самом	41	17
55	как на	9	17
56	между прочим	1	17
57	в русской	4	17
58	самом деле	33	17
59	как бы	29	17
60	в данном	5	17
61	своей трагедии	1	17
62	в этих	3	16
63	с этим	11	16
64	сказать что	14	16
65	можно было	7	16
66	если бы	22	16
67	в ней	23	16
68	другой стороны	5	15
69	с тем	14	15
70	как и	12	15
71	по поводу	1	15
72	из этих	6	15
73	у него	6	15
74	я не	9	15
75	и на	7	15
76	например в	5	15
77	в отношении	1	15
78	как раз	14	15
79	для него	4	15
80	также и	1	15
81	свою трагедию	1	15
82	то же	17	14
83	но все	2	14
84	так например	5	14
85	к тому	18	14
86	я думаю	2	14
87	с точки	11	14
88	между тем	10	14
89	и что	29	14
90	была бы	5	14
91	в течение	5	14
92	в сцене	1	14
93	в той	8	13
94	именно в	3	13
95	во всяком	6	13
96	в своем	8	13
97	из них	10	13
98	в качестве	2	13
99	а с	4	13
100	в конце	5	13
101	в нем	8	13
102	в языке	1	13
103	вместе с	10	13
104	со стороны	4	13
105	всяком случае	6	13
106	но это	6	13
107	дело в	1	13
108	что касается	2	13
109	жизни и	6	13
110	тому что	10	13
111	в своих	6	12
112	не менее	1	12
113	хотя бы	3	12
114	что у	7	12
115	обстоятельство что	1	12
116	в первой	2	12
117	ни в	6	12
118	так как	13	12
119	что они	9	12
120	в них	4	11
121	в другом	6	11
122	должна была	1	11
123	никогда не	9	11
124	не было	4	11
125	ясно что	11	11
126	и с	4	11
127	и по	2	11
128	из его	1	11
129	того как	4	11
130	все эти	7	11
131	это было	4	11
132	то обстоятельство	1	11
133	на то	25	11
134	кроме того	2	10
135	не столько	1	10
136	в виду	6	10
137	связь с	5	10
138	речь идет	7	10
139	так же	12	10
140	в целом	8	10
141	что такое	2	10
142	что и	7	10
143	это слово	1	10
144	но он	5	10
145	во всех	4	10
146	а как	1	10
147	в каком	8	10
148	в истории	3	10
149	ничего не	4	10
150	ответ на	1	10
151	на вопрос	1	10
152	на самом	3	10
153	по словам	2	10
154	но не	3	10
155	во второй	1	10
156	в частности	3	10
157	в начале	1	10
158	и к	5	9
159	с этой	5	9
160	говорит о	6	9
161	интересно что	3	9
162	можно сказать	2	9
163	он был	3	9
164	в одном	9	9
165	говорит что	17	9
166	внимание на	4	9
167	несмотря на	7	9
168	и это	13	9
169	в чем	3	9
170	и тем	4	9
171	что эта	8	9
172	во время	4	9
173	не является	2	9
174	такого рода	1	9
175	что же	3	9
176	и для	4	9
177	для нас	14	9
178	что мы	6	9
179	там где	7	9
180	по этому	1	9
181	место в	6	9
182	и об	1	8
183	в результате	3	8
184	и даже	4	8
185	в речи	3	8
186	по его	3	8
187	еще более	2	8
188	к которому	3	8
189	что она	34	8
190	к этому	5	8
191	связи с	2	8
192	одним из	2	8
193	действующих лиц	6	8
194	в общем	4	8
195	должен был	4	8
196	заключается в	13	8
197	в которых	9	8
198	не имеет	8	8
199	совершенно не	8	8
200	и более	4	8
201	мы имеем	2	8
202	при помощи	7	8
203	той же	6	8
204	до конца	5	8
205	в их	3	8
206	а также	1	8
207	в какой	8	8
208	дело не	3	8
209	по мнению	2	8
210	отношение к	2	8
211	и о	6	8
212	такой же	2	8
213	это в	3	8
214	с которыми	2	7
215	и очень	3	7
216	о чем	1	7
217	по себе	5	7
218	отличается от	2	7
219	в это	1	7
220	и сейчас	2	7
221	не мог	4	7
222	не просто	7	7
223	того же	4	7
224	гораздо более	2	7
225	в ее	9	7
226	при чем	2	7
227	что все	10	7
228	это очень	1	7
229	в эту	2	7
230	кажется что	2	7
231	как это	13	7
232	нельзя не	2	7
233	что для	6	7
234	из этого	10	7
235	раньше чем	1	7
236	то в	1	7
237	и то	10	7
238	нет никакого	2	7
239	то время	4	7
240	можно назвать	2	7
241	том как	5	7
242	еще не	3	7
243	еще и	2	7
244	что здесь	2	7
245	на этот	2	7
246	данном случае	5	7
247	уже в	1	7
248	трагедии в	1	7
249	мы находим	1	7
250	в виде	5	7
251	но с	2	7
252	что этот	5	7
253	тем более	2	7
254	не все	1	7
255	с самого	10	7
256	факт что	3	7
257	этому поводу	1	7
258	что за	4	6
259	же и	1	6
260	на его	2	6
261	в некоторых	2	6
262	одно из	4	6
263	вот что	1	6
264	и сам	1	6
265	в жизни	6	6
266	говорить о	3	6
267	даже в	2	6
268	ни одного	1	6
269	в отдельных	1	6
270	к нему	2	6
271	только не	3	6
272	время как	6	6
273	же как	3	6
274	о которых	10	6
275	своего времени	1	6
276	этот вопрос	5	6
277	в себе	9	6
278	и языка	1	6
279	и здесь	9	6
280	из которых	6	6
281	и все	14	6
282	том смысле	2	6
283	в известном	1	6
284	в стихах	3	6
285	не трудно	1	6
286	этой трагедии	2	6
287	идет о	8	6
288	обратить внимание	1	6
289	тем же	1	6
290	и во	3	6
291	с его	2	6
292	что с	4	6
293	мы не	7	6
294	ни на	1	6
295	независимо от	2	6
296	по существу	4	6
297	и я	3	6
298	должен быть	4	6
299	в одной	2	6
300	действующие лица	1	6
301	и вообще	1	6
302	этих двух	1	6
303	за то	1	6
304	что на	4	6
305	трагедии не	1	6
306	нас не	1	5
307	которая была	1	5
308	при этом	10	5
309	в пользу	1	5
310	как говорит	2	5
311	не как	1	5
312	целый ряд	6	5
313	на эту	2	5
314	уже не	2	5
315	то это	5	5
316	и такие	2	5
317	одной стороны	6	5
318	но они	2	5
319	конечно не	6	5
320	можно ли	1	5
321	самого начала	10	5
322	до того	1	5
323	без всякого	1	5
324	том чтобы	2	5
325	в основу	2	5
326	что именно	3	5
327	евгений онегин	1	5
328	что эти	5	5
329	с одной	7	5
330	хотя и	1	5
331	его в	5	5
332	не была	1	5
333	не о	1	5
334	на себя	1	5
335	что не	5	5
336	даже не	1	5
337	в двух	11	5
338	в сторону	2	5
339	не был	1	5
340	если не	1	5
341	в тех	5	5
342	она была	5	5
343	и почему	2	5
344	столь же	5	5
345	из трагедии	1	5
346	или иного	2	5
347	всех этих	2	5
348	не так	4	5
349	утверждать что	2	5
350	один из	7	5
351	и который	2	5
352	должна быть	5	5
353	не на	1	5
354	оно не	1	5
355	в слове	1	5
356	никто не	1	5
357	думать что	3	5
358	оба эти	4	5
359	и если	13	5
360	не могло	1	5
361	отношении к	1	5
362	которую он	2	5
363	не потому	1	5
364	мировой литературе	1	5
365	нет и	1	5
366	ее в	7	5
367	но если	6	5
368	в мировой	1	5
369	точку зрения	1	5
370	в свое	1	5
371	это был	2	5
372	это и	4	5
373	такое же	3	5
374	в прозе	1	5
375	раз в	7	5
376	в сущности	16	5
377	этого рода	1	5
378	на нее	1	5
379	на тему	4	5
380	нас к	1	5
381	и потому	1	5
382	того или	2	5
383	и только	8	5
384	не по	3	5
385	тот факт	3	5
386	как он	2	5
387	можно найти	2	5
388	на это	6	5
389	которых в	1	5
390	в предисловии	2	5
391	к ней	3	5
392	одного из	2	5
393	как будто	13	5
394	находим в	1	4
