N	2gram	Vygotskiy_	Myslijsy
1	потому что	11	182
2	и в	37	121
3	может быть	19	107
4	в том	47	103
5	то что	32	83
6	в слове	2	78
7	для нас	4	75
8	что в	25	73
9	и не	15	73
10	только в	8	72
11	не только	29	67
12	а не	5	67
13	таким образом	39	64
14	в этом	32	59
15	но и	23	59
16	том что	42	59
17	так как	11	59
18	то же	12	56
19	не в	9	54
20	если бы	10	53
21	в себе	8	53
22	по себе	9	52
23	не может	16	52
24	того что	28	47
25	в сознании	2	46
26	было бы	12	45
27	в нем	2	45
28	не есть	1	42
29	как и	20	42
30	так что	2	39
31	вместе с	14	39
32	что и	3	38
33	мы не	13	38
34	при этом	6	37
35	как в	7	37
36	так и	12	37
37	тогда когда	8	36
38	что мы	9	36
39	точно так	2	35
40	тем что	7	33
41	и что	11	32
42	по отношению	12	30
43	а в	4	30
44	что не	2	29
45	между тем	10	29
46	но не	6	29
47	вовсе не	5	28
48	мы можем	11	28
49	для него	5	28
50	с этим	8	27
51	могут быть	5	27
52	не было	1	26
53	независимо от	10	26
54	и т	1	26
55	то и	4	26
56	отношению к	11	26
57	языка и	3	25
58	этого слова	7	25
59	в то	7	24
60	с тем	8	23
61	как бы	16	23
62	того как	6	23
63	от того	7	23
64	а потому	1	22
65	по мере	5	22
66	что слово	1	22
67	то это	2	22
68	с другой	16	22
69	не имеет	5	22
70	только тогда	4	22
71	но в	9	22
72	и потому	3	21
73	не менее	1	21
74	в одном	5	20
75	это не	5	20
76	в ней	2	20
77	мысли и	7	19
78	и как	7	19
79	сказать что	16	19
80	с ним	3	19
81	того же	1	19
82	тем не	1	19
83	что это	8	19
84	и то	3	19
85	из этих	6	19
86	о том	14	19
87	заключает в	1	19
88	тем самым	8	19
89	должно быть	4	19
90	есть не	3	19
91	в самом	16	18
92	в таком	1	18
93	там же	1	18
94	для того	19	18
95	по поводу	5	18
96	не могут	1	18
97	очевидно что	4	18
98	в каком	3	18
99	что я	1	18
100	еще не	1	18
101	точки зрения	49	17
102	крайней мере	1	17
103	со стороны	4	17
104	по крайней	1	17
105	слова и	5	17
106	заметить что	3	17
107	что оно	6	17
108	уже в	8	17
109	в его	16	17
110	во всяком	6	17
111	слова в	2	17
112	не можем	3	17
113	только что	7	16
114	и на	8	16
115	к тому	10	16
116	так же	18	16
117	в своем	10	16
118	нашей мысли	2	16
119	в которой	6	16
120	в них	5	16
121	есть нечто	2	16
122	что если	3	16
123	и наоборот	1	16
124	же с	1	16
125	в звуке	1	16
126	на то	11	16
127	быть может	1	15
128	в этих	3	15
129	уже не	2	15
130	только как	1	15
131	с одной	14	15
132	с другими	5	15
133	и тем	8	15
134	в нас	1	15
135	и по	3	15
136	что он	16	15
137	стало быть	2	15
138	в свою	4	15
139	т д	1	15
140	прежде всего	12	15
141	в ряду	1	15
142	думать что	1	15
143	тому как	3	15
144	на деле	5	14
145	все же	6	14
146	в одно	1	14
147	в природе	4	14
148	в котором	6	14
149	в действительности	1	14
150	свою очередь	3	14
151	то в	1	14
152	связи с	7	14
153	так сказать	1	14
154	во всех	4	14
155	когда мы	2	14
156	столь же	8	14
157	там где	8	14
158	мере того	1	14
159	должны быть	2	14
160	сам по	3	14
161	в истории	7	14
162	мысли то	1	14
163	же время	2	14
164	и без	1	14
165	мысли в	6	14
166	мы должны	11	14
167	само по	3	14
168	те же	2	13
169	например в	1	13
170	как на	5	13
171	из них	4	13
172	что все	8	13
173	в смысле	2	13
174	и все	7	13
175	не следует	1	13
176	зависит от	2	13
177	смысле этого	6	13
178	звука и	1	13
179	значение слова	5	13
180	и его	10	13
181	от него	1	12
182	одно из	3	12
183	другой стороны	10	12
184	до сих	4	12
185	это последнее	1	12
186	не то	3	12
