N	3gram	Medvedev_F	KulturaY
1	и т п	11	93
2	и т д	11	42
3	для того чтобы	3	38
4	с точки зрения	17	36
5	в том что	3	33
6	в самом деле	5	29
7	тем не менее	2	19
8	во всяком случае	6	19
9	с другой стороны	4	17
10	в зависимости от	4	16
11	до сих пор	7	14
12	в том чтобы	3	14
13	по отношению к	4	13
14	по крайней мере	1	13
15	в связи с	9	12
16	не может быть	11	11
17	в этом отношении	7	11
18	в этом смысле	3	10
19	вместе с тем	5	9
20	того или иного	6	9
21	не в том	3	8
22	на самом деле	7	8
23	т е как	3	8
24	в этом случае	1	8
25	мере в какой	1	7
26	в той мере	1	7
27	той мере в	1	7
28	в том случае	2	7
29	до тех пор	1	7
30	в свою очередь	6	7
31	чуть ли не	1	7
32	только в том	1	7
33	с одной стороны	5	7
34	хотя бы и	1	6
35	в отличие от	2	6
36	то же время	13	6
37	этой точки зрения	1	6
38	было бы сказать	1	6
39	в то же	13	6
40	не говоря уже	1	6
41	то или иное	1	5
42	можно говорить о	1	5
43	говоря уже о	1	5
44	с этой точки	1	5
45	и пр и	4	5
46	так и в	6	5
47	более или менее	7	5
48	в данном случае	2	5
49	т п все	1	5
50	и в этом	6	5
51	т е в	2	5
52	но все же	2	5
53	что же касается	1	5
54	т п в	2	5
55	на этот вопрос	1	5
56	как мы видели	5	5
57	хотя бы в	4	5
58	лишь в том	1	4
59	т е на	1	4
60	мы говорим о	2	4
61	так или иначе	1	4
62	сам по себе	2	4
63	смысле этого слова	4	4
64	к тому что	3	4
65	к вопросу о	1	4
66	состоит в том	1	4
67	пр и пр	4	4
68	о языке как	1	4
69	в том и	1	4
70	бы сказать что	1	4
71	заключается в том	1	4
72	только то что	1	4
73	зависимости от того	1	4
74	так же как	1	4
75	именно в том	2	4
76	в этой области	1	4
77	тот или иной	1	4
78	в той же	2	3
79	чтобы понять что	1	3
80	русского языка и	1	3
81	в таком случае	1	3
82	воспринимается на фоне	1	3
83	в конце концов	2	3
84	вместо того чтобы	1	3
85	тех или иных	1	3
86	мы приходим к	1	3
87	потому что не	1	3
88	как раз и	4	3
89	с тем что	3	3
90	или меньшей степени	1	3
91	сама по себе	2	3
92	большей или меньшей	1	3
93	т е к	1	3
94	от того что	1	3
95	в том смысле	3	3
96	мы увидим что	1	3
97	все это не	1	3
98	и не в	2	3
99	к тому чтобы	2	3
100	в настоящее время	11	3
101	в большей или	1	3
102	в противном случае	2	3
103	с помощью которого	1	3
104	в лучшем случае	3	3
105	что и в	2	3
106	не могут быть	4	3
107	том случае если	1	3
108	вряд ли нужно	1	3
109	в какой мере	2	3
110	что он не	1	2
111	мы наблюдаем в	1	2
112	ни на минуту	1	2
113	и прежде всего	2	2
114	в применении к	4	2
115	том смысле что	2	2
116	что слово есть	1	2
117	в большинстве случаев	5	2
118	находится в противоречии	1	2
119	ту же основную	1	2
120	то только в	1	2
121	самом деле в	1	2
122	т е она	1	2
123	в собственном смысле	1	2
124	не выходит за	1	2
125	по себе не	1	2
126	в том числе	1	2
127	и пр но	2	2
128	и в других	1	2
129	в своей статье	5	2
130	друг от друга	2	2
131	в строгом смысле	2	2
132	но они не	1	2
133	может быть заменено	1	2
134	но даже и	2	2
135	п все эти	1	2
136	лишь в их	1	2
137	сами по себе	4	2
138	была бы уже	1	2
139	мы знаем что	1	2
140	ничего общего с	2	2
141	иметь в виду	1	2
142	русского литературного языка	1	2
143	между тем как	1	2
144	но для этого	1	2
145	в двух направлениях	1	2
146	и в то	4	2
147	именно так и	1	2
148	то во всяком	1	2
149	что же это	1	2
150	в целом и	1	2
151	и там где	1	2
152	бы то ни	4	2
153	из того что	1	2
154	и в том	1	2
155	тем что он	1	2
156	в ее целом	3	2
157	в узком смысле	1	2
158	но он не	1	2
159	он должен быть	1	2
160	как мы знаем	2	2
161	так и не	1	2
162	том или ином	1	2
163	внутренняя форма слова	1	2
164	прежде всего в	5	2
165	по сравнению с	1	2
166	таким образом в	1	2
167	и в особенности	1	2
168	самого по себе	1	2
169	что на самом	1	2
170	не что иное	1	2
171	в какой они	1	2
172	с помощью этого	1	2
173	должен был бы	1	2
174	что если бы	1	2
175	мы имеем в	1	2
176	в первый период	5	2
177	тесно примыкают к	1	2
178	в широком смысле	2	2
179	а вовсе не	2	2
180	что иное как	1	2
181	что же такое	1	2
182	в самом широком	1	2
183	ровно ничего не	1	2
184	хотя и здесь	1	2
185	как и всякая	2	2
186	сводится к тому	2	2
187	может быть и	4	2
188	но характерно что	1	1
189	привести в систему	1	1
190	следует еще указать	1	1
191	в ней все	1	1
192	не менее трудно	1	1
193	в истории русского	1	1
194	нет почти ни	1	1
195	бы уже не	1	1
196	получает свое значение	1	1
197	несмотря на их	1	1
198	приходим к вопросу	1	1
199	все то что	1	1
200	на основе такого	1	1
201	к поэтической структуре	1	1
202	с его значением	1	1
203	в литературе и	1	1
204	в области звуковой	1	1
205	отнюдь не является	1	1
206	систематического построения поэтики	1	1
207	то что он	1	1
208	этом смысле можно	1	1
209	же это за	1	1
210	том отношении что	1	1
211	речи но как	1	1
212	языка в этом	1	1
213	он уже не	1	1
214	живет и развивается	1	1
215	поэтики должна быть	1	1
216	здесь может быть	1	1
217	в процессе развития	1	1
218	не в этом	1	1
219	если же мы	1	1
220	не значит еще	1	1
221	что оно не	1	1
222	и в нашем	1	1
223	поскольку дело идет	1	1
224	в их конкретной	1	1
225	было ясно что	1	1
226	форма и содержание	1	1
227	не сам по	1	1
228	влечет за собой	1	1
229	в его действительном	1	1
230	не в результате	1	1
231	она могла бы	1	1
232	от поэзии к	1	1
233	по аналогии со	1	1
234	более отчетливо и	1	1
235	т е все	1	1
236	как такового в	3	1
237	говорим о языке	1	1
238	слово в основу	1	1
239	но оно не	1	1
240	поэтических форм то	1	1
241	построения поэтики должна	1	1
242	что в данном	1	1
243	оно тем самым	1	1
244	можно и должно	2	1
245	во что бы	3	1
246	было бы отрицать	1	1
247	резко отличен от	1	1
248	но и с	2	1
249	т е таких	1	1
250	а кроме того	1	1
251	смысле в каком	1	1
252	слово т е	1	1
253	чтобы можно было	1	1
254	рядом с этим	1	1
255	и некоторые другие	1	1
256	что не в	1	1
257	что было в	1	1
258	имеет первостепенное значение	1	1
259	языка как такового	5	1
260	широком смысле слова	1	1
261	что в самом	1	1
262	все более и	3	1
263	в особенности в	1	1
264	не следует что	2	1
265	т е самой	1	1
266	создается впечатление что	1	1
267	есть не что	1	1
268	он в своем	1	1
269	не могло не	3	1
270	случае действительно было	1	1
271	не для того	1	1
272	то же что	1	1
273	как в самом	1	1
274	слово а не	1	1
275	что он в	1	1
276	это конечно не	1	1
277	в языке в	1	1
278	в каком-либо определенном	1	1
279	на фоне этого	1	1
280	по аналогии с	4	1
281	для всего этого	1	1
282	нужно доказывать что	1	1
283	не исчерпывает еще	1	1
284	и тем самым	2	1
285	ее т е	1	1
286	точки зрения ее	1	1
287	в том или	1	1
288	в каждую данную	1	1
289	роковую роль в	2	1
290	конечно не может	1	1
291	не обладает никаким	1	1
292	к третьему изданию	1	1
293	понимании этого термина	2	1
294	в этой роли	1	1
295	и не из	1	1
296	о поэтических функциях	1	1
297	в истории научного	1	1
298	у них есть	1	1
299	если бы дело	1	1
300	самом деле ведь	1	1
301	не только не	2	1
302	роль в истории	2	1
303	совершенно независимо от	1	1
304	ведь на самом	1	1
305	в последнее время	1	1
306	то ни было	1	1
307	путем т е	1	1
308	очевидно что в	1	1
309	но уже совсем	1	1
310	таким образом не	3	1
311	вслед за этим	1	1
312	основу систематического построения	1	1
313	по этому поводу	1	1
314	ни одного из	1	1
315	быть положена классификация	1	1
316	материал этот в	1	1
317	но что же	1	1
318	в своей книге	2	1
319	в отвлечении от	1	1
320	но в этом	2	1
321	и в его	1	1
322	все дело в	1	1
323	на минуту не	1	1
324	и пр это	1	1
325	языка и т	1	1
326	не прав когда	2	1
327	а прежде всего	1	1
328	отнюдь не следует	3	1
329	ли нужно доказывать	1	1
330	не замечаем что	1	1
331	что он есть	1	1
332	все без исключения	1	1
333	по существу это	1	1
334	в значительной степени	3	1
335	бы отрицать что	1	1
336	поэзии является слово	1	1
337	собственном смысле этого	1	1
338	т е после	1	1
339	и только потому	1	1
340	этого слова но	1	1
341	прежде всего то	1	1
342	языка таким образом	1	1
343	и в этой	2	1
344	и не может	5	1
345	в этом последнем	1	1
346	а также и	1	1
347	то ни стало	4	1
348	и здесь не	2	1
349	может и не	1	1
350	истории русской литературы	1	1
351	это не могло	1	1
352	совершается в пределах	1	1
353	как своего рода	1	1
354	языке как о	1	1
355	а сам этот	1	1
356	особенно важное значение	1	1
357	с тем же	1	1
358	у нас только	1	1
359	с помощью которых	1	1
360	к этому понятию	1	1
361	однако не менее	1	1
362	поэтический язык как	5	1
363	социальной жизни в	1	1
364	лишь в процессе	2	1
365	в первом и	1	1
366	е она не	1	1
367	тем что в	1	1
368	не столько в	1	1
369	но и в	4	1
370	язык как предмет	2	1
371	каждый из этих	1	1
372	в основу систематического	1	1
373	не с точки	1	1
374	в чем же	1	1
375	а не как	1	1
376	помощью каких приемов	1	1
377	как это делается	1	1
378	столько же сколько	1	1
379	в связи со	2	1
380	и со всем	1	1
381	в это время	1	1
382	имеем в виду	1	1
383	не может и	1	1
384	связывается с тем	1	1
385	главным образом на	2	1
386	сюда же относятся	1	1
387	следует отметить что	1	1
388	хотя бы о	1	1
389	как и в	1	1
390	в целом ряде	2	1
391	концы с концами	1	1
392	точки зрения их	2	1
393	формального метода на	2	1
394	же оно только	1	1
395	при правильном понимании	1	1
396	еще не было	1	1
397	язык как система	1	1
398	именно как элемент	1	1
399	можно говорить лишь	1	1
400	значения между тем	1	1
401	связи с этим	4	1
402	более и более	3	1
403	и может быть	1	1
404	ко времени появления	1	1
405	на язык и	1	1
406	бы ни было	1	1
407	иначе как в	1	1
408	все это в	1	1
409	даже и на	1	1
410	самом деле это	1	1
411	и все те	1	1
412	вовсе не есть	1	1
413	классификация фактов языка	1	1
414	что бы то	3	1
415	они ничего не	1	1
416	характерной для нее	1	1
417	в этом его	1	1
418	поэтической речи но	1	1
419	и в частности	2	1
420	новые и новые	1	1
421	об искусстве но	1	1
422	и с точки	1	1
423	должна быть положена	1	1
424	именно в этом	1	1
425	значения и смысла	1	1
426	установить какие именно	1	1
427	оно должно быть	1	1
428	входит в круг	1	1
429	тем чем он	1	1
430	материал и прием	1	1
431	что дело здесь	1	1
432	так как они	1	1
433	это делается в	1	1
434	это и не	1	1
435	в частном случае	1	1
436	же что и	1	1
437	во всех этих	1	1
438	лишь как о	1	1
439	о нем как	1	1
440	даже и тогда	1	1
441	почти ни одного	1	1
442	та или иная	1	1
443	поэтического языка в	2	1
444	т е уже	1	1
445	и больше всего	1	1
446	с самого начала	2	1
447	убедиться в этом	2	1
448	в сущности не	1	1
449	и его приходится	1	1
450	язык с его	1	1
451	положена классификация фактов	1	1
452	можно было говорить	1	1
453	что касается до	1	1
454	конечно может быть	1	1
455	является слово в	1	1
456	выходит за пределы	1	1
457	действительно было бы	1	1
458	и не о	1	1
459	материалом поэзии является	1	1
460	на конкретном материале	1	1
461	и потому совершенно	1	1
462	и история литературы	1	1
463	и до конца	3	1
464	в том отношении	1	1
465	независимо от смысла	1	1
466	может пройти мимо	1	1
467	в предисловии к	3	1
468	между прочим и	1	1
469	то что они	1	1
