N	3gram	Vygotskiy_	Narrotol
1	в том что	41	18
2	в данном случае	1	17
3	не только в	1	13
4	в отличие от	8	11
5	по отношению к	3	11
6	о том что	3	9
7	не может быть	5	8
8	тем не менее	6	8
9	не сводится к	1	8
10	той или иной	2	8
11	в этом отношении	9	8
12	и тем самым	3	6
13	состоит в том	4	6
14	в известном смысле	2	6
15	можно сказать что	1	6
16	с одной стороны	8	6
17	для того чтобы	14	5
18	в свою очередь	3	5
19	но и в	1	5
20	подобно тому как	1	5
21	и все же	1	5
22	имеем дело с	1	5
23	начало и конец	1	4
24	в конечном счете	1	4
25	к тому что	1	4
26	во всяком случае	10	4
27	между детьми и	1	3
28	заключает в себе	3	3
29	в самом деле	4	3
30	в случае с	1	3
31	друг на друга	3	3
32	до сих пор	3	3
33	в этом и	2	3
34	речь идет о	2	3
35	в зависимости от	6	3
36	точно так же	4	3
37	в связи с	8	3
38	то же самое	9	3
39	а также и	1	3
40	того или иного	2	3
41	на то что	5	3
42	с точки зрения	11	3
43	и то что	3	3
44	которая не может	1	2
45	мы узнаем что	1	2
46	из этих двух	1	2
47	далеко не всегда	1	2
48	более или менее	3	2
49	и то же	6	2
50	одного и того	5	2
51	сами по себе	4	2
52	может быть не	1	2
53	не только на	1	2
54	не только не	1	2
55	чем иным как	1	2
56	как если бы	2	2
57	и того же	5	2
58	не входит в	1	2
59	на этот раз	2	2
60	а с другой	4	2
61	друг друга как	2	2
62	это то что	1	2
63	и у нас	1	2
64	не в его	1	2
65	в том смысле	3	2
66	но все же	1	2
67	именно то что	1	2
68	здесь мы имеем	2	2
69	тому или иному	4	2
70	все же не	2	2
71	том что одно	1	2
72	с той или	1	2
73	одно и то	6	2
74	можно было бы	8	2
75	так же как	9	2
76	только потому что	2	2
77	по своей природе	1	2
78	что иное как	2	2
79	как бы в	1	2
80	не могли бы	2	1
81	в самом начале	1	1
82	одной стороны и	1	1
83	именно это и	1	1
84	в сущности в	1	1
85	и тот же	6	1
86	и как бы	2	1
87	в частности речь	1	1
88	со всеми своими	1	1
89	вслед за этим	1	1
90	по себе а	1	1
91	не могло бы	1	1
92	не только потому	1	1
93	о том как	1	1
94	том смысле что	2	1
95	того чтобы возник	1	1
96	отнюдь не является	1	1
97	менее едва ли	1	1
98	в этом смысле	7	1
99	как она была	1	1
100	по сравнению с	4	1
101	по своему происхождению	1	1
102	в приведенном выше	1	1
103	однако и здесь	1	1
104	в том числе	3	1
105	не отличается от	1	1
106	но на этот	1	1
107	друг от друга	2	1
108	могло бы быть	1	1
109	том виде в	1	1
110	главным образом благодаря	1	1
111	виде в каком	1	1
112	смысле что они	2	1
113	так или иначе	1	1
114	сам по себе	2	1
115	связи с этим	2	1
116	так и в	2	1
117	друг с другом	10	1
118	в том случае	2	1
119	видеть в этой	1	1
120	а также в	1	1
121	вступает в противоречие	1	1
122	мыслит его как	1	1
123	в обоих случаях	2	1
124	означает что в	1	1
125	таким образом что	6	1
126	что все эти	1	1
127	и не могли	1	1
128	сомневаться в том	1	1
129	не говорит нам	1	1
130	не менее не	1	1
131	по аналогии с	1	1
132	само по себе	3	1
133	один из этих	3	1
134	и к другому	1	1
135	узнаем что в	1	1
136	том что в	3	1
137	потому что оно	2	1
138	том что на	1	1
139	не сами по	1	1
140	не существует ни	1	1
141	из них не	1	1
142	фаза в развитии	2	1
143	так как это	2	1
144	что в основе	7	1
145	принимает на себя	1	1
146	то ни было	1	1
147	и даже не	1	1
148	имеет место в	2	1
149	в целом и	2	1
150	что с точки	1	1
151	и т.п но	1	1
152	только то что	1	1
153	не связаны с	1	1
154	для его решения	1	1
155	том числе и	3	1
156	с другой стороны	5	1
157	наличии у него	1	1
158	бы то ни	1	1
159	из того что	3	1
160	и на другой	1	1
161	да и не	1	1
162	как мы увидим	2	1
163	имея в виду	1	1
164	в значительной степени	1	1
165	не мог бы	3	1
166	одним и тем	4	1
167	который в своем	1	1
168	между ними не	1	1
169	не менее едва	1	1
170	есть не что	1	1
171	связи с этой	1	1
172	они могут быть	1	1
173	никогда не бывает	2	1
174	к тому или	3	1
175	о наличии у	1	1
176	связаны между собой	2	1
177	в слове и	1	1
178	и тем же	4	1
179	и они не	1	1
180	смысле как мы	1	1
181	в интересующей нас	1	1
182	в противоречие с	1	1
183	как и для	1	1
184	в этом же	2	1
185	в результате чего	1	1
186	всего тем что	1	1
187	один и тот	6	1
188	в поле зрения	1	1
189	этой точки зрения	4	1
190	том или ином	1	1
191	и в самом	1	1
192	которые могли бы	1	1
193	как и сам	1	1
194	как и в	3	1
195	не только к	1	1
196	но и к	1	1
197	того и другого	2	1
198	окружающими его людьми	2	1
199	в себе два	1	1
200	которое возникает в	1	1
201	отношению к которому	1	1
202	в то время	5	1
203	включая в него	1	1
204	связанных между собой	1	1
205	которое могло бы	1	1
206	на этот вопрос	2	1
207	к которым приводит	1	1
208	точки зрения на	2	1
209	в своем учении	1	1
210	не бывает в	1	1
211	тем что они	2	1
