N	3gram	Bakhtin_Fr	RusskieA
1	в том что	8	49
2	тем не менее	1	14
3	вместе с тем	2	11
4	о том что	5	10
5	том что в	1	9
6	и в других	1	9
7	для того чтобы	8	8
8	в данном случае	4	8
9	но это не	1	8
10	подобно тому как	2	8
11	как мы увидим	1	7
12	мы не можем	1	7
13	не может быть	4	6
14	по этому поводу	1	6
15	в это время	1	6
16	как мы видели	4	6
17	так же как	4	6
18	после того как	1	6
19	в эти дни	2	5
20	в связи с	5	5
21	мы видели что	2	5
22	не что иное	1	4
23	том что это	1	4
24	как мы уже	6	4
25	в отличие от	3	4
26	только тогда когда	1	4
27	что иное как	1	4
28	в то время	3	4
29	можно было бы	2	4
30	мы не будем	1	4
31	но вместе с	1	3
32	по отношению к	1	3
33	более или менее	2	3
34	до сих пор	3	3
35	с тем и	1	3
36	же как и	2	3
37	самом же деле	4	3
38	в своей книге	1	3
39	на самом же	4	3
40	в свою очередь	1	3
41	на другой день	1	3
42	с точки зрения	5	3
43	все же не	1	3
44	далеко не все	2	3
45	в тех местах	1	3
46	в разные стороны	1	3
47	и что в	1	3
48	может быть и	1	3
49	мы уже знаем	1	2
50	о том как	2	2
51	в большинстве случаев	5	2
52	в течение всего	1	2
53	она как мы	1	2
54	во время которого	2	2
55	и некоторые другие	1	2
56	друг с другом	2	2
57	ничего общего с	1	2
58	потому что он	3	2
59	также что в	1	2
60	так как они	3	2
61	и должна была	1	2
62	с другой стороны	2	2
63	к этому времени	1	2
64	для этой цели	1	2
65	из земли и	1	2
66	тех местах где	1	2
67	а именно в	1	2
68	как и в	1	2
69	можно сказать что	4	2
70	на самом деле	4	2
71	только во время	1	2
72	но и других	1	2
73	не только в	1	2
74	во всех этих	2	2
75	в виду что	1	2
76	с одной стороны	2	2
77	в этом отношении	7	2
78	и связанные с	2	2
79	взад и вперед	1	2
80	как и всем	1	1
81	он полагает что	1	1
82	на этом кончается	1	1
83	в одном и	1	1
84	в том же	1	1
85	и как бы	2	1
86	данном случае обряд	1	1
87	были связаны с	1	1
88	с тем он	1	1
89	огромном большинстве случаев	1	1
90	никак не может	2	1
91	как и предшествующие	1	1
92	они все же	1	1
93	до наших дней	1	1
94	в предыдущей главе	1	1
95	путешествии в италию	1	1
96	мы видели такие	1	1
97	так например в	1	1
98	может так как	1	1
99	но дело здесь	1	1
100	же деле эти	1	1
101	потому что она	2	1
102	потому что в	1	1
103	и каким образом	1	1
104	все то что	5	1
105	дошедшим до нас	1	1
106	одного и того	1	1
107	подтверждается и другими	1	1
108	на этом основании	1	1
109	но это все	1	1
110	по своему содержанию	1	1
111	не может так	1	1
112	что именно в	1	1
113	связанные с ним	1	1
114	того же явления	1	1
115	в особенности же	1	1
116	видеть в этом	1	1
117	здесь не в	3	1
118	между тем как	2	1
119	один из самых	1	1
120	прямо или косвенно	1	1
121	а в связи	1	1
122	тогда когда они	1	1
123	и таким образом	1	1
124	характер этого праздника	1	1
125	и в нашем	1	1
126	можно говорить о	2	1
127	к тому же	3	1
128	на этот вопрос	1	1
129	народ и его	1	1
130	что в основе	1	1
131	мы видим что	2	1
132	совершенно иной характер	1	1
133	и того же	1	1
134	при этом он	1	1
135	но в особенности	1	1
136	то же самое	3	1
137	два раза в	2	1
138	и там где	1	1
139	это все же	1	1
140	тем больше она	1	1
141	в другом месте	3	1
142	одном и том	1	1
143	как будто не	1	1
144	ко всему что	1	1
145	в значительной степени	1	1
146	ни на какую	1	1
147	что во время	1	1
148	то время когда	1	1
149	те из них	1	1
150	в течение всей	1	1
151	между собою и	1	1
152	но он не	1	1
153	не по существу	1	1
154	не только для	2	1
155	и том же	1	1
156	так как он	1	1
157	в церкви и	1	1
158	это ни странно	1	1
159	еще и в	1	1
160	одним из самых	1	1
161	не имеют ничего	1	1
162	но и в	3	1
163	в этот вечер	1	1
164	иной характер носит	1	1
165	со всеми его	2	1
166	что здесь в	1	1
167	с новым годом	1	1
168	дело здесь не	2	1
169	то что в	1	1
170	на некоторое время	1	1
171	а следовательно и	1	1
172	имеют ничего общего	1	1
173	происходил как бы	1	1
174	сказать что в	1	1
175	с того что	1	1
176	и находящиеся в	1	1
177	об этом мы	1	1
178	независимо от того	1	1
179	таким образом в	3	1
180	значение и было	1	1
181	так как оно	1	1
182	но все это	1	1
183	хотя и не	1	1
184	как это ни	1	1
185	это подтверждается и	1	1
186	дело в том	4	1
187	не было ни	1	1
188	и та же	1	1
189	как и все	5	1
190	независимо от него	1	1
191	на весь мир	5	1
192	у нас на	1	1
193	об этом имеется	1	1
194	влияние и на	1	1
195	ни в одном	1	1
196	в игре в	2	1
197	одна и та	1	1
198	на первый взгляд	1	1
199	в этой же	2	1
200	в огромном большинстве	2	1
201	со смертью и	1	1
202	и других игр	1	1
203	потому что они	1	1
204	это и есть	2	1
205	что и в	2	1
206	это прежде всего	1	1
207	то есть когда	1	1
208	описывает игру в	1	1
209	границы между двумя	1	1
210	в основе своей	1	1
211	мы можем судить	1	1
