N	3gram	Vygotskiy_	Marksizm
1	с точки зрения	12	46
2	не может быть	4	25
3	в самом деле	6	19
4	по отношению к	19	15
5	в то же	1	15
6	в том что	33	14
7	в связи с	6	14
8	и не может	3	12
9	то ни было	1	12
10	в высшей степени	3	12
11	бы то ни	1	12
12	для того чтобы	20	11
13	до сих пор	3	11
14	в отличие от	3	10
15	с самого начала	8	10
16	одного и того	8	9
17	и того же	8	9
18	в направлении к	1	8
19	в настоящее время	2	8
20	то же самое	7	8
21	смысле этого слова	2	7
22	с другой стороны	8	7
23	в свою очередь	4	7
24	как мы уже	2	6
25	на то что	5	6
26	на самом деле	3	6
27	во всяком случае	2	6
28	если бы он	1	6
29	с одной стороны	10	6
30	одни и те	1	5
31	и как бы	1	5
32	к тому что	5	5
33	той или иной	1	5
34	и те же	1	5
35	как мы видели	4	5
36	в этом случае	5	5
37	объективной точки зрения	1	5
38	в этом отношении	7	5
39	в первом случае	2	4
40	в зависимости от	2	4
41	но все же	2	4
42	одной из важнейших	1	4
43	о том что	7	4
44	можно сказать что	7	4
45	том что он	3	4
46	является одной из	1	3
47	тесно связана с	1	3
48	и тот же	5	3
49	не только в	1	3
50	в применении к	1	3
51	тем не менее	1	3
52	одной стороны и	2	3
53	в том числе	2	3
54	более или менее	1	3
55	и то же	1	3
56	а не наоборот	1	3
57	друг с другом	10	3
58	но при этом	2	3
59	все более и	3	3
60	в конце концов	2	3
61	том числе и	2	3
62	между этими двумя	2	3
63	не могут быть	3	3
64	или хотя бы	1	3
65	в этом последнем	1	3
66	но и в	1	3
67	с объективной точки	1	3
68	один и тот	5	3
69	на первый план	2	3
70	может быть понято	2	3
71	и той же	3	3
72	связи с этим	1	3
73	более и более	3	3
74	на этот вопрос	5	3
75	не было бы	1	3
76	одно и то	1	3
77	можно было бы	8	3
78	к этому нужно	1	3
79	одной и той	3	3
80	в следующей главе	2	3
81	сводится к тому	1	3
82	лежит в основе	2	3
83	он должен был	1	2
84	что он не	3	2
85	в этом направлении	1	2
86	является как бы	1	2
87	для одного и	1	2
88	в этом смысле	5	2
89	в собственном смысле	2	2
90	далеко за пределы	4	2
91	в какой степени	2	2
92	только в пределах	3	2
93	друг от друга	5	2
94	того чтобы понять	1	2
95	самом деле если	2	2
96	что во всех	1	2
97	так и в	1	2
98	мы видели что	2	2
99	в нашем примере	2	2
100	ничего общего с	3	2
101	мы никогда не	1	2
102	само по себе	2	2
103	в данном случае	3	2
104	к тому же	1	2
105	не знает ни	1	2
106	сама по себе	4	2
107	а не только	1	2
108	не то что	4	2
109	слова и его	1	2
110	собственном смысле слова	1	2
111	сами по себе	1	2
112	того или иного	1	2
113	чуть ли не	1	2
114	только по отношению	1	2
115	такова точка зрения	1	2
116	к нему в	1	2
117	от того что	6	2
118	является для него	1	2
119	и тогда когда	1	2
120	обратное влияние на	1	2
121	в этом и	2	2
122	несмотря на то	2	2
123	независимо от того	2	2
124	таким образом в	2	2
125	находит свое выражение	1	2
126	так же как	9	2
127	он не знает	1	2
128	во всех областях	1	2
129	есть прежде всего	1	2
130	хотя бы в	2	2
131	же как и	2	2
132	с тем что	3	2
133	как мы увидим	1	2
134	в широком смысле	1	2
135	только с помощью	1	2
136	вопрос о том	4	2
137	является одним из	2	2
138	прежде всего в	1	2
139	внутренних и внешних	2	1
140	если мы примем	1	1
141	благодаря тому что	1	1
142	как и во	1	1
143	того как он	2	1
144	так как нам	1	1
145	но находятся в	1	1
146	имеет в виду	1	1
147	имели в виду	1	1
148	точки зрения и	1	1
149	выходит далеко за	3	1
150	это не значит	1	1
151	а не на	2	1
152	он еще не	1	1
153	речи в этом	1	1
154	ни в каком	1	1
155	точка зрения на	1	1
156	и это не	1	1
