N	2gram	Bakhtin_Fr	Myslijsy
1	потому что	3	182
2	то есть	31	142
3	и в	68	121
4	может быть	10	107
5	в том	12	103
6	то что	11	83
7	в слове	2	78
8	для нас	1	75
9	что в	14	73
10	и не	25	73
11	только в	9	72
12	не только	21	67
13	а не	6	67
14	таким образом	22	64
15	в языке	2	60
16	в этом	28	59
17	но и	17	59
18	том что	6	59
19	так как	7	59
20	то же	14	56
21	не в	2	54
22	если бы	3	53
23	в себе	5	53
24	по себе	1	52
25	не может	5	52
26	того что	3	47
27	было бы	4	45
28	в нем	12	45
29	как и	17	42
30	так что	1	39
31	вместе с	4	39
32	что и	3	38
33	мы не	3	38
34	при этом	5	37
35	как в	4	37
36	так и	8	37
37	тогда когда	1	36
38	что мы	1	36
39	тем что	6	33
40	и что	2	32
41	по отношению	3	30
42	а в	3	30
43	что не	1	29
44	между тем	3	29
45	но не	4	29
46	вовсе не	18	28
47	для него	7	28
48	с этим	2	27
49	не было	7	26
50	и т	1	26
51	отношению к	2	26
52	языка и	1	25
53	этого слова	3	25
54	в то	14	24
55	с тем	1	23
56	как бы	7	23
57	того как	1	23
58	от того	1	23
59	по мере	1	22
60	с другой	8	22
61	не имеет	1	22
62	только тогда	1	22
63	но в	20	22
64	и потому	6	21
65	не менее	2	21
66	в одном	7	20
67	это не	5	20
68	в ней	6	20
69	мысли и	2	19
70	и как	5	19
71	но это	5	19
72	сказать что	3	19
73	с ним	3	19
74	того же	4	19
75	что это	4	19
76	и то	2	19
77	из этих	2	19
78	о том	5	19
79	тем самым	1	19
80	должно быть	1	19
81	есть не	1	19
82	в самом	6	18
83	в таком	2	18
84	там же	2	18
85	для того	5	18
86	не могут	1	18
87	в человеке	1	18
88	бы не	1	18
89	что я	2	18
90	еще не	3	18
91	точки зрения	8	17
92	со стороны	2	17
93	слова и	3	17
94	заметить что	1	17
95	что оно	1	17
96	уже в	4	17
97	в его	21	17
98	во всяком	2	17
99	слова в	3	17
100	только что	1	16
101	и на	16	16
102	так же	3	16
103	в своем	11	16
104	в которой	6	16
105	в них	19	16
106	или же	2	16
107	есть нечто	1	16
108	каждый раз	1	16
109	на то	1	16
110	быть может	2	15
111	в этих	8	15
112	уже не	2	15
113	с одной	5	15
114	с другими	1	15
115	и тем	1	15
116	и по	4	15
117	что он	7	15
118	в свою	3	15
119	прежде всего	23	15
120	в ряду	1	15
121	думать что	2	15
122	тому как	2	15
123	все же	6	14
124	в котором	3	14
125	в действительности	1	14
126	свою очередь	2	14
127	то в	2	14
128	связи с	8	14
129	так сказать	7	14
130	во всех	8	14
131	там где	6	14
132	должны быть	2	14
133	в истории	5	14
134	же время	13	14
135	само по	1	14
136	те же	6	13
137	например в	2	13
138	как на	3	13
139	из них	8	13
140	что все	2	13
141	в смысле	1	13
142	и все	16	13
143	смысле этого	2	13
144	образом в	3	13
145	и его	26	13
146	одно из	3	12
147	другой стороны	5	12
148	до сих	6	12
149	более или	1	12
150	никогда не	2	12
151	и при	2	12
152	хотя и	2	12
153	быть только	1	12
154	и вместе	1	12
155	в чем	3	12
156	под влиянием	2	12
157	сих пор	6	12
158	все остальные	3	12
159	всяком случае	2	12
160	относится к	2	12
161	друг друга	2	12
162	что такое	1	12
163	все это	6	12
164	есть в	1	12
165	или менее	1	12
166	как мы	18	12
167	что на	2	12
168	все что	4	11
169	и если	2	11
170	что человек	1	11
171	в первом	1	11
172	только для	6	11
173	которые мы	1	11
174	только на	4	11
175	и это	5	11
176	к нему	4	11
177	в состоянии	2	11
178	его в	7	11
179	и притом	1	11
180	подобно тому	2	11
181	речи и	2	11
182	мы видели	6	11
183	того чтобы	6	11
184	той же	9	11
185	с нею	2	11
186	что для	2	11
187	и вообще	3	11
188	к одному	2	11
189	и только	1	11
190	другими словами	4	11
191	и их	5	11
192	указывает на	1	11
193	же в	2	11
194	и с	15	10
195	хотя бы	2	10
196	одной стороны	4	10
197	одной и	2	10
198	мы видим	9	10
199	и мы	2	10
200	и следовательно	3	10
201	в других	4	10
202	что только	1	10
203	и от	4	10
204	и есть	5	10
205	он не	11	10
206	то время	1	10
207	в словах	1	10
208	том как	1	10
209	тех пор	1	10
210	тем же	2	10
211	и для	6	10
212	образ и	2	10
213	слово в	3	10
214	так в	4	10
215	и понимания	2	10
216	между прочим	1	10
217	тому что	1	10
218	и того	1	9
219	ко всем	3	9
220	и даже	7	9
221	во многих	1	9
222	связь между	3	9
223	с в	2	9
224	до того	2	9
225	на него	1	9
226	на язык	1	9
227	о происхождении	1	9
228	в нее	1	9
229	во время	17	9
230	одного и	1	9
231	один из	9	9
232	известно что	1	9
233	себе не	1	9
234	самом деле	5	9
235	никто не	1	9
236	но оно	2	9
237	с точки	4	9
238	это было	2	9
239	и других	7	9
240	далеко не	3	9
241	в целом	3	9
242	и о	5	9
243	можно сказать	2	9
244	язык в	1	9
245	таким же	1	9
246	во всем	4	8
247	не как	1	8
248	но все	5	8
249	слова с	1	8
250	именно в	5	8
251	их в	7	8
252	в более	4	8
253	и слово	2	8
254	так например	2	8
255	перестает быть	2	8
256	что даже	1	8
257	что они	3	8
258	только не	1	8
259	влияние на	2	8
260	мы в	1	8
261	от них	2	8
262	одно и	1	8
263	судя по	1	8
264	не так	3	8
265	с и	1	8
266	с ними	4	8
267	между ними	4	8
268	внимание на	1	8
269	при помощи	1	8
270	и той	2	8
271	в самой	1	8
272	тот же	4	8
273	этом случае	1	8
274	говоря о	1	8
275	на самом	7	8
276	слова не	1	8
277	все равно	1	8
278	или в	3	8
279	и более	2	8
280	такое же	1	8
281	на все	1	8
282	человеческой природы	1	8
283	языке и	1	7
284	в разных	3	7
285	тем как	1	7
286	но что	1	7
287	связь с	6	7
288	все эти	16	7
289	в жизни	1	7
290	в собственном	1	7
291	но мы	1	7
292	в данном	5	7
293	было в	2	7
294	даже и	3	7
295	не всегда	1	7
296	превращается в	4	7
297	самого начала	1	7
298	видно что	4	7
299	для понимания	5	7
300	к этому	6	7
301	на котором	2	7
302	что у	2	7
303	притом не	1	7
304	несмотря на	1	7
305	судить о	1	7
306	одном из	2	7
307	в эту	7	7
308	на себе	1	7
309	но как	5	7
310	в своих	7	7
311	не были	3	7
312	и та	1	7
313	и тот	4	7
314	могла бы	1	7
315	них не	2	7
316	а как	1	7
317	во втором	1	7
318	все в	2	7
319	от нас	1	7
320	в другой	2	7
321	не более	1	7
322	вряд ли	3	7
323	о котором	2	7
324	этот образ	11	7
325	слове и	1	7
326	бы и	1	7
327	и во	6	7
328	том же	4	7
329	из него	1	7
330	дает нам	4	7
331	с но	1	7
332	которое мы	1	7
333	в таких	3	7
334	как она	2	7
335	один и	3	7
336	его к	3	7
337	с самого	1	7
338	не с	1	7
339	не знаем	1	7
340	и к	4	6
341	несомненно что	1	6
342	для всех	1	6
343	же и	4	6
344	нас в	2	6
345	образом и	2	6
346	в виду	8	6
347	вопрос об	1	6
348	его на	2	6
349	а именно	1	6
350	в своей	11	6
351	есть то	1	6
352	к ним	1	6
353	к которому	2	6
354	связанное с	1	6
355	она есть	1	6
356	после того	1	6
357	восприятия и	1	6
358	ни было	1	6
359	в ее	5	6
360	у него	14	6
361	но он	9	6
362	прежде чем	2	6
363	в мире	6	6
364	представляется нам	2	6
365	эти последние	1	6
366	слова то	1	6
367	к слову	1	6
368	мы уже	19	6
369	хотя в	2	6
370	главным образом	3	6
371	друг другу	1	6
372	показывает что	1	6
373	и сами	1	6
374	и самое	3	6
375	в последнем	2	6
376	в сущности	15	6
377	никак не	3	6
378	с таким	3	6
379	заключается в	1	6
380	да и	2	6
381	явлений и	1	6
382	язык и	2	6
383	и уже	1	6
384	лишь в	3	6
385	в этой	15	6
386	и до	14	6
387	при котором	1	6
388	в образе	1	6
389	слово и	1	6
