N	2gram	Losev_Prob	Istorich
1	и в	62	181
2	и т	20	160
3	т д	20	142
4	т е	1	133
5	может быть	39	115
6	не только	33	114
7	что он	16	111
8	мы имеем	7	102
9	что в	11	90
10	но и	20	85
11	в этом	25	81
12	так как	14	75
13	то что	42	73
14	таким образом	13	72
15	вместе с	3	71
16	и не	56	67
17	мы видим	1	65
18	все же	10	65
19	в этих	6	64
20	еще не	12	63
21	не может	14	61
22	этих случаях	1	60
23	так же	11	57
24	то же	23	56
25	никогда не	7	56
26	в том	35	53
27	том что	25	53
28	а в	9	52
29	с другой	14	52
30	потому что	40	52
31	и что	9	51
32	и здесь	8	51
33	что и	11	51
34	мы видели	2	49
35	а не	28	48
36	о том	14	48
37	его в	4	47
38	не в	21	47
39	другой стороны	11	46
40	превращается в	1	45
41	мы должны	13	44
42	но в	17	44
43	это не	10	43
44	и его	12	43
45	в нем	13	42
46	только в	33	42
47	как в	10	42
48	представление о	1	41
49	или в	7	39
50	тем что	8	38
51	и на	4	38
52	в его	10	38
53	для нас	23	38
54	как и	15	37
55	уже не	12	37
56	мы уже	4	37
57	он не	10	37
58	что здесь	5	37
59	так и	16	37
60	знаем что	1	36
61	мы можем	11	36
62	что они	8	35
63	с тем	9	35
64	мы не	15	35
65	здесь мы	5	35
66	все эти	14	35
67	не всегда	1	34
68	связи с	10	34
69	но не	6	34
70	а именно	12	34
71	у него	1	34
72	во время	3	34
73	что это	3	34
74	же как	5	33
75	там где	1	33
76	об этом	7	33
77	сих пор	4	32
78	в качестве	10	32
79	прежде всего	13	31
80	то это	13	31
81	ничего не	4	31
82	с этим	5	30
83	с одной	3	30
84	до сих	4	30
85	к нему	3	30
86	при помощи	13	30
87	этом случае	8	29
88	но все	5	29
89	одной стороны	2	29
90	как мы	12	29
91	но это	13	29
92	и другие	4	28
93	что она	5	28
94	и с	11	28
95	например в	1	28
96	героя в	2	27
97	здесь можно	1	27
98	так что	21	27
99	могут быть	2	27
100	в образе	1	27
101	того что	10	27
102	как он	2	27
103	как это	4	26
104	на него	3	26
105	мы здесь	2	26
106	и др	1	26
107	в ней	12	26
108	в брак	1	25
109	вопрос о	2	25
110	в дальнейшем	1	25
111	и он	3	25
112	не менее	24	24
113	видно что	1	24
114	к этому	2	24
115	было бы	14	24
116	в виде	20	24
117	если бы	9	24
118	что мы	12	24
119	представлений о	2	23
120	их в	2	23
121	как бы	11	23
122	точно так	5	23
123	и это	11	23
124	тем не	23	23
125	в этой	10	23
126	имеем в	4	23
127	не будем	4	23
128	все это	9	23
129	когда он	2	23
130	в частности	4	23
131	и по	3	22
132	с ним	11	22
133	при этом	9	22
134	в другом	4	21
135	в одном	4	21
136	сказать что	24	21
137	совершенно ясно	1	21
138	в связи	9	21
139	связан с	2	21
140	должны были	1	21
141	здесь не	11	21
142	к тому	4	21
143	они не	1	21
144	ее в	2	21
145	в мифе	6	20
146	из них	4	20
147	из этих	1	20
148	она не	3	20
149	эта связь	1	20
150	в свете	4	20
151	в других	2	20
152	видели что	1	20
153	другими словами	9	20
154	с собой	6	19
155	так например	1	19
156	что у	3	19
157	на том	3	19
158	но он	1	19
159	в тех	3	19
160	есть и	2	19
161	на то	6	19
162	и как	4	19
163	после этого	1	18
164	в то	18	18
165	что этот	1	18
166	не все	1	18
167	в данном	14	18
168	вовсе не	62	18
169	в них	6	17
170	нас к	2	17
171	очень много	4	17
172	том как	4	17
173	то и	9	17
174	по существу	2	17
175	дело не	4	17
176	и только	10	17
177	и она	2	16
178	во всех	4	16
179	этот вопрос	3	16
180	всех этих	6	16
181	и они	1	16
182	то мы	3	16
183	в котором	3	16
184	не вполне	3	16
185	и действительно	2	16
186	и все	13	16
187	перед нами	8	16
188	связана с	1	16
189	даже в	2	15
190	в пределах	3	15
191	что при	5	15
192	но есть	1	15
193	и то	17	15
194	в своей	8	15
195	в которых	3	15
196	данном случае	12	15
197	и там	2	15
198	и эти	1	15
199	в античности	1	15
200	как будто	11	15
201	нет необходимости	1	15
202	и даже	21	15
203	на его	1	15
204	и тем	16	15
205	он в	3	15
206	друг друга	5	15
207	в целом	9	15
208	с этой	3	14
209	от него	2	14
210	но мы	1	14
211	находится в	1	14
212	можно было	7	14
213	мы еще	3	14
214	в него	2	14
215	и ее	7	14
216	у нас	17	14
217	его на	1	14
218	должна быть	1	14
219	но они	4	14
220	и есть	9	14
221	из которых	6	14
222	с ней	5	14
223	такое же	1	14
224	а также	6	14
225	уже видели	1	14
226	отношение к	1	14
227	на себя	1	14
228	и наконец	2	14
229	или на	1	13
230	в своем	7	13
231	на котором	2	13
232	время как	6	13
233	по себе	36	13
234	то время	6	13
235	и для	5	13
236	в себе	23	13
237	в таких	3	13
238	все что	1	13
239	своего рода	1	13
240	не просто	36	13
241	и у	2	13
242	на этом	1	13
243	в нее	2	13
244	и от	11	13
245	с ними	2	13
246	не имеет	12	13
247	к своему	1	13
248	в руки	1	13
249	его не	2	13
250	и если	11	13
251	что иное	6	13
252	во всем	2	12
253	кроме того	5	12
254	хотя бы	6	12
255	а потом	2	12
256	утверждать что	3	12
257	ответ на	1	12
258	о нем	2	12
259	в их	2	12
260	на более	2	12
261	к ней	2	12
262	к этой	2	12
263	как только	3	12
264	не знает	1	12
265	одним из	2	12
266	что не	4	12
267	между прочим	4	12
268	ни один	1	12
269	за ним	2	12
270	в более	1	12
271	случаях когда	1	12
272	это происходит	1	12
273	в русских	1	12
274	не знаю	1	12
275	в этот	1	11
276	точки зрения	14	11
277	ясно что	11	11
278	я не	1	11
279	от этого	1	11
280	связанные с	2	11
281	никто не	5	11
282	иное как	6	11
283	в очень	2	11
284	только с	5	11
285	уже в	5	11
286	на нее	1	11
287	здесь еще	1	11
288	же в	6	11
289	происходит в	3	11
290	если он	1	11
291	имеется в	7	11
292	но уже	4	11
293	не что	6	11
294	тех случаях	1	11
295	хотя и	9	11
296	же мы	1	11
297	относится к	4	11
298	но оно	3	11
299	дает нам	2	11
300	и вот	1	11
301	здесь имеем	1	11
302	на которой	1	11
303	и более	6	11
304	далеко не	1	11
305	и к	9	10
306	не как	1	10
307	на земле	1	10
308	от них	1	10
309	но так	1	10
310	о связи	1	10
311	не было	6	10
312	в которой	3	10
313	за собой	1	10
314	в греции	1	10
315	а с	2	10
316	и тот	2	10
317	почти всегда	4	10
318	на основе	1	10
319	что же	9	10
320	но если	12	10
321	ее на	2	10
322	он и	3	10
323	однако это	6	10
324	связаны с	1	10
325	и других	1	10
326	о чем	4	10
327	говорит о	1	10
328	то не	2	10
329	там же	1	10
