N	3gram	Voloshinov	slovoVRo
1	не может быть	7	19
2	то же время	1	18
3	в то же	1	18
4	с точки зрения	2	15
5	в отношении к	2	12
6	человек и его	1	12
7	с одной стороны	2	11
8	более или менее	1	9
9	в зависимости от	2	8
10	во всяком случае	1	8
11	в значительной степени	1	7
12	но в то	1	7
13	но все же	1	6
14	с другой стороны	2	6
15	в том что	4	5
16	по отношению к	11	5
17	как мы уже	1	5
18	в этом отношении	1	5
19	может быть и	3	5
20	одной стороны и	2	4
21	до сих пор	3	4
22	и не может	3	4
23	в свою очередь	1	4
24	друг о друге	1	4
25	можно сказать что	5	4
26	в лучшем случае	1	4
27	мы уже сказали	1	4
28	свое выражение в	1	3
29	до известной степени	2	3
30	и то же	2	3
31	может быть только	1	3
32	тех или иных	1	3
33	в данном случае	2	3
34	в поэтическом произведении	1	3
35	как если бы	4	3
36	сама по себе	1	3
37	быть более или	1	3
38	и в истории	1	3
39	как и в	1	3
40	и не в	3	3
41	со всех сторон	1	3
42	включает в себя	1	3
43	одно и то	2	3
44	в истории литературы	1	3
45	лежит на границе	2	2
46	тем не менее	3	2
47	далеко не всегда	1	2
48	а между тем	1	2
49	в чем не	1	2
50	они как бы	1	2
51	может быть более	1	2
52	имеет дело с	1	2
53	и др и	1	2
54	и с другой	1	2
55	высказывания как бы	1	2
56	определяется прежде всего	1	2
57	и в этом	1	2
58	сих пор не	1	2
59	в том и	1	2
60	но прежде всего	1	2
61	но и в	1	2
62	о том что	1	2
63	в такой степени	1	2
64	обстоит дело и	1	2
65	этой точки зрения	3	2
66	в то время	1	2
67	можно было бы	1	2
68	бы они ни	1	2
69	с самого начала	1	2
70	они ни были	1	2
71	же как и	1	2
72	между тем как	1	2
73	и в нем	1	2
74	и в частности	1	2
75	как уже сказано	1	2
76	то время как	1	2
77	ни в чем	1	2
78	близости к автору	1	1
79	только в процессе	2	1
80	автору и его	1	1
81	это как бы	3	1
82	он еще не	1	1
83	не может находиться	1	1
84	в конечном счете	1	1
85	а не к	1	1
86	в литературе и	1	1
87	точки зрения не	1	1
88	слова и не	1	1
89	что не может	2	1
90	не в такой	1	1
91	свою связь с	1	1
92	точками зрения на	1	1
93	какая бы то	1	1
94	в какой степени	2	1
95	за его пределы	1	1
96	и слово в	1	1
97	строит свое высказывание	1	1
98	себя в слове	1	1
99	с ним в	1	1
100	она не может	1	1
101	в них и	1	1
102	и на события	1	1
103	говорит о том	1	1
104	в частности в	1	1
105	сами по себе	1	1
106	и самое слово	1	1
107	как например в	1	1
108	мы можем сказать	2	1
109	словом и его	1	1
110	к автору и	2	1
111	и др все	1	1
112	и прежде всего	1	1
113	мы все время	2	1
114	том что в	1	1
115	какой степени не	1	1
116	истории литературы и	1	1
117	в этом направлении	1	1
118	то ни было	3	1
119	довлеет себе оно	1	1
120	для нас и	1	1
121	в процессе живого	1	1
122	в процессе этого	1	1
123	самом же деле	1	1
124	не довлеет себе	2	1
125	социологического подхода к	1	1
126	не могут выйти	1	1
127	хотя бы только	1	1
128	на самом же	1	1
129	точки зрения является	1	1
130	бы то ни	3	1
131	и точек зрения	1	1
132	как не может	1	1
133	правовой и политической	1	1
134	в нашем случае	1	1
135	в пространстве и	1	1
136	и политической жизни	1	1
137	особенно важное значение	1	1
138	находит свое выражение	2	1
139	она имеет дело	1	1
140	так как если	4	1
141	никогда не бывает	1	1
142	точек зрения и	1	1
143	в поэзии слово	1	1
144	по аналогии с	1	1
145	равно как и	1	1
146	определяются именно этим	1	1
147	может опираться на	1	1
148	и оценки относятся	1	1
149	все зависит от	1	1
150	оставаясь в пределах	1	1
151	как и слово	1	1
152	по крайней мере	1	1
153	с жизнью и	1	1
154	не имеют общего	1	1
155	выходят за пределы	2	1
156	оно ни было	1	1
157	каковы бы они	1	1
158	ни в какой	1	1
159	имеем в виду	2	1
160	еще раз подчеркнуть	1	1
161	с другими социальными	1	1
162	мы увидим что	1	1
163	и в поэзии	1	1
164	в виду не	1	1
165	все более и	1	1
166	между тем это	1	1
167	не из словаря	1	1
168	третье лицо и	1	1
169	более и более	1	1
170	и несводимо к	1	1
171	но все это	1	1
172	не может стать	1	1
173	суждения и оценки	1	1
174	в противном случае	1	1
175	герой нашего времени	1	1
176	бы оно ни	1	1
177	слово в поэзии	1	1
178	дело в том	4	1
179	выходящая за пределы	1	1
180	не должно быть	1	1
181	подобно тому как	1	1
182	так же как	1	1
183	независимо от него	1	1
184	мы имеем в	1	1
185	каково бы оно	1	1
186	том что всякий	1	1
187	к слову в	1	1
188	в нем по	1	1
189	тогда когда он	1	1
190	может находиться в	1	1
191	в каком направлении	1	1
192	как бы заключает	1	1
193	прежде всего именно	1	1
194	раз подчеркнуть что	1	1
195	ровно ничего не	1	1
196	в нем и	1	1
197	все то в	1	1
198	смысл и значение	2	1
199	и потому не	1	1
200	здесь таким образом	1	1
201	у него свое	1	1
202	друг к другу	1	1
