N	4gram	Vygotskiy_	Problemy
1	в то же время	1	26
2	в том что он	2	5
3	как мы уже говорили	2	3
4	в то время как	7	3
5	одно и то же	3	3
6	и во всяком случае	1	2
7	но с другой стороны	1	2
8	и по отношению к	1	2
9	он сам по себе	1	2
10	друг с другом но	1	1
11	не может найти своего	1	1
12	на самом же деле	1	1
13	в том или другом	1	1
14	найти своего выражения в	1	1
15	точки зрения своей собственной	1	1
16	что с точки зрения	1	1
17	с одной стороны и	4	1
18	себя как бы не	1	1
19	не с точки зрения	1	1
20	и то же слово	1	1
21	то время как обычно	1	1
22	является в значительной степени	1	1
23	с точки зрения того	1	1
24	в зависимости от того	1	1
25	мы видели что в	1	1
26	слова с точки зрения	2	1
27	как бы рядом с	1	1
28	и не может быть	2	1
29	смысле можно сказать что	2	1
30	не видит того что	1	1
31	друг к другу как	1	1
32	с точки зрения своей	1	1
33	одного и того же	3	1
34	и вместе с тем	2	1
35	в собственном смысле слова	1	1
36	и не могут быть	1	1
37	в том что это	1	1
38	совершенно в той же	1	1
39	заключается в том что	9	1
40	все больше и больше	2	1
41	в том числе и	2	1
42	как бы он ни	1	1
43	не чем иным как	2	1
44	то время как в	1	1
45	том или другом слове	1	1
46	только и могут быть	1	1
47	несмотря на то что	1	1
48	с самого начала в	1	1
49	мы остановимся только на	1	1
50	само по себе но	1	1
51	он с самого начала	1	1
52	в том и другом	2	1
53	и его отношение к	1	1
54	одну и ту же	1	1
55	в неразрывной связи с	1	1
56	во всей своей полноте	1	1
57	рядом друг с другом	1	1
58	так же как и	2	1
59	мы могли бы сказать	4	1
60	может найти своего выражения	1	1
