N	2gram	Vygotskiy_	slovoVRo
1	и в	38	92
2	может быть	25	59
3	и его	5	59
4	в нем	4	59
5	и не	16	51
6	не только	16	44
7	не может	11	41
8	но и	9	39
9	до конца	2	37
10	в этом	35	36
11	а не	7	34
12	во всех	3	32
13	точки зрения	27	30
14	так и	11	30
15	языка и	1	29
16	могут быть	9	29
17	и др	1	29
18	в пределах	1	29
19	в его	22	27
20	слова в	8	26
21	языка в	1	25
22	все это	8	25
23	как бы	17	24
24	слова и	8	24
25	слово в	4	24
26	то же	18	23
27	чужой речи	1	23
28	и на	9	22
29	в сущности	3	21
30	как в	14	21
31	не в	10	21
32	вовсе не	5	21
33	в процессе	33	20
34	в то	5	20
35	прежде всего	6	19
36	как мы	14	19
37	с ним	4	18
38	как и	20	18
39	язык и	1	18
40	или иной	3	18
41	таким образом	36	17
42	оно не	3	17
43	и даже	4	17
44	все же	11	17
45	в основе	32	17
46	в истории	9	17
47	все эти	9	17
48	в большинстве	1	17
49	при этом	13	16
50	в них	3	16
51	отличие от	8	16
52	но в	4	16
53	в той	2	15
54	и с	5	15
55	с точки	11	15
56	той или	2	15
57	там где	4	15
58	только в	16	14
59	в отличие	8	14
60	так сказать	1	14
61	в слове	3	13
62	это не	5	13
63	с другой	11	13
64	с его	3	13
65	точка зрения	1	13
66	и следовательно	1	13
67	и для	4	13
68	и к	9	12
69	в отношении	14	12
70	еще не	6	12
71	во всяком	10	12
72	слово как	1	12
73	никогда не	11	12
74	и потому	2	12
75	или в	4	12
76	словом и	3	12
77	точек зрения	1	12
78	а в	7	12
79	отношение к	1	12
80	один из	8	11
81	в этих	4	11
82	с ними	3	11
83	для него	6	11
84	с одной	8	11
85	всех его	1	11
86	на его	5	11
87	в плане	2	11
88	одной стороны	8	11
89	слова как	1	11
90	зрения на	2	10
91	в языке	3	10
92	и их	4	10
93	и все	5	10
94	уже не	3	10
95	все они	2	10
96	в своем	9	10
97	может не	1	10
98	в том	59	10
99	с другими	3	10
100	она не	1	10
101	в себе	9	10
102	далеко не	2	10
103	в него	4	10
104	всех этих	2	10
105	в основном	6	9
106	более или	3	9
107	в своей	9	9
108	конечно не	1	9
109	сказать что	10	9
110	этом случае	4	9
111	так как	19	9
112	здесь в	2	9
113	его в	8	9
114	одна из	2	9
115	в их	12	9
116	в смысле	9	9
117	или менее	5	9
118	и других	4	9
119	он не	6	9
120	языком и	1	9
121	одним из	6	9
122	и от	5	9
123	но не	7	9
124	с ее	5	9
125	к нему	1	9
126	в самом	8	8
127	для нас	6	8
128	не на	2	8
129	не могут	5	8
130	может стать	2	8
131	зависимости от	7	8
132	в значительной	1	8
133	все время	6	8
134	с этим	6	8
135	в зависимости	6	8
136	всяком случае	10	8
137	входит в	7	8
138	человека и	6	8
139	и часто	2	8
140	они могут	3	8
141	в ней	3	8
142	во всем	7	7
143	от него	1	7
144	же и	2	7
145	еще более	1	7
146	кроме того	1	7
147	но все	4	7
148	о нем	2	7
149	например в	2	7
150	связанные с	3	7
151	том что	44	7
152	перед нами	15	7
153	сливается с	1	7
154	автора и	1	7
155	известной степени	1	7
156	значительной степени	1	7
157	слово и	1	7
158	здесь не	2	7
159	друг друга	7	7
160	того же	12	7
161	слова от	2	7
162	по преимуществу	1	7
163	мышления и	39	7
164	у него	3	7
165	связи с	14	7
166	и непосредственно	1	7
167	в таком	4	7
168	мы уже	8	7
169	также и	3	7
170	ту же	2	7
171	за пределы	1	7
172	с которым	2	7
173	в целом	22	7
174	что в	31	6
175	и здесь	5	6
176	дело с	3	6
177	даже в	5	6
178	в одном	4	6
179	ни в	12	6
180	другой стороны	5	6
181	по себе	11	6
182	и язык	1	6
183	именно в	6	6
184	одновременно и	1	6
185	роль в	5	6
186	со всею	1	6
187	можно сказать	2	6
188	по своим	1	6
189	в свою	4	6
190	говорить о	1	6
191	слов и	5	6
192	и там	1	6
193	связан с	2	6
194	и прямо	1	6
195	мы сказали	1	6
196	в качестве	25	6
197	слово не	1	6
198	бы и	2	6
199	лежит в	3	6
200	а также	6	6
201	на этом	3	6
202	например у	1	6
203	хотя бы	2	6
204	между тем	10	6
205	и слова	1	6
206	стороны и	1	6
207	в новое	2	6
208	между словом	3	6
209	он в	1	6
210	точку зрения	1	6
211	которые в	5	6
212	с определенными	1	6
213	в чисто	2	6
214	и при	3	5
215	различных форм	1	5
216	не как	3	5
217	а затем	4	5
218	в результате	6	5
219	к его	1	5
220	они не	4	5
221	по отношению	4	5
222	вместе с	18	5
223	не менее	8	5
224	о том	6	5
225	не является	13	5
226	в данном	1	5
227	и более	4	5
228	мы не	14	5
229	для того	14	5
230	с помощью	64	5
231	только на	2	5
232	каждое слово	1	5
233	языка не	1	5
234	речи в	7	5
235	той же	8	5
236	отношению к	3	5
237	со словом	2	5
238	линии в	2	5
239	но он	1	5
240	в дальнейшем	3	5
241	между этими	2	5
242	остается в	2	5
243	уже в	10	5
244	хотя и	2	5
245	этом отношении	9	5
246	с их	3	5
247	слова не	3	5
248	как его	1	5
249	или даже	2	5
250	должен быть	1	5
251	в других	2	5
252	особенно в	2	5
253	в каждом	2	5
254	а как	2	5
255	слова с	2	5
256	эти формы	2	5
257	не знает	1	5
258	и может	4	5
259	почти всегда	1	5
260	и сам	4	5
261	оно может	2	5
262	и по	5	5
263	для этого	3	5
264	имеет дело	2	5
265	до сих	3	4
266	по существу	4	4
267	мы найдем	1	4
268	языке и	1	4
269	оно было	1	4
270	в большей	1	4
271	в некоторых	1	4
272	в другой	2	4
273	те же	6	4
274	не столько	4	4
275	в виду	4	4
276	для всех	1	4
277	со всеми	9	4
278	очень легко	2	4
279	если бы	12	4
280	в различные	1	4
281	где они	2	4
282	в построении	2	4
283	отношения к	1	4
284	и другим	2	4
285	всегда в	1	4
286	что он	13	4
287	от его	2	4
288	так же	26	4
289	языка или	1	4
290	которая не	5	4
291	как только	1	4
292	на первый	5	4
293	к тому	8	4
294	зрения и	1	4
295	непосредственно и	1	4
296	друг с	10	4
297	входя в	1	4
298	дело не	1	4
299	даже и	1	4
300	того чтобы	15	4
301	лежат в	1	4
302	в другом	3	4
303	самого автора	1	4
304	тогда когда	10	4
305	и слово	3	4
306	именно на	1	4
307	с этой	6	4
308	в различных	1	4
309	от других	2	4
310	речь на	1	4
311	ни были	2	4
312	в чем	2	4
