N	3gram	Losev_Prob	VLabPisa
1	и т д	1	16
2	в этом отношении	4	14
3	и т п	1	9
4	не может быть	2	8
5	с другой стороны	7	8
6	по отношению к	2	7
7	по этому поводу	4	7
8	более или менее	1	6
9	в том что	13	5
10	в то же	2	5
11	то же время	1	5
12	в одном из	1	4
13	вместе с тем	5	4
14	равно как и	2	4
15	можно сказать что	4	4
16	в силу этого	1	4
17	в связи с	11	4
18	к тому что	1	4
19	не удивительно что	1	3
20	в значительной мере	3	3
21	о том как	1	3
22	для того чтобы	3	3
23	о том что	14	3
24	в этой области	1	3
25	хотя бы в	1	3
26	же говорит и	1	3
27	это и есть	2	3
28	не только для	2	2
29	и том же	1	2
30	во всяком случае	6	2
31	от того что	1	2
32	в том чтобы	2	2
33	по крайней мере	8	2
34	в результате чего	2	2
35	точном смысле слова	1	2
36	этой точки зрения	2	2
37	в том числе	2	2
38	не в том	1	2
39	но и он	1	2
40	уже по одному	2	2
41	говорить не о	1	2
42	чуть ли не	1	2
43	до сих пор	3	2
44	л толстой в	1	2
45	не только не	1	2
46	в конце концов	7	2
47	том числе и	1	2
48	по одному тому	1	2
49	не только в	5	2
50	и никогда не	2	2
51	таким образом даже	1	2
52	вот что пишет	2	2
53	в силу чего	1	2
54	только в том	2	2
55	одному тому что	1	2
56	с одной стороны	5	2
57	одном и том	1	2
58	также и в	2	2
59	можно было бы	2	2
60	после того как	3	2
61	никак не могут	2	1
62	в той или	2	1
63	имеет ничего общего	2	1
64	в области художественного	1	1
65	художественного творчества и	1	1
66	в свою очередь	2	1
67	в одном и	1	1
68	в том же	1	1
69	чтобы покончить с	1	1
70	того или иного	2	1
71	как будто бы	3	1
72	характером и не	1	1
73	той или иной	4	1
74	не обходится без	1	1
75	только два примера	1	1
76	при всем своем	2	1
77	том смысле что	1	1
78	в какой мере	3	1
79	тогда когда все	1	1
80	в силу того	1	1
81	на то что	2	1
82	а вместе с	1	1
83	но и в	2	1
84	человека вообще и	1	1
85	одной из этих	1	1
86	что даже и	1	1
87	в том смысле	2	1
88	в этом же	1	1
89	в этом смысле	4	1
90	как это было	1	1
91	того что мы	1	1
92	две основные тенденции	1	1
93	в результате этого	1	1
94	в вечном муже	2	1
95	может быть даже	1	1
96	ни в какой	4	1
97	другой стороны он	1	1
98	области художественного творчества	1	1
99	является для него	2	1
100	то время как	4	1
101	он говорит как	1	1
102	или иной мере	2	1
103	ту или иную	1	1
104	говоря уже о	2	1
105	с этой точки	2	1
106	в виду не	1	1
107	в этом замечательном	1	1
108	то что в	2	1
109	в самом деле	1	1
110	в братьях карамазовых	1	1
111	значит что он	1	1
112	таким образом уже	2	1
113	не значит что	1	1
114	что в своем	1	1
115	объективного мира и	1	1
116	далеко не всегда	3	1
117	в следующих словах	1	1
118	того чтобы понять	1	1
119	в то время	4	1
120	мы встречаемся с	1	1
121	человека а не	1	1
122	тех или иных	2	1
123	но к ним	1	1
124	но даже и	4	1
125	в подавляющем большинстве	1	1
126	в таком случае	2	1
127	все же не	3	1
128	приведем только два	1	1
129	не говоря уже	2	1
130	так или иначе	3	1
131	хотя и не	3	1
132	кроме того что	1	1
133	как это мы	2	1
134	какой мере не	3	1
135	не чем иным	3	1
136	ничего общего с	2	1
137	именно в этом	1	1
138	и наконец в-третьих	1	1
139	творчества таким образом	1	1
140	как и все	1	1
141	что перед нами	2	1
142	но в то	2	1
143	что об этом	1	1
144	то или иное	1	1
145	бросается в глаза	2	1
146	том что мы	1	1
147	том что и	1	1
148	об этом же	1	1
149	по аналогии с	1	1
150	и вместе с	3	1
151	если бы все	1	1
152	еще в году	1	1
153	в данном случае	5	1
154	в том или	3	1
155	к тому же	5	1
156	в ней не	1	1
157	этого типа мы	1	1
158	чем иным как	3	1
159	не имеет ничего	2	1
160	дошедших до нас	1	1
161	уже о том	1	1
162	об этом свидетельствует	1	1
163	в новое время	3	1
164	то же самое	2	1
165	сама по себе	2	1
166	художественное творчество как	1	1
167	это вовсе не	1	1
168	по его мнению	1	1
169	ни к какому	1	1
170	но все же	2	1
171	не случайно и	1	1
172	из которых каждая	1	1
173	нет ни одного	1	1
174	мы не будем	3	1
175	вопрос о том	1	1
176	только тогда когда	3	1
177	и в искусстве	1	1
178	имеем дело с	1	1
179	но и для	1	1
180	мы имеем дело	1	1
181	является не чем	1	1
