N	3gram	Vygotskiy_	Russkaja
1	друг с другом	2	14
2	с точки зрения	11	9
3	в том что	20	7
4	на самом деле	3	6
5	во всяком случае	6	6
6	для того чтобы	17	6
7	а между тем	1	5
8	до сих пор	6	5
9	в том случае	4	4
10	не может быть	3	4
11	на то что	16	4
12	к тому чтобы	4	4
13	более или менее	1	4
14	и если в	1	3
15	вместе с тем	3	3
16	можно было бы	6	3
17	в данном случае	5	3
18	в лучшем случае	2	3
19	в этом случае	1	3
20	с тем чтобы	1	3
21	и то что	3	3
22	том случае если	4	3
23	и не может	1	3
24	что он не	4	2
25	в том и	2	2
26	и в том	1	2
27	ни одна из	1	2
28	того или иного	2	2
29	тот факт что	3	2
30	с другом и	2	2
31	в зависимость от	1	2
32	точно так же	3	2
33	и тем самым	1	2
34	в противоречие с	2	2
35	и в другом	2	2
36	по самому своему	1	2
37	о том что	8	2
38	только в том	5	2
39	на себя как	1	2
40	себя как на	1	2
41	к тому что	5	2
42	она не может	2	2
43	и вместе с	3	2
44	уже указали на	1	1
45	должны были бы	2	1
46	что и то	1	1
47	указали на то	1	1
48	ему что он	1	1
49	в противном случае	1	1
50	но при этом	1	1
51	в самом деле	29	1
52	может согласиться с	1	1
53	не может согласиться	1	1
54	том виде как	1	1
55	указывает на то	4	1
56	и как бы	2	1
57	и в частности	1	1
58	за то что	1	1
59	элементов из которых	1	1
60	и с точки	1	1
61	и в течение	1	1
62	отказаться от него	1	1
63	в своих отношениях	1	1
64	легко убедимся что	1	1
65	но по существу	1	1
66	смысле этого слова	5	1
67	речь идет о	5	1
68	и в своем	1	1
69	мы уже знаем	2	1
70	заключается не в	2	1
71	не могло бы	1	1
72	уже знаем что	1	1
73	то естественно что	1	1
74	прежде всего на	1	1
75	так же как	2	1
76	бы показать что	1	1
77	но этого мало	1	1
78	что оно является	1	1
79	и таким образом	1	1
80	только для того	1	1
81	от того что	1	1
82	в том чтобы	2	1
83	между тем при	1	1
84	но не к	1	1
85	в согласии с	1	1
86	в том виде	2	1
87	заключается в том	10	1
88	а в том	1	1
89	с самого начала	10	1
90	и то и	3	1
91	из которых каждая	1	1
92	что ни одна	1	1
93	самому своему существу	1	1
94	когда речь идет	1	1
95	и что в	2	1
96	о которых мы	5	1
97	и того же	1	1
98	то что для	1	1
99	совершенно ясно что	10	1
100	заключает в себе	1	1
101	сплошь и рядом	1	1
102	смотреть как на	1	1
103	было бы показать	1	1
104	она могла бы	1	1
105	на первый взгляд	1	1
106	что не только	1	1
107	представить себе что	1	1
108	он не может	1	1
109	то же самое	12	1
110	мы говорили выше	1	1
111	и все же	1	1
112	ни к какому	1	1
113	но все же	1	1
114	несмотря на все	1	1
115	но совершенно очевидно	1	1
116	только то что	3	1
117	мы уже указали	1	1
118	то что оно	1	1
119	это то же	1	1
120	для нас важно	1	1
121	говорить о том	3	1
122	с ним в	2	1
123	которых мы говорили	2	1
124	в этом отношении	1	1
125	в свою очередь	3	1
126	жизни и в	1	1
127	в применении к	1	1
128	в этом и	1	1
129	это и есть	2	1
130	с необычайной ясностью	2	1
131	так же и	1	1
132	все это вдруг	1	1
133	при таком взгляде	1	1
134	на этот вопрос	1	1
135	данном случае и	1	1
136	то и другое	3	1
137	своих отношениях к	1	1
138	или хотя бы	1	1
139	состоит в том	2	1
140	к тому же	2	1
141	совершенно очевидно что	3	1
142	сводится к тому	1	1
143	одного и того	1	1
144	потому что они	2	1
145	и в этом	6	1
146	речь идет не	1	1
