N	2gram	Voloshinov	EvropaiC
1	таким образом	12	34
2	в том	6	31
3	и в	12	24
4	том что	5	20
5	все эти	3	19
6	то что	5	18
7	не может	16	18
8	может быть	14	17
9	до сих	3	15
10	все же	4	15
11	сих пор	3	15
12	точки зрения	14	14
13	в этом	4	13
14	все это	3	13
15	самом деле	3	12
16	между тем	3	12
17	в своем	2	12
18	по отношению	11	11
19	но и	3	11
20	отношению к	11	11
21	не только	4	10
22	так и	4	10
23	как и	5	10
24	культуры в	1	10
25	во всех	1	10
26	как бы	13	10
27	что в	2	9
28	при этом	6	9
29	в результате	1	9
30	не в	4	9
31	и все	2	9
32	и не	10	9
33	и что	2	9
34	в самом	4	8
35	с точки	2	8
36	более или	1	8
37	ясно что	3	8
38	или менее	1	8
39	к тому	1	8
40	если бы	9	8
41	того чтобы	1	8
42	а между	1	8
43	так же	3	8
44	идет речь	1	8
45	так как	9	7
46	того что	3	7
47	что и	2	7
48	на самом	4	7
49	в психике	2	7
50	не менее	3	7
51	из этого	3	7
52	о том	3	7
53	вместе с	2	7
54	по своей	1	7
55	для этого	1	7
56	мы можем	2	6
57	и на	4	6
58	несмотря на	1	6
59	с ним	3	6
60	только в	6	6
61	тому же	2	6
62	еще не	3	6
63	все они	2	6
64	должна быть	5	6
65	как на	2	6
66	в общем	1	6
67	с другой	4	6
68	в то	2	6
69	и для	3	6
70	и к	4	5
71	как к	3	5
72	должно быть	1	5
73	в его	2	5
74	что это	1	5
75	пор не	1	5
76	другой стороны	2	5
77	у него	1	5
78	его в	4	5
79	но все	2	5
80	и с	3	5
81	именно в	1	5
82	и без	1	5
83	на все	2	5
84	быть и	3	5
85	и их	1	5
86	далеко не	1	5
87	в себе	3	5
88	что все	1	5
89	столь же	1	5
90	как будто	1	5
91	к этому	2	5
92	в целом	1	5
93	но в	5	5
94	не так	2	4
95	и то	2	4
96	социальной жизни	2	4
97	ее и	3	4
98	та же	1	4
99	хотя и	1	4
100	тем не	3	4
101	в виде	1	4
102	связи с	1	4
103	в таком	1	4
104	не есть	2	4
105	не могут	1	4
106	между собой	2	4
107	и сейчас	1	4
108	а с	1	4
109	что мы	5	4
110	мы уже	1	4
111	хотя бы	5	4
112	то ни	3	4
113	в такой	3	4
114	мы должны	1	4
115	признать что	1	4
116	отношение к	4	4
117	принадлежащие к	1	4
118	что для	1	4
119	без того	1	4
120	том же	1	4
121	и проч	3	4
122	в области	1	4
123	он не	2	4
124	если мы	1	4
125	то же	5	4
126	никогда не	5	4
127	бы то	3	3
128	от него	1	3
129	что оно	1	3
130	данном случае	2	3
131	и по	3	3
132	с одной	2	3
133	тогда когда	2	3
134	ни было	4	3
135	в нашем	11	3
136	для нас	7	3
137	прежде всего	8	3
138	у нас	1	3
139	одно из	1	3
140	же не	1	3
141	в этих	2	3
142	ко всем	2	3
143	в нем	6	3
144	слагается из	2	3
145	в жизни	5	3
146	же как	1	3
147	то из	1	3
148	настоящее время	2	3
149	в истории	1	3
150	и это	1	3
151	ничего общего	1	3
152	и вообще	3	3
153	гораздо больше	1	3
154	тем более	1	3
155	жизнь и	1	3
156	и того	1	3
157	и потому	2	3
158	в данном	2	3
159	в ней	6	3
160	если же	2	3
161	должны быть	1	3
162	с этой	2	3
163	это не	2	3
164	конечно не	3	3
165	уже и	1	3
166	не вполне	1	3
167	от того	4	3
168	при помощи	1	3
169	к которой	1	3
170	а лишь	1	3
171	было бы	1	3
172	как мы	1	3
173	они должны	1	3
174	но не	2	3
175	в эти	1	3
176	в настоящее	2	3
177	тот же	1	3
178	и наконец	3	3
179	не то	1	3
180	все в	1	2
181	от нее	1	2
182	что они	1	2
183	к другу	1	2
184	друг к	1	2
185	них в	1	2
186	то есть	1	2
187	то в	1	2
188	мы все	4	2
189	для него	3	2
190	тем как	2	2
191	те же	2	2
192	и из	1	2
193	в виду	5	2
194	сводится к	1	2
195	том и	1	2
196	совершенно ясно	1	2
197	не было	1	2
198	все то	1	2
199	не знает	1	2
200	и некоторые	1	2
201	из нее	1	2
202	вовсе не	1	2
203	и тому	1	2
204	такой же	2	2
205	но для	3	2
206	жизни и	4	2
207	то время	1	2
208	в процессе	6	2
209	имеет место	2	2
210	между ними	2	2
211	как не	2	2
212	при более	1	2
213	есть в	1	2
214	и так	2	2
215	при таком	1	2
216	есть только	1	2
217	они не	1	2
218	себя и	2	2
219	высшей степени	1	2
220	зависимости от	4	2
221	в себя	2	2
222	в них	3	2
223	этих двух	2	2
224	во всяком	1	2
225	а к	2	2
226	в основе	1	2
227	и более	3	2
228	в котором	3	2
229	и только	1	2
230	на этом	1	2
231	она не	2	2
232	всяком случае	1	2
233	к нему	4	2
234	в свою	1	2
235	одной стороны	2	2
236	ту же	1	2
237	в другом	1	2
238	и уже	3	2
239	нашем случае	1	2
240	два человека	1	2
241	всех других	1	2
242	из двух	1	2
243	ценности и	1	2
244	конечно в	2	2
245	из него	2	2
246	только то	1	2
247	и те	2	2
248	же время	1	2
249	из одного	1	2
250	свою очередь	1	2
251	рассматривать как	1	2
252	к ним	2	2
253	между людьми	1	2
254	общего с	2	2
255	в высшей	1	2
256	на него	2	2
257	что она	1	2
258	в частности	1	2
259	но если	1	2
260	и его	13	2
261	что до	1	2
262	мы видели	1	2
263	отнюдь не	5	2
264	независимо от	2	2
265	для этой	1	2
266	с ее	1	2
267	тем же	1	2
268	точку зрения	2	2
269	и ее	3	2
270	друг друга	1	2
271	из этой	1	2
272	он должен	3	2
273	только тех	1	1
274	само собой	1	1
275	они являются	1	1
276	она имеет	1	1
277	и другие	2	1
278	или просто	1	1
279	нечто само	2	1
280	находят себе	1	1
281	произведение и	2	1
282	которые может	1	1
283	это делает	1	1
284	введены в	1	1
285	проч все	1	1
286	на эти	1	1
287	другой только	1	1
288	но из	1	1
289	от этой	2	1
290	нас не	1	1
291	т.е к	1	1
292	зависит от	2	1
293	и пр	3	1
294	вполне понятно	1	1
295	уже в	2	1
