N	3gram	Voloshinov	Analitik
1	в том что	1	25
2	не может быть	3	19
3	о том что	2	15
4	в данном случае	1	14
5	той или иной	1	14
6	в конечном счете	2	11
7	по крайней мере	3	9
8	подобно тому как	1	9
9	с одной стороны	1	9
10	с точки зрения	6	8
11	в этом отношении	1	8
12	в свое время	1	7
13	во всяком случае	3	7
14	что иное как	1	7
15	одного и того	1	6
16	и того же	1	6
17	не что иное	1	6
18	имеем дело с	1	5
19	в самом деле	2	4
20	для того чтобы	1	4
21	и в этом	2	4
22	в этом смысле	3	4
23	быть не может	1	3
24	бы то ни	1	3
25	всех без исключения	1	3
26	то ни было	1	3
27	в связи с	1	3
28	то же самое	1	3
29	герой нашего времени	1	3
30	можно сказать что	3	3
31	дело в том	1	3
32	не могут быть	2	3
33	в применении к	1	2
34	в коем случае	1	2
35	ничего не говорит	1	2
36	с этой точки	1	2
37	во внешнем мире	1	2
38	можно было бы	1	2
39	одних и тех	1	2
40	друг с другом	1	2
41	до сих пор	3	2
42	и тех же	1	2
43	ни в коем	1	2
44	и прежде всего	1	2
45	а с другой	1	2
46	вместе с ним	1	2
47	обратим внимание на	1	2
48	этой точки зрения	1	2
49	есть в сущности	1	2
50	со всех сторон	1	2
51	мы узнаем о	1	2
52	но отнюдь не	2	2
53	на первый взгляд	1	2
54	если бы он	1	2
55	может быть это	3	1
56	эстетический все это	1	1
57	при всей их	1	1
58	очень близко к	1	1
59	в объекте в	1	1
60	только для того	1	1
61	и в итоге	1	1
62	в углу комнаты	1	1
63	я и его	1	1
64	в себя и	1	1
65	самом деле в	1	1
66	не имеет места	1	1
67	нуждается в объекте	1	1
68	все это приводит	1	1
69	для нас очень	1	1
70	из этих трех	1	1
71	на вопрос о	1	1
72	отношения к предмету	1	1
73	в них и	1	1
74	что в них	1	1
75	точки зрения может	1	1
76	прежде всего к	1	1
77	в этой плоскости	1	1
78	я и мир	1	1
79	том что мы	1	1
80	может быть ничего	1	1
81	всяком случае не	1	1
82	именно здесь в	1	1
83	а потому и	2	1
84	и таким образом	1	1
85	по ту сторону	4	1
86	не говорит и	1	1
87	быть может наиболее	1	1
88	чем иным как	1	1
89	его мысли и	1	1
90	и т.п и	1	1
91	не нуждается в	2	1
92	или во всяком	1	1
93	как я и	1	1
94	смысл и значение	1	1
95	а то и	1	1
96	вместе с тем	1	1
97	в большинстве случаев	3	1
98	еще в году	1	1
99	а вместе с	1	1
100	и может быть	2	1
101	в том смысле	1	1
102	имеем в виду	1	1
103	и теперь в	1	1
104	таким образом с	1	1
105	оно ни было	1	1
106	бы он был	1	1
107	моменты своей жизни	1	1
108	его за пределы	1	1
109	как это было	1	1
110	как один из	1	1
111	в этой борьбе	1	1
112	конечном счете только	1	1
113	и та же	1	1
114	уже не может	1	1
115	он может быть	1	1
116	на самом деле	4	1
117	мы имеем в	1	1
118	же как и	1	1
119	с ним и	1	1
120	в борьбу с	1	1
121	так и в	1	1
122	одна и та	1	1
123	она может быть	1	1
124	из того же	1	1
125	и к ним	1	1
126	по аналогии с	2	1
127	тому как мы	1	1
128	бы оно ни	1	1
